Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F2	Abundances Count: F5: 126, Sample, n/a, SFug_F2	Modifications
Q9VVA6	Nuclear migration protein nudC	32.53	12	23	12	472520.5364	23	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	96243.00649999999	8	
Q9VVE2	Protein rogdi	30.97	7	12	7	225208.9126	11	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	32.52	8	18	0	254285.6815	18	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	7.09	2	3	0	29721.712199999998	3	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	33	7	858885.77646	32	
Q9VVI2	Enhancer of mRNA-decapping protein 3	4.41	2	3	2	2326.4595	2	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	3.97	4	5	0	27254.00025	5	
Q9VVI9	Charged multivesicular body protein 5	66.81	12	24	0	313554.75094	21	
Q9VVN2	Small ribosomal subunit protein mS26	11.11	3	3	3	33222.788	3	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	3	2	50157.384959999996	3	
Q9VVW3	Sideroflexin-2	19.57	6	6	6	172719.438	6	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	5.67	2	3	2	44013.844	2	
Q9VVY3	Glycogen-binding subunit 76A	9.84	5	6	0	27536.569150000003	6	
Q9VW12	UPF0389 protein CG9231	38.4	4	24	0	517986.0551	22	
Q9VW14	rRNA methyltransferase 3, mitochondrial	6.39	3	3	3	13837.7084	3	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	8	13	8	216056.5973	11	
Q9VW56	Probable prefoldin subunit 6	56.0	7	13	0	399999.091	13	
Q9VWA1	Clathrin light chain	40.64	11	40	0	1383893.88085	37	
Q9VWA8	Protein FRG1 homolog	9.54	2	2	2	11261.321100000001	2	
Q9VWB1	DCN1-like protein 4	8.06	2	2	1	28279.74455	2	
Q9VWE0	Cytokine receptor	1.56	2	2	2	33644.867	2	
Q9VWG3	Small ribosomal subunit protein eS10B	45.62	7	15	0	477036.19299999997	12	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	72.15	29	182	28	17450622.24092	165	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	58.47	8	33	8	2407719.40368	23	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	17.86	9	13	0	90282.5234	10	
Q9VWP4	Sulfite oxidase, mitochondrial	6.63	4	4	4	86422.28629999999	4	
Q9VWU1	Serine protease persephone	7.61	3	3	3	33542.1599	3	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	6.84	3	3	3	404.66806	1	
Q9VWX8	Frequenin-2	52.94	11	47	5	1085485.8939	41	
Q9VX10	Sulfiredoxin	4.32	1	1	0	20739.021	1	
Q9VX98	Density-regulated protein homolog	41.8	7	12	7	297491.8523	11	
Q9VXB0	NECAP-like protein CG9132	46.34	9	24	2	984150.54452	23	
Q9VXB5	Large ribosomal subunit protein uL22m	18.03	4	4	4	46059.096399999995	3	
Q9VXE0	Probable small nuclear ribonucleoprotein G	47.37	4	10	4	368873.6076	8	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	15.49	5	5	5	30911.7698	5	
Q9VXE6	Nuclear pore complex protein Nup153	0.48	1	1	0	4426.4204	1	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	45.72	20	57	0	1461153.21157	54	
Q9VXG4	Annexin B11	23.68	13	31	13	906735.8028	30	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.75	14	17	0	432326.8394	17	
Q9VXK0	Protein NipSnap	15.38	4	8	0	204889.139	6	
Q9VXK6	Eukaryotic translation initiation factor 5	25.22	12	16	12	388298.575	14	
Q9VXN2	Protein stunted	49.18	3	9	3	186719.9902	6	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	3.46	2	2	2	15857.940599999998	2	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	22.22	5	11	5	276178.8861	10	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	9.64	3	4	0	50214.383400000006	4	
Q9VXY0	Probable cytochrome P450 4s3	2.02	1	1	1	441.9095	1	
Q9VXY7	Lipid storage droplets surface-binding protein 2	50.28	13	41	1	1567706.22518	38	
Q9VY28	Small ribosomal subunit protein mS25	24.55	4	4	4	43695.421500000004	4	
Q9VY78	Chloride intracellular channel Clic	31.54	7	10	7	558554.8507	10	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	11.45	3	4	0	24297.311	4	
Q9VYB7	Protein-tyrosine sulfotransferase	1.6	1	1	0	9921.834	1	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	48.42	5	8	0	135002.1775	7	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.33	1	1	0	21024.072	1	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	5.14	3	3	0	36447.4187	3	
Q9VYH3	Probable alpha-aspartyl dipeptidase	22.08	5	7	0	65608.54553	6	
Q9VYI3	Large ribosomal subunit protein mL49	11.73	2	2	0	4390.857	1	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	0.71	1	1	0	1620.2913	1	
Q9VYR0	LSM12 homolog A	5.99	1	1	1	6934.2793	1	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	3	2	11422.0	1	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	50.48	23	50	23	1474468.54308	47	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	21.43	4	4	0	16016.76128	4	
Q9VYY2	Signal peptidase complex subunit 2	38.19	7	11	0	230675.9708	11	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	21.78	9	12	9	231161.1128	8	
Q9VZ23	GTP-binding nuclear protein Ran	57.87	11	26	0	1470840.564	26	
Q9VZ35	Protein Vago	13.12	2	2	2	4298.63945	2	
Q9VZ40	Uncharacterized protein CG1552	3.8	1	3	0	242211.39299999998	3	
Q9VZ49	Endoribonuclease Arlr	12.5	7	15	7	365598.8164	14	
Q9VZ64	Probable 6-phosphogluconolactonase	45.68	10	23	10	717086.683	22	
Q9VZA4	Band 7 protein CG42540	10.69	5	8	0	65691.8956	7	
Q9VZD5	Small ribosomal subunit protein bS6m	19.05	3	4	0	55277.0469	4	
Q9VZD8	THUMP domain-containing protein 1 homolog	12.35	4	4	4	14157.0149	4	
Q9VZI3	Unc-112-related protein	4.66	4	4	3	14376.869799999999	2	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	3.25	1	1	1	6596.9497	1	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	1.65	1	1	1	19674.328	1	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	4	0	25054.621900000002	3	
Q9VZS3	Eukaryotic translation initiation factor eIF1	50.0	6	9	6	696180.4013	8	
Q9VZS5	Large ribosomal subunit protein eL28	50.0	10	21	0	890793.376	18	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	62.26	15	65	15	2345298.24446	52	
Q9VZX9	Adenosylhomocysteinase-like 1	17.08	7	13	6	361597.2899	13	
Q9W021	Large ribosomal subunit protein uL23m	16.67	3	3	0	18255.484	2	
Q9W032	Protein ecdysoneless	1.9	1	1	1	9343.279	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	49.03	19	52	0	1689954.01664	49	
Q9W074	Protein HBS1	3.28	2	2	2	12672.935300000001	2	
Q9W0A0	Protein draper	4.95	4	5	0	32569.0187	3	
Q9W0C1	Neuronal synaptobrevin	43.72	5	57	5	3403373.63988	49	
Q9W0C7	Protein OPI10 homolog	6.6	1	1	1	3198.0996	1	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	3.28	2	3	0	54591.5374	3	
Q9W0H3	Lipid droplet-associated hydrolase	23.13	7	10	7	152192.371	9	
Q9W0P5	UDP-glucose 4-epimerase	25.71	11	12	0	651764.493	11	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	12.53	11	13	11	261103.23440000002	13	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	20	2	200345.0159	17	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	10.19	2	2	0	14992.0512	2	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	780.77606	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	42	6	2060729.3858999999	36	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	17.55	6	9	6	200436.31947	9	
Q9W1A4	Protein tamozhennic	2.51	2	2	0	11975.334	2	
Q9W1C9	Ejaculatory bulb-specific protein 3	42.86	8	79	0	9086187.3595	70	
Q9W1G0	Probable transaldolase	44.71	16	52	16	2779014.1327299997	44	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	7.14	2	2	2	67001.993	2	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	4	0	36662.8575	3	
Q9W1K5	Sestrin homolog	1.41	1	1	0	19788.904	1	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	6.69	2	3	2	26860.049700000003	3	
Q9W1X4	Nuclear pore complex protein Nup214	2.92	5	5	5	89501.9228	5	
Q9W1X8	Probable GDP-L-fucose synthase	22.74	6	6	6	84407.1954	5	
Q9W1X9	OCIA domain-containing protein 1	21.79	5	8	0	100529.7217	6	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	33.5	6	9	6	276283.577	9	
Q9W237	Small ribosomal subunit protein uS9	69.59	14	59	0	2253656.4312	50	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	9.91	5	6	5	112553.7357	6	
Q9W266	Protein windpipe	8.12	5	11	5	326717.8244	11	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	13	5	513003.60380000004	12	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	32.43	6	10	6	172965.2188	9	
Q9W2E7	Protein Rae1	29.48	9	14	9	493657.4315	12	
Q9W2M2	Trehalase	33.56	19	38	0	905759.8402	33	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	5	3	100534.475	5	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	0.88	1	1	1	11081.915	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	8.54	5	5	0	51617.8736	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	24.78	5	5	5	181618.72706	5	
Q9W303	Chitinase-like protein Idgf4	54.52	23	99	0	3628147.35887	71	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	19	0	489362.52493	13	
Q9W358	Chaperone Ric-8	12.22	7	7	0	79013.3587	7	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	52.97	19	85	19	5683046.3111000005	80	
Q9W379	Zinc finger protein ZPR1	15.97	6	7	6	82371.799	6	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	6	2	297802.61	5	
Q9W385	Frataxin homolog, mitochondrial	10.53	2	4	2	146115.763	4	
Q9W3C7	Palmitoyl-protein thioesterase 1	11.46	4	4	0	80048.59	4	
Q9W3E2	Protein PIP82	19.58	20	31	20	193022.71208	24	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	7.43	4	5	4	69156.9384	5	
Q9W3K5	Glutamate--cysteine ligase	4.74	4	4	0	61087.859	4	
Q9W3N6	General vesicular transport factor p115	9.93	6	6	6	80698.6856	5	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	3	2	192841.201	3	
Q9W3W8	Large ribosomal subunit protein uL22	20.97	4	7	0	68229.5247	4	
Q9W3Y0	Zinc finger protein 593 homolog	8.64	1	1	1	1855.4303	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.66	2	2	2	4943.8545	1	
Q9W3Z3	Alanine--glyoxylate aminotransferase	1.78	1	1	1	4760.2036	1	
Q9W401	Probable citrate synthase, mitochondrial	55.17	23	206	23	15590893.11227	169	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	20.52	7	10	7	306449.89755	7	
Q9W436	Neprilysin-1	2.59	2	2	2	11377.993	2	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	6	3	162985.181	5	
Q9W4D2	RNA-binding protein 4F	1.59	1	1	0	36096.54	1	
Q9W4K2	Uncharacterized protein CG3556	7.9	5	11	0	91370.64944	11	
Q9W4P5	V-type proton ATPase subunit d 1	21.43	7	14	7	482609.7788	14	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.67	11	14	0	169964.1081	13	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	25.0	9	14	0	305342.032	14	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	28.62	9	19	8	503120.94481	15	
Q9W552	Vacuolar protein sorting-associated protein 26	19.04	5	8	5	82139.74160000001	5	
Q9W596	Microtubule-associated protein futsch	23.75	79	122	0	1486430.56691	111	
Q9W5E1	RING-box protein 1A	7.41	1	1	0	29641.646	1	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	36.47	10	17	0	428150.2499	16	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	10	0	402414.8213	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	27.46	3	4	3	46160.9164	3	
Q9W5R8	Large ribosomal subunit protein uL18	20.74	8	10	0	470722.2325	10	
Q9W5Y0	Neprilysin-3	5.22	4	4	4	44047.81328	4	
Q9XTL9	Glycogen phosphorylase	33.29	31	64	0	806485.82632	56	
Q9XTM1	Exocyst complex component 5	1.13	1	1	1	4042.375	1	
Q9XTN2	Insulin receptor substrate 1	2.17	2	2	0	7411.8643	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	11	2	462245.55195	10	
Q9XYM0	Adapter molecule Crk	31.37	9	30	0	887965.8232699999	30	
Q9XYZ5	DNA damage-binding protein 1	6.84	7	7	7	84008.22476000001	7	
Q9XZ58	COP9 signalosome complex subunit 5	22.32	6	10	1	188936.3795	10	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	27.17	8	17	8	430070.5645	16	
Q9XZH6	V-type proton ATPase subunit G	27.35	3	14	0	1100789.9103	14	
Q9XZJ4	Proteasome subunit alpha type-6	45.49	11	36	0	1281560.4674	34	
Q9XZL8	Protein sarah	32.53	7	14	0	208177.4904	12	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	4.29	2	2	0	8124.044400000001	2	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	18.4	5	6	0	56533.43827	5	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	50.43	5	5	5	49343.759600000005	4	
Q9Y0Y2	Adenylosuccinate synthetase	22.82	9	16	9	585055.4672000001	16	
Q9Y105	Probable glutamine--tRNA ligase	1.93	2	3	2	51229.9812	3	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	80.68	7	23	0	918000.8083	23	
X2JAU8	Protein nervous wreck	28.19	30	88	30	2777121.15751	78	
A0A021WW32	Verthandi, isoform B	3.48	2	2	0	15217.317	1	
A0A023GPM5	Diacylglycerol kinase	7.57	6	8	0	64051.1135	8	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	7.45	3	3	0	35950.070999999996	2	
A0A0B4JCR9	Uncharacterized protein, isoform D	3.12	1	1	0	308.14777	1	
A0A0B4JCT7	Jabba, isoform F	17.5	8	13	0	194418.0159	12	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	62.97	24	141	0	898165.5944000001	6	
A0A0B4JCX2	RIM-binding protein, isoform G	4.02	6	6	0	80827.7193	6	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	3.0	2	2	0	1701.1876	1	
A0A0B4JCY6	Cheerio, isoform I	35.09	66	105	0	3625631.62379	101	
A0A0B4JCZ0	Oxysterol-binding protein	2.93	3	3	0	11170.586	2	
A0A0B4JD57	Zipper, isoform F	5.41	10	12	0	2660.514	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	11.5	15	15	0	184248.7255	13	
A0A0B4K615	Smallish, isoform O	8.11	10	13	0	82366.38268	9	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	4.94	4	4	0	34661.9208	4	
A0A0B4K620	Oxidation resistance protein 1	13.32	16	21	0	310021.11783	20	
A0A0B4K661	Tropomyosin 1, isoform Q	78.4	35	201	0	6277216.24959	160	
A0A0B4K663	Non-specific lethal 1, isoform N	1.98	2	3	0	12867.5301	2	
A0A0B4K6C8	Uncharacterized protein, isoform G	1.71	2	3	0	13707.7022	2	
A0A0B4K6I1	Scribble, isoform N	10.69	22	27	0	343608.8386	24	
A0A0B4K6K8	Musashi, isoform D	5.62	3	4	0	180053.854	4	
A0A0B4K6P4	Hephaestus, isoform W	3.0	3	3	0	83533.115	3	
A0A0B4K6Z2	Dystrobrevin	10.34	6	8	0	70513.9254	8	
A0A0B4K709	Uncharacterized protein, isoform E	6.62	4	4	0	34398.52058	4	
A0A0B4K716	Diacylglycerol kinase	4.67	7	7	0	164387.31637	7	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	6258.287600000001	3	
A0A0B4K774	Abelson interacting protein, isoform D	23.27	9	12	0	122998.32310000001	10	
A0A0B4K7A5	Hu li tai shao, isoform Q	67.39	41	134	1	5903568.0327	116	
A0A0B4K7B0	Smooth, isoform O	14.37	6	10	0	145038.585	7	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	7.22	6	7	0	86868.9025	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	7.76	3	3	0	26323.9396	3	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.98	4	4	0	30657.433	4	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	4.47	4	4	0	8640.3496	2	
A0A0B4K7H3	Eucalyptus, isoform B	54.46	6	49	1	2227214.003	46	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.33	5	5	0	49297.3394	3	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	0.86	2	2	0	574.1001	1	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.64	24	57	0	1087158.28036	53	
A0A0B4K7V8	Bruchpilot, isoform K	52.37	92	259	1	6742.6899	2	
A0A0B4K7X5	glycogenin glucosyltransferase	14.86	7	30	0	491317.7981	23	
A0A0B4K885	Kenny, isoform B	4.63	2	2	0	29844.703	2	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	11.35	5	7	0	32485.334	6	
A0A0B4KEE1	Aldehyde dehydrogenase	27.57	14	19	0	562133.85974	17	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	20.05	31	70	0	332616.0661	12	
A0A0B4KEH7	CAP, isoform Y	13.91	30	46	0	713483.13656	43	
A0A0B4KEI5	Serrate RNA effector molecule homolog	11.12	11	11	0	58557.9313	10	
A0A0B4KEJ7	Coronin	12.71	7	7	0	109697.6424	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	3.85	4	4	0	14428.291000000001	3	
A0A0B4KEW6	Amphiphysin, isoform B	51.59	24	73	1	15912.3037	5	
A0A0B4KEX6	Jitterbug, isoform M	6.16	17	19	0	248227.4797	17	
A0A0B4KF06	Valine--tRNA ligase	1.04	1	1	0	15168.038	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	6.3	2	2	0	47514.33	2	
A0A0B4KF34	Uncharacterized protein, isoform D	4.31	2	3	0	7354.3117999999995	2	
A0A0B4KF46	E1 ubiquitin-activating enzyme	16.87	17	25	0	448238.5173	25	
A0A0B4KF84	Stretchin-Mlck, isoform S	2.13	3	3	0	759.42725	1	
A0A0B4KFA6	alpha-glucosidase	34.04	16	46	0	1424635.48827	44	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.99	4	4	0	7867.3567	2	
A0A0B4KFE2	Like-AP180, isoform I	30.03	21	90	0	3626879.8270900003	78	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	9.34	7	10	0	45196.75153	10	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	52.81	15	24	1	655937.873	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	16.1	8	15	0	525017.9763	10	
A0A0B4KFK4	Uncharacterized protein, isoform E	3.85	2	2	0	147769.824	2	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	9.8	2	2	0	4522.7676	1	
A0A0B4KFT3	Protein kinase C	11.34	9	10	0	89116.7178	8	
A0A0B4KFT9	Quaking related 54B, isoform E	9.56	6	7	0	66100.2374	7	
A0A0B4KFX8	Flapper, isoform C	3.24	2	2	0	995.92926	1	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	4.45	1	1	0	680.43555	1	
A0A0B4KG94	Uncharacterized protein, isoform B	10.6	5	5	0	123868.484	5	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	2.38	1	1	0	2285.5718	1	
A0A0B4KGE5	Bonus, isoform C	6.21	7	7	0	69332.4482	7	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	2	0	2872.3689999999997	2	
A0A0B4KGF5	Uncharacterized protein, isoform C	12.0	7	7	0	69723.1748	7	
A0A0B4KGF7	beta-mannosidase	1.66	2	2	0	14712.979	2	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	17	0	237372.8744	15	
A0A0B4KGI5	Carboxylic ester hydrolase	18.08	10	26	0	944103.3572	21	
A0A0B4KGK8	Syncrip, isoform R	30.58	17	32	0	816434.6937	28	
A0A0B4KGM5	Uncharacterized protein, isoform B	1.13	1	1	0	448.44208	1	
A0A0B4KGP4	Beaten path IV, isoform B	4.04	2	2	0	8480.3234	2	
A0A0B4KGS4	non-specific serine/threonine protein kinase	3.77	2	2	0	18462.3638	2	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	25.41	18	24	1	565108.3097	22	
A0A0B4KGW3	Uncharacterized protein, isoform B	3.49	2	2	0	10345.611799999999	2	
A0A0B4KH03	Tetraspanin	15.85	5	8	1	62377.8034	7	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	2	0	11699.277	2	
A0A0B4KH34	Annexin	55.56	21	164	3	12411710.58314	148	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	2.09	2	2	0	5962.904	1	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	1.2	1	1	0	5557.915	1	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	39.39	11	19	0	346146.3687	17	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	18.72	12	21	0	255018.2292	16	
A0A0B4KHF0	Ferritin	75.42	20	121	1	16775969.16416	92	
A0A0B4KHJ9	Tropomyosin 2, isoform E	72.54	30	248	4	21076107.63826	216	
A0A0B4KHL4	non-specific serine/threonine protein kinase	15.08	8	8	1	251387.91746	7	
A0A0B4KHN1	Cheerio, isoform O	31.04	67	106	0	7982.2925	1	
A0A0B4KHN3	Scribble, isoform S	6.19	9	12	0	15270.605500000001	2	
A0A0B4KHP4	Couch potato, isoform P	5.11	4	8	0	166131.2475	8	
A0A0B4KHS1	Crumbs, isoform D	8.35	15	25	0	421006.22916	22	
A0A0B4KHT5	Syncrip, isoform J	25.36	19	34	0	134712.97	2	
A0A0B4KHT8	Julius seizure, isoform E	11.46	5	7	0	61151.7255	7	
A0A0B4KHW3	Aralar1, isoform F	7.49	5	6	1	48393.0201	6	
A0A0B4KHW7	Uncharacterized protein, isoform P	16.01	4	6	0	107175.3135	6	
A0A0B4KHZ0	Without children, isoform E	0.76	1	1	0	5939.595	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	50.86	17	48	1	1408541.3643	42	
A0A0B4KI23	Uncharacterized protein	27.64	4	24	4	1386573.2085	22	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	13.16	3	3	0	111430.038	3	
A0A0B4LEH1	Sticks and stones, isoform C	1.07	2	2	0	35644.115999999995	2	
A0A0B4LEW1	Bloated, isoform E	1.91	2	2	0	12548.352	2	
A0A0B4LEY1	Protein transport protein Sec31A	2.3	2	2	0	6083.4594	2	
A0A0B4LF49	Menage a trois, isoform D	30.04	14	26	0	722064.4204000001	24	
A0A0B4LF88	Tripeptidyl-peptidase 2	18.33	22	31	0	588336.2811	31	
A0A0B4LF95	glutaminase	11.14	7	11	0	122110.459	9	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	46.93	16	27	2	503474.37318	24	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	20.32	21	23	0	363869.35543	21	
A0A0B4LFE1	Uncharacterized protein, isoform B	18.1	4	6	0	51118.251000000004	5	
A0A0B4LFH2	Caspar, isoform C	2.9	2	2	0	933.4794	1	
A0A0B4LFL6	Double hit, isoform C	5.17	2	3	0	15474.949	1	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	3.79	2	2	0	15025.561699999998	2	
A0A0B4LFU6	Beta-glucuronidase	1.77	1	1	0	2632.1106	1	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	28.24	4	6	0	171050.393	6	
A0A0B4LG34	Liprin-gamma, isoform E	1.48	2	2	0	23618.505	2	
A0A0B4LG88	Quaking related 58E-1, isoform D	19.0	8	13	0	185712.19759999998	13	
A0A0B4LG95	Lethal (2) k09913, isoform F	2.84	1	2	0	16661.542699999998	2	
A0A0B4LGB0	Gp150, isoform E	10.25	12	14	0	197348.395	13	
A0A0B4LGB7	Calcium-transporting ATPase	29.73	28	50	0	2117372.2865	46	
A0A0B4LGD3	Kazachoc, isoform G	8.26	10	12	0	256916.8751	11	
A0A0B4LGH8	Oxysterol-binding protein	1.97	1	1	0	13858.987	1	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	39.27	13	28	1	599521.93505	19	
A0A0B4LGM0	Prominin, isoform E	4.6	5	6	0	36253.1797	5	
A0A0B4LGQ1	Superoxide dismutase	53.92	11	55	0	2562314.0077	53	
A0A0B4LGT9	Uncharacterized protein, isoform B	4.92	1	1	0	1683.1136	1	
A0A0B4LGV6	Insulator binding factor 1, isoform B	39.66	7	8	0	124930.7017	8	
A0A0B4LGY1	Uncoordinated 115a, isoform G	27.05	18	39	0	1001326.3544	36	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	74.93	20	140	0	81919.096	4	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	14.24	5	6	0	68588.12526	6	
A0A0B4LHH8	Argus, isoform C	0.63	1	1	0	4754.0693	1	
A0A0B4LHL1	Uncharacterized protein, isoform C	3.6	2	3	0	37092.813500000004	3	
A0A0B4LHR8	Uncharacterized protein, isoform G	14.03	9	9	0	84328.2016	8	
A0A0B4LHS0	Lnk, isoform E	2.45	2	2	0	23179.316	2	
A0A0B4LI09	Uncharacterized protein, isoform C	7.23	3	3	0	62657.257	3	
A0A0B4LIA3	non-specific serine/threonine protein kinase	4.72	3	3	0	35133.248999999996	3	
A0A0B4LIC4	Uncharacterized protein, isoform C	2.27	2	2	0	4245.0931	2	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	20.47	10	17	0	145705.31826	14	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	8.52	2	3	0	25264.753699999997	3	
