Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M1	Abundances Count: F5: 127N, Sample, n/a, SFug_M1	Modifications
Q9VUY9	Phosphoglucomutase 1	30.36	18	47	18	268329.52025	31	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	5.76	1	1	1	4027.5972	1	
Q9VV36	Retinin	31.94	8	155	8	1508660.08466	78	
Q9VV43	Tubulin polymerization-promoting protein homolog	53.12	9	54	0	396224.74097	37	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	22.91	12	33	12	273996.62767	28	
Q9VV74	Survival motor neuron protein	11.95	3	4	3	7456.186460000001	4	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	5	0	10647.07083	4	
Q9VVA6	Nuclear migration protein nudC	27.41	10	34	10	293128.99616	28	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	10.99	6	10	6	16357.77324	6	
Q9VVE2	Protein rogdi	26.49	7	15	7	131911.0986	10	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	12.2	4	7	0	24254.95688	6	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	12.69	4	6	0	4827.71631	4	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	49.18	5	14	5	435400.6155	10	
Q9VVI2	Enhancer of mRNA-decapping protein 3	8.24	6	7	6	10395.95003	5	
Q9VVI9	Charged multivesicular body protein 5	52.65	10	29	0	223963.38943	19	
Q9VVN2	Small ribosomal subunit protein mS26	17.78	4	6	4	10210.2233	2	
Q9VVU5	COP9 signalosome complex subunit 1b	5.71	3	5	3	32132.4438	3	
Q9VVW3	Sideroflexin-2	10.7	4	10	4	17802.71496	6	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	16.0	4	8	4	15120.33374	6	
Q9VVY3	Glycogen-binding subunit 76A	6.17	4	8	0	6158.02506	6	
Q9VW12	UPF0389 protein CG9231	41.6	5	24	0	187701.68758	14	
Q9VW14	rRNA methyltransferase 3, mitochondrial	18.18	7	11	7	16091.81162	6	
Q9VW26	Ornithine aminotransferase, mitochondrial	18.1	8	17	8	83417.85647999999	12	
Q9VW56	Probable prefoldin subunit 6	44.8	6	30	0	153343.11712	20	
Q9VWA1	Clathrin light chain	41.55	12	58	0	1020206.27151	50	
Q9VWA8	Protein FRG1 homolog	11.07	4	7	4	22077.045	6	
Q9VWB1	DCN1-like protein 4	8.87	2	3	1	13775.708499999999	3	
Q9VWE0	Cytokine receptor	0.78	1	2	1	923.60603	2	
Q9VWG3	Small ribosomal subunit protein eS10B	28.12	7	15	0	82309.70716	14	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	69.23	29	196	28	7948095.9877	155	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	57.38	7	25	7	373936.6482	16	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	17.32	9	22	0	46985.60577	17	
Q9VWP4	Sulfite oxidase, mitochondrial	8.55	5	7	5	8226.6201	3	
Q9VWU1	Serine protease persephone	8.88	4	6	4	29284.98485	5	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	10.75	3	3	3	4475.61684	2	
Q9VWW0	Cyclic AMP response element-binding protein B	6.41	3	4	0	10029.7285	3	
Q9VWX8	Frequenin-2	37.43	8	52	3	636529.09979	35	
Q9VWY6	Transcription initiation factor TFIID subunit 8	6.1	2	4	2	5176.211	2	
Q9VX10	Sulfiredoxin	11.73	2	4	0	4289.1703	2	
Q9VX98	Density-regulated protein homolog	29.63	4	17	4	212125.95599	16	
Q9VXB0	NECAP-like protein CG9132	44.72	9	39	3	396277.01519	34	
Q9VXB5	Large ribosomal subunit protein uL22m	12.88	3	3	3	21593.0357	2	
Q9VXE0	Probable small nuclear ribonucleoprotein G	59.21	4	9	4	100233.8142	9	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.76	4	9	4	14034.24832	4	
Q9VXE6	Nuclear pore complex protein Nup153	1.91	3	4	0	5815.4247	2	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	39.9	18	82	0	480567.01254	63	
Q9VXG4	Annexin B11	23.68	14	41	14	274458.03463	33	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	21.07	11	19	0	111139.83122	16	
Q9VXK0	Protein NipSnap	9.89	3	16	0	88114.1039	12	
Q9VXK6	Eukaryotic translation initiation factor 5	18.32	10	21	9	42969.84289	10	
Q9VXN2	Protein stunted	81.97	6	16	6	235584.07945	9	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	12.63	9	10	9	26147.98267	7	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	18.22	3	5	3	38823.159100000004	4	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	9	0	65686.69114000001	6	
Q9VXY0	Probable cytochrome P450 4s3	2.83	2	4	2	403.4888	1	
Q9VXY7	Lipid storage droplets surface-binding protein 2	35.8	10	28	0	249706.74878999998	18	
Q9VY28	Small ribosomal subunit protein mS25	23.95	4	7	4	15464.40964	5	
Q9VY77	LIM domain-containing protein jub	4.67	3	6	0	2879.7832	4	
Q9VY78	Chloride intracellular channel Clic	38.46	8	8	8	79138.02690000001	7	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	7.05	2	3	0	16377.41584	3	
Q9VYB7	Protein-tyrosine sulfotransferase	1.6	1	2	0	2451.30546	2	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	55.79	4	9	0	245920.68899999998	7	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	9.97	3	4	0	7643.627399999999	2	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	1.78	1	2	0	4150.9471	2	
Q9VYG2	Brahma-associated protein of 60 kDa	11.26	6	7	6	8794.9415	4	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	44598.89863	11	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	2	0	15093.830300000001	2	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	3.99	5	7	0	4271.076279999999	3	
Q9VYR0	LSM12 homolog A	14.29	3	8	3	25476.7468	6	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	9.88	4	5	4	16407.6738	5	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	47.84	17	42	17	406401.60114	33	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.61	3	3	0	12097.8628	3	
Q9VYX1	Enhancer of yellow 2 transcription factor	23.76	2	2	2	23242.621	1	
Q9VYY2	Signal peptidase complex subunit 2	33.67	8	20	0	141788.37132	17	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.52	9	15	9	60082.2679	10	
Q9VZ23	GTP-binding nuclear protein Ran	51.85	11	32	0	483447.68994	27	
Q9VZ35	Protein Vago	5.0	1	1	1	339.33185	1	
Q9VZ40	Uncharacterized protein CG1552	3.8	1	5	0	16172.06334	4	
Q9VZ49	Endoribonuclease Arlr	16.72	10	23	10	267243.15044	22	
Q9VZ64	Probable 6-phosphogluconolactonase	32.1	7	18	7	175935.96007	16	
Q9VZA4	Band 7 protein CG42540	12.08	6	14	0	38447.242	8	
Q9VZD5	Small ribosomal subunit protein bS6m	10.2	2	4	0	14148.1876	4	
Q9VZD8	THUMP domain-containing protein 1 homolog	8.64	4	6	4	3585.8061	2	
Q9VZE7	Choline transporter-like 1	3.76	2	3	0	780.6354	1	
Q9VZI3	Unc-112-related protein	3.39	3	3	2	11652.2398	2	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	6.21	2	4	2	6936.46885	4	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	5.77	2	3	2	7050.25033	3	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	10.83	1	3	0	51266.11016	3	
Q9VZS3	Eukaryotic translation initiation factor eIF1	59.09	5	12	5	93160.5104	10	
Q9VZS5	Large ribosomal subunit protein eL28	45.14	8	37	0	172588.22018	27	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	47.55	12	78	12	1359118.94604	65	
Q9VZX9	Adenosylhomocysteinase-like 1	21.69	11	18	10	144363.4846	16	
Q9W021	Large ribosomal subunit protein uL23m	9.33	2	4	0	16703.794	2	
Q9W032	Protein ecdysoneless	5.12	4	4	4	419.7147	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	40.89	16	58	1	508092.54790999996	44	
Q9W074	Protein HBS1	4.33	3	4	3	3181.79934	4	
Q9W0A0	Protein draper	9.6	8	20	0	25719.773699999998	8	
Q9W0C1	Neuronal synaptobrevin	43.17	4	30	4	760037.75954	28	
Q9W0C7	Protein OPI10 homolog	6.6	1	2	1	6241.220799999999	2	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	11.13	7	10	3	12395.64669	8	
Q9W0H3	Lipid droplet-associated hydrolase	11.4	4	10	4	31618.99013	8	
Q9W0K4	Protein bric-a-brac 2	2.53	2	2	0	613.6882	1	
Q9W0P5	UDP-glucose 4-epimerase	19.43	8	15	0	188855.61853	11	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	14.25	13	21	13	50836.6874	18	
Q9W0Y1	Troponin C-akin-1 protein	26.95	5	16	3	90615.163	11	
Q9W0Y6	Transient receptor potential cation channel protein painless	2.85	3	4	2	650.77625	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	63	6	1232182.75916	48	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	9	5	43067.36348	7	
Q9W1A4	Protein tamozhennic	5.52	2	2	0	472.99478	1	
Q9W1C9	Ejaculatory bulb-specific protein 3	58.73	13	119	0	9068361.017070001	87	
Q9W1G0	Probable transaldolase	48.04	12	51	12	977336.387	43	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	15.31	3	3	3	19011.8564	3	
Q9W1K0	Transmembrane protein 14 homolog	28.57	3	8	0	32667.846299999997	5	
Q9W1K5	Sestrin homolog	6.84	4	7	0	14843.002400000001	5	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	12.79	6	9	6	36701.604849999996	7	
Q9W1X4	Nuclear pore complex protein Nup214	2.75	5	6	5	6901.1785199999995	3	
Q9W1X8	Probable GDP-L-fucose synthase	12.77	5	11	5	45844.12072	11	
Q9W1X9	OCIA domain-containing protein 1	33.07	7	9	0	21634.49554	9	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	24.63	4	12	4	74971.27201	11	
Q9W237	Small ribosomal subunit protein uS9	66.89	13	65	0	1136527.2954799999	52	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	10.34	6	9	6	39962.70326	8	
Q9W266	Protein windpipe	20.68	10	31	10	105896.83353	22	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	22	5	301862.35387	20	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	28.38	5	8	5	29584.737	5	
Q9W2E7	Protein Rae1	11.56	4	11	4	249229.84898	10	
Q9W2M2	Trehalase	29.36	16	47	0	310122.25894	39	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	3	3	15595.693800000001	2	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	3.03	3	3	3	822.4564	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	15.6	9	17	1	24800.97722	8	
Q9W2Y3	NAD(P)H-hydrate epimerase	7.83	2	6	2	11655.098699999999	6	
Q9W303	Chitinase-like protein Idgf4	64.25	25	96	0	1442026.24033	66	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	26	0	347719.35037	22	
Q9W358	Chaperone Ric-8	10.65	7	8	0	4739.4445	5	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	50.65	20	79	20	1258852.26371	65	
Q9W379	Zinc finger protein ZPR1	12.91	6	9	6	18772.13875	8	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	12	2	210812.1708	9	
Q9W385	Frataxin homolog, mitochondrial	10.0	2	6	2	32713.212549999997	6	
Q9W3C7	Palmitoyl-protein thioesterase 1	12.42	4	7	0	9444.9182	4	
Q9W3E2	Protein PIP82	19.83	23	56	23	47984.92277	28	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	14.86	8	17	8	25300.54045	12	
Q9W3K5	Glutamate--cysteine ligase	4.88	4	7	0	13081.363609999999	6	
Q9W3N6	General vesicular transport factor p115	8.37	7	9	7	31631.01075	7	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	6	2	64948.38948	6	
Q9W3W8	Large ribosomal subunit protein uL22	14.52	3	5	0	77977.6892	5	
Q9W3Y0	Zinc finger protein 593 homolog	11.11	1	1	1	2155.8882	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.35	3	3	3	6653.003	1	
Q9W401	Probable citrate synthase, mitochondrial	55.39	30	238	30	8116858.21711	164	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	14.86	4	5	4	12519.85196	3	
Q9W436	Neprilysin-1	4.24	4	4	4	9333.9491	4	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	9	3	24227.2033	6	
Q9W4K2	Uncharacterized protein CG3556	6.72	4	17	0	52686.7117	10	
Q9W4P5	V-type proton ATPase subunit d 1	36.86	10	24	10	622597.87456	23	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.34	12	23	0	77669.43953	16	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	12.38	5	7	0	28536.171599999998	7	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	18.59	7	21	7	121068.61664	16	
Q9W552	Vacuolar protein sorting-associated protein 26	5.44	3	5	3	45183.8878	4	
Q9W596	Microtubule-associated protein futsch	26.66	89	189	0	656102.56783	145	
Q9W5E1	RING-box protein 1A	7.41	1	2	0	12354.3326	2	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	32.71	9	25	0	66078.84419	22	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	12	0	100159.9559	7	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	13.38	3	4	3	3654.03643	2	
Q9W5R8	Large ribosomal subunit protein uL18	33.78	8	14	0	105380.9186	12	
Q9W5Y0	Neprilysin-3	2.04	2	3	2	1349.19942	2	
Q9XTL9	Glycogen phosphorylase	31.87	30	75	0	252900.9247	48	
Q9XTM1	Exocyst complex component 5	2.96	3	3	3	25816.5956	2	
Q9XTN2	Insulin receptor substrate 1	1.96	2	4	0	680.8011	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	4	2	288899.993	3	
Q9XYM0	Adapter molecule Crk	49.45	11	28	0	252751.62256	26	
Q9XYZ5	DNA damage-binding protein 1	3.95	5	8	5	35884.73446	7	
Q9XZ14	Protein gone early	4.44	4	4	1	4377.9307	1	
Q9XZ58	COP9 signalosome complex subunit 5	10.4	4	7	1	36341.45198	6	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	34.68	7	22	7	174713.1977	20	
Q9XZH6	V-type proton ATPase subunit G	31.62	5	27	0	161449.08871	21	
Q9XZJ4	Proteasome subunit alpha type-6	44.26	13	36	0	174396.809	30	
Q9XZL8	Protein sarah	34.25	7	12	0	60280.4925	8	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	3.73	2	2	0	1668.9734	1	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	11.79	3	6	0	1618.37074	3	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	32.48	4	6	4	13495.7779	4	
Q9Y0Y2	Adenylosuccinate synthetase	32.44	11	27	11	464568.64916000003	23	
Q9Y105	Probable glutamine--tRNA ligase	3.6	3	3	3	131343.8104	3	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	63.64	6	18	0	782768.6014	17	
X2JAU8	Protein nervous wreck	29.3	30	114	30	1076734.4969300001	96	
A0A023GPM5	Diacylglycerol kinase	7.87	8	12	0	5827.679609999999	4	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	5.03	3	3	0	14057.98427	3	
A0A0B4JCT7	Jabba, isoform F	19.37	11	28	0	81895.11905	18	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.86	25	140	0	84089.6673	6	
A0A0B4JCX2	RIM-binding protein, isoform G	5.01	9	16	0	27313.714920000002	8	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	8.07	5	5	0	1502.4152	2	
A0A0B4JCY6	Cheerio, isoform I	31.43	63	129	0	1463164.51057	111	
A0A0B4JCZ0	Oxysterol-binding protein	4.44	5	8	0	3190.16107	3	
A0A0B4JD18	Related to the N terminus of tre oncogene, isoform E	7.48	4	6	0	13156.93027	5	
A0A0B4JD57	Zipper, isoform F	9.7	20	33	0	960.8925	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	12.56	17	31	0	77402.56784	23	
A0A0B4K615	Smallish, isoform O	8.18	11	16	0	29148.21398	10	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	8.5	6	10	0	13127.54358	8	
A0A0B4K620	Oxidation resistance protein 1	13.76	18	38	0	174748.04013	33	
A0A0B4K661	Tropomyosin 1, isoform Q	75.2	34	259	0	2824586.04343	148	
A0A0B4K663	Non-specific lethal 1, isoform N	4.02	5	8	0	12576.88428	5	
A0A0B4K6C8	Uncharacterized protein, isoform G	5.14	6	7	0	18014.4684	4	
A0A0B4K6I1	Scribble, isoform N	9.51	23	39	0	137619.90634	31	
A0A0B4K6K8	Musashi, isoform D	12.73	5	9	0	32351.616540000003	6	
A0A0B4K6P4	Hephaestus, isoform W	2.88	3	5	0	14012.14727	5	
A0A0B4K6Z2	Dystrobrevin	11.84	8	16	0	47932.34475	10	
A0A0B4K709	Uncharacterized protein, isoform E	2.78	2	3	0	403.38138	1	
A0A0B4K716	Diacylglycerol kinase	5.54	9	14	0	51793.39754	11	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	2316.7668	1	
A0A0B4K774	Abelson interacting protein, isoform D	15.72	8	16	0	45997.764	11	
A0A0B4K775	Golgin 97, isoform B	5.14	3	4	0	2981.3621000000003	2	
A0A0B4K7A5	Hu li tai shao, isoform Q	53.59	36	151	0	2398070.40898	124	
A0A0B4K7B0	Smooth, isoform O	19.03	8	23	0	110247.3229	20	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	3.86	4	6	0	11816.5075	4	
A0A0B4K7D8	Uncharacterized protein, isoform B	4.31	2	3	0	15074.4352	2	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.72	4	7	0	8508.379959999998	3	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	3.29	3	3	0	3041.3657	1	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	43	2	1396930.7371	38	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.62	5	6	0	26972.245	5	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	8.12	19	54	0	363149.88234999997	44	
A0A0B4K7V8	Bruchpilot, isoform K	51.55	104	349	1	4076.97224	5	
A0A0B4K7X5	glycogenin glucosyltransferase	13.58	7	31	0	91651.38863	23	
A0A0B4K885	Kenny, isoform B	17.48	7	9	2	16832.1134	6	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	16.15	8	14	0	15151.30109	8	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	4	0	8941.19763	3	
A0A0B4KEE1	Aldehyde dehydrogenase	23.34	11	18	0	88057.66158	14	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	12.46	23	62	0	84467.9517	9	
A0A0B4KEH7	CAP, isoform Y	12.79	32	56	0	127666.66618	41	
A0A0B4KEI5	Serrate RNA effector molecule homolog	8.34	9	11	1	9613.8983	5	
A0A0B4KEJ7	Coronin	17.01	9	17	0	60761.87822	13	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.5	5	7	0	11568.2084	4	
A0A0B4KEP4	Myocyte enhancer factor 2, isoform G	2.35	1	1	0	682.91437	1	
A0A0B4KER0	Relative of woc, isoform C	3.23	3	3	0	4335.69927	3	
A0A0B4KEW6	Amphiphysin, isoform B	47.41	25	90	1	14129.561	1	
A0A0B4KEX6	Jitterbug, isoform M	8.52	25	39	0	75725.94322	30	
A0A0B4KF06	Valine--tRNA ligase	1.52	2	2	0	2405.10507	2	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	10.63	3	4	0	6167.83504	2	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	5	8	0	5842.3379	2	
A0A0B4KF46	E1 ubiquitin-activating enzyme	8.93	10	20	0	64885.4896	13	
A0A0B4KF84	Stretchin-Mlck, isoform S	1.17	10	13	0	16245.34065	9	
A0A0B4KFA3	Uncharacterized protein, isoform F	3.66	5	6	0	2320.77	2	
A0A0B4KFA6	alpha-glucosidase	31.75	16	39	0	607224.57984	35	
A0A0B4KFD1	LDL receptor protein 1, isoform F	1.22	6	8	0	19019.8929	4	
A0A0B4KFE2	Like-AP180, isoform I	25.26	20	101	0	1773786.03343	72	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.91	10	15	0	12708.919259999999	8	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	22.44	9	22	1	107531.6925	19	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	13.88	7	20	0	208986.78573	14	
A0A0B4KFK4	Uncharacterized protein, isoform E	9.98	5	10	0	50390.69827	10	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	15.03	4	7	0	4758.5799	3	
A0A0B4KFT3	Protein kinase C	11.94	9	12	0	50394.17119	9	
A0A0B4KFT9	Quaking related 54B, isoform E	8.1	5	12	0	23599.12572	9	
A0A0B4KFX8	Flapper, isoform C	3.46	3	5	0	5653.66944	4	
A0A0B4KFZ2	Uncharacterized protein, isoform G	4.13	4	5	0	4265.560350000001	4	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	3.42	1	2	0	6203.9579	2	
A0A0B4KG94	Uncharacterized protein, isoform B	7.71	4	8	0	48495.2362	7	
A0A0B4KGE5	Bonus, isoform C	8.86	10	13	0	22416.15794	7	
A0A0B4KGF0	Protein kinase D, isoform H	18.87	3	3	0	5650.5775	3	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.33	5	7	0	25342.351329999998	7	
A0A0B4KGF7	beta-mannosidase	2.65	3	4	0	376.22702	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	22	0	139662.88718999998	18	
A0A0B4KGI5	Carboxylic ester hydrolase	13.05	8	25	0	558848.66726	18	
A0A0B4KGK8	Syncrip, isoform R	29.0	15	48	0	303637.15728	43	
A0A0B4KGP4	Beaten path IV, isoform B	1.57	1	2	0	461.38315	1	
A0A0B4KGQ4	Easter, isoform B	12.26	3	3	1	17661.18774	3	
A0A0B4KGS4	non-specific serine/threonine protein kinase	4.46	2	3	0	1907.7363	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	11.23	10	21	1	82201.04042	11	
A0A0B4KGW3	Uncharacterized protein, isoform B	1.68	1	1	0	384.17258	1	
A0A0B4KH03	Tetraspanin	20.77	6	13	1	13467.87534	8	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	3	0	4765.7981	2	
A0A0B4KH34	Annexin	67.9	22	147	2	3871424.13167	122	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.97	2	2	0	8776.84012	2	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	3.05	3	4	0	7305.1285	3	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	29.75	10	25	0	154964.25786	20	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	17.18	14	30	0	52111.7983	16	
A0A0B4KHE1	Uncharacterized protein, isoform B	10.93	4	7	0	27690.40406	5	
A0A0B4KHF0	Ferritin	77.97	20	130	1	4717516.95986	100	
A0A0B4KHJ9	Tropomyosin 2, isoform E	79.23	37	254	5	6266077.86279	188	
A0A0B4KHL4	non-specific serine/threonine protein kinase	11.92	7	10	1	73025.44128	7	
A0A0B4KHN1	Cheerio, isoform O	26.89	63	126	1	5724.8430499999995	2	
A0A0B4KHN3	Scribble, isoform S	10.17	18	29	2	12352.743	4	
A0A0B4KHP4	Couch potato, isoform P	4.28	3	13	0	58340.06532	12	
A0A0B4KHS1	Crumbs, isoform D	6.08	12	31	0	88860.38099	16	
A0A0B4KHT5	Syncrip, isoform J	20.89	15	48	0	76461.97506	4	
A0A0B4KHT8	Julius seizure, isoform E	5.14	3	7	0	11921.307700000001	6	
A0A0B4KHV1	Ecdysone-induced protein 93F, isoform C	6.14	4	4	0	11893.6961	2	
A0A0B4KHW3	Aralar1, isoform F	6.48	5	8	1	14713.94829	5	
A0A0B4KHW7	Uncharacterized protein, isoform P	2.81	1	1	0	578.8047	1	
A0A0B4KHZ0	Without children, isoform E	1.76	3	3	0	1780.6782	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	49.63	17	58	1	446657.38056	39	
A0A0B4KI23	Uncharacterized protein	28.46	5	32	5	558391.0118099999	26	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	3.95	1	1	0	6797.0405	1	
A0A0B4LEH1	Sticks and stones, isoform C	2.01	4	4	0	1636.0908	1	
A0A0B4LEW1	Bloated, isoform E	2.31	3	4	0	6174.716	1	
A0A0B4LEY1	Protein transport protein Sec31A	1.91	3	3	0	3166.8486000000003	2	
A0A0B4LF49	Menage a trois, isoform D	21.79	12	30	0	188516.17665	24	
A0A0B4LF88	Tripeptidyl-peptidase 2	20.51	30	47	0	156460.30683	31	
A0A0B4LF95	glutaminase	7.29	4	9	0	38146.9476	7	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	51.65	15	39	2	334233.09458	32	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.27	15	21	0	86259.11732	15	
A0A0B4LFE1	Uncharacterized protein, isoform B	18.1	4	9	0	20979.1761	5	
A0A0B4LFH2	Caspar, isoform C	5.51	4	6	0	8833.92251	3	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	3.16	2	2	0	1916.1688	1	
A0A0B4LFU6	Beta-glucuronidase	1.77	1	2	0	1418.246	1	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	21	0	79578.55547	15	
A0A0B4LG88	Quaking related 58E-1, isoform D	18.21	7	9	0	15238.316350000001	8	
A0A0B4LG95	Lethal (2) k09913, isoform F	4.9	2	4	0	18879.7997	3	
A0A0B4LGB0	Gp150, isoform E	10.44	13	14	0	23469.02726	7	
A0A0B4LGB7	Calcium-transporting ATPase	25.63	24	67	0	466435.72079	48	
A0A0B4LGD3	Kazachoc, isoform G	6.31	8	15	0	103914.46845	12	
A0A0B4LGH8	Oxysterol-binding protein	5.91	3	5	0	6008.3884	4	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	48.43	15	42	1	228791.4253	27	
A0A0B4LGM0	Prominin, isoform E	7.16	8	10	0	18274.78505	6	
A0A0B4LGQ1	Superoxide dismutase	38.25	9	60	0	1177258.55657	45	
A0A0B4LGT9	Uncharacterized protein, isoform B	2.65	1	2	0	4723.0254	1	
