Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 126, Sample, n/a, SFug_F3	Abundances Count: F8: 126, Sample, n/a, SFug_F3	Modifications
A0A0B4KF46	E1 ubiquitin-activating enzyme	19.64	18	23	0	496412.16434	21	
A0A0B4KF84	Stretchin-Mlck, isoform S	3.13	8	8	0	115172.2535	8	
A0A0B4KFA3	Uncharacterized protein, isoform F	1.9	3	4	0	37761.1564	2	
A0A0B4KFA6	alpha-glucosidase	35.27	17	46	0	2392612.5485	43	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.86	4	4	0	64092.337	4	
A0A0B4KFE2	Like-AP180, isoform I	30.15	24	115	0	10536419.0234	94	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.64	10	15	0	235626.2202	14	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	46.53	13	25	1	929337.5785000001	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	22.54	10	18	0	1011058.0475000001	16	
A0A0B4KFK4	Uncharacterized protein, isoform E	11.56	5	6	0	409657.2027	6	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	6.21	2	2	0	5437.7177	2	
A0A0B4KFT3	Protein kinase C	14.33	11	13	0	293786.17665	10	
A0A0B4KFT9	Quaking related 54B, isoform E	10.37	6	8	0	81565.7427	8	
A0A0B4KFX8	Flapper, isoform C	3.79	2	3	0	24519.715	2	
A0A0B4KFY9	Lamin C, isoform B	63.12	45	133	2	959.86304	1	
A0A0B4KFZ2	Uncharacterized protein, isoform G	2.41	3	3	0	11177.721300000001	2	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	7.88	2	2	0	44046.504	2	
A0A0B4KG94	Uncharacterized protein, isoform B	12.53	6	8	0	420645.3516	8	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	4.36	3	3	0	51293.812	3	
A0A0B4KGE5	Bonus, isoform C	6.46	7	7	0	83222.1827	6	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	1	0	8373.775	1	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.9	6	7	0	111933.8715	7	
A0A0B4KGF7	beta-mannosidase	0.77	1	1	0	35139.74	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	22.98	10	18	0	459117.4465	18	
A0A0B4KGI5	Carboxylic ester hydrolase	20.91	12	28	0	1692010.95976	24	
A0A0B4KGK8	Syncrip, isoform R	34.8	18	45	0	3230390.539	42	
A0A0B4KGM5	Uncharacterized protein, isoform B	2.63	3	3	0	4054.9442000000004	2	
A0A0B4KGP4	Beaten path IV, isoform B	1.79	1	2	0	13717.4107	2	
A0A0B4KGQ4	Easter, isoform B	6.51	2	2	1	11134.979500000001	2	
A0A0B4KGS4	non-specific serine/threonine protein kinase	2.74	1	1	0	35719.293	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	33.1	23	41	0	2291270.17648	39	
A0A0B4KGW3	Uncharacterized protein, isoform B	4.05	3	3	0	31831.353499999997	3	
A0A0B4KGY2	Uncharacterized protein, isoform E	2.64	3	3	0	11234.177599999999	3	
A0A0B4KH03	Tetraspanin	14.44	4	7	1	74566.77564	5	
A0A0B4KH14	Ras modification protein ERF4	33.54	4	6	0	81066.65060000001	6	
A0A0B4KH34	Annexin	57.41	23	123	4	16935138.9231	115	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.86	2	2	0	7558.825000000001	2	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	1.2	1	2	0	12121.00526	2	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	32.78	10	18	0	785474.91827	15	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	27.23	18	31	0	416446.2832	25	
A0A0B4KHE1	Uncharacterized protein, isoform B	12.58	4	4	0	85899.628	4	
A0A0B4KHF0	Ferritin	77.97	21	133	1	35832300.98693	105	
A0A0B4KHJ9	Tropomyosin 2, isoform E	82.39	41	309	4	63578160.96459	275	
A0A0B4KHL4	non-specific serine/threonine protein kinase	17.88	9	10	2	195407.33335	10	
A0A0B4KHN1	Cheerio, isoform O	32.63	70	122	0	5054.8857	1	
A0A0B4KHN3	Scribble, isoform S	11.19	17	27	0	55783.4	5	
A0A0B4KHP4	Couch potato, isoform P	5.11	5	16	0	610307.4866	16	
A0A0B4KHS1	Crumbs, isoform D	9.8	20	31	1	876756.0022999999	28	
A0A0B4KHT5	Syncrip, isoform J	26.02	18	40	0	349885.358	3	
A0A0B4KHT8	Julius seizure, isoform E	12.85	7	11	0	145871.1856	9	
A0A0B4KHW3	Aralar1, isoform F	7.64	5	6	1	42933.848	5	
A0A0B4KHW7	Uncharacterized protein, isoform P	16.29	5	6	0	268077.41650000005	6	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	41.73	15	44	1	4370760.8368	41	
A0A0B4KI23	Uncharacterized protein	27.64	4	29	4	2586598.59621	28	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	18.42	4	5	0	72882.7126	5	
A0A0B4LEH1	Sticks and stones, isoform C	0.47	1	1	0	12312.433	1	
A0A0B4LES9	Phosphatidylinositol-glycan biosynthesis class X protein	13.99	4	7	0	43379.7154	7	
A0A0B4LEW1	Bloated, isoform E	2.94	3	4	0	4120.35308	3	
A0A0B4LEY1	Protein transport protein Sec31A	3.57	4	4	0	21326.6129	4	
A0A0B4LF49	Menage a trois, isoform D	38.64	18	29	0	1598823.9778800001	27	
A0A0B4LF88	Tripeptidyl-peptidase 2	16.65	22	35	0	950952.6454	31	
A0A0B4LF95	glutaminase	18.84	10	11	0	369588.7957	10	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	47.17	15	27	2	1761004.01006	21	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.7	15	18	0	702016.2886	18	
A0A0B4LFE1	Uncharacterized protein, isoform B	14.29	3	5	0	76757.5558	4	
A0A0B4LFH2	Caspar, isoform C	3.62	3	3	0	29164.38	3	
A0A0B4LFL6	Double hit, isoform C	18.45	5	5	0	61582.660299999996	4	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	5.06	3	3	0	21225.903	3	
A0A0B4LFU6	Beta-glucuronidase	4.82	3	4	0	35795.701	3	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	9	0	403827.10599999997	9	
A0A0B4LG34	Liprin-gamma, isoform E	1.57	2	2	0	39552.702840000005	2	
A0A0B4LG88	Quaking related 58E-1, isoform D	22.69	10	15	0	374116.92655000003	14	
A0A0B4LG95	Lethal (2) k09913, isoform F	11.08	3	3	0	40273.759	2	
A0A0B4LGB0	Gp150, isoform E	9.48	11	14	0	209980.7508	11	
A0A0B4LGB7	Calcium-transporting ATPase	35.04	33	52	1	3040337.2199	47	
A0A0B4LGD3	Kazachoc, isoform G	9.38	10	11	0	588953.3923	10	
A0A0B4LGH8	Oxysterol-binding protein	6.35	3	3	0	57499.028999999995	3	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	46.6	15	33	1	770699.8698999999	22	
A0A0B4LGM0	Prominin, isoform E	7.93	9	9	0	56602.8783	8	
A0A0B4LGQ1	Superoxide dismutase	53.92	11	62	0	9224513.8357	59	
A0A0B4LGT9	Uncharacterized protein, isoform B	10.61	3	3	0	75812.1343	3	
A0A0B4LGV6	Insulator binding factor 1, isoform B	38.4	7	10	0	99381.30990000001	9	
A0A0B4LGY1	Uncoordinated 115a, isoform G	27.29	20	41	0	2107588.6621	38	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	72.05	20	145	0	26474.7782	5	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	11.52	4	7	0	199920.8861	7	
A0A0B4LHH8	Argus, isoform C	0.81	1	1	0	15534.766	1	
A0A0B4LHL1	Uncharacterized protein, isoform C	4.09	2	2	0	11248.7914	2	
A0A0B4LHR8	Uncharacterized protein, isoform G	11.63	8	9	0	102188.81694	9	
A0A0B4LHS0	Lnk, isoform E	1.14	1	1	0	29467.1	1	
A0A0B4LI09	Uncharacterized protein, isoform C	4.3	2	2	0	15286.109	1	
A0A0B4LIA3	non-specific serine/threonine protein kinase	3.21	2	2	0	21008.4224	2	
A0A0B4LIC4	Uncharacterized protein, isoform C	1.14	1	1	0	6701.9263	1	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	28.42	14	18	0	275429.4762	18	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	8.52	2	2	0	27169.124499999998	2	
A0A0C4DH96	Sidestep V, isoform B	1.7	2	3	0	38704.092	3	
A0A0C4DHA8	Nuclear protein MDM1	33.43	21	33	1	294847.37536	29	
A0A0C4DHF6	Dystroglycan 1	5.63	8	9	0	153541.4297	9	
A0A0C4DHN4	Defective proboscis extension response 21	20.57	5	6	5	79372.0431	6	
A0A0C4FEI8	Granny smith, isoform F	16.95	9	13	0	588643.8321	12	
A0A0S0WGZ0	Still life, isoform Q	1.01	3	3	0	6636.11117	2	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	32.36	9	16	0	848497.3913	15	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	9.09	6	6	0	103233.0194	6	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.15	27	176	0	34874469.27651	158	
A0A126GV06	Uncharacterized protein, isoform B	17.23	6	9	0	297956.9113	9	
A0A126GV33	Uncharacterized protein, isoform F	7.4	2	3	0	49341.7759	3	
A0A1W5PXH3	Uncharacterized protein, isoform E	0.81	1	1	0	4715.7397	1	
A0A4D6K1L3	8 kDa dynein light chain	22.85	5	17	1	5255353.38517	17	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	43.74	22	141	0	17180545.6065	130	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	15.2	19	20	0	132269.0041	17	
A0A4P1SA55	alpha-glucosidase	12.35	8	10	0	135534.5568	9	
A0A4P1SAA7	IP07559p	11.17	2	3	1	41780.419	3	
A0A4P7V9T9	polynucleotide adenylyltransferase	2.78	1	2	0	811.56372	2	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	31.59	53	97	1	1340177.10235	63	
A0A6H2EDG9	Uncharacterized protein, isoform G	18.84	14	16	0	393230.4316	16	
A0A6H2EEJ8	Uncharacterized protein, isoform C	2.43	2	2	0	3242.3372	1	
A0A6H2EEL7	Uncharacterized protein, isoform A	7.35	2	2	2	16021.665	1	
A0A6H2EEU5	Nuak family kinase, isoform J	0.99	2	2	0	14868.830199999999	2	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	39.02	125	332	0	21937680.21887	291	
A0A6H2EG45	Uncharacterized protein, isoform D	2.82	1	1	0	5872.3193	1	
A0A6H2EG56	Tropomyosin 1, isoform T	82.27	34	244	3	4615390.1598	21	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	45.19	5	9	4	172246.1497	8	
A0A6H2EIE0	Amino acid transporter	6.91	3	7	0	73584.45163	6	
A0A6M3Q7Q7	Hu li tai shao, isoform T	65.78	41	137	1	28953.627	2	
A0A6M3Q951	CAP, isoform AA	33.33	26	35	0	38696.2594	2	
A0ACA5YM07	Uncharacterized protein, isoform I	3.3	2	2	0	12151.9912	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	14.07	9	9	0	156998.46687	8	
A0ACD4DAP6	Bruchpilot, isoform N	44.32	115	345	0	17238023.77071	307	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	32.62	24	44	0	1331376.17791	40	
A0ACD4DAT6	Glorund, isoform D	37.03	17	39	0	2119882.6578	35	
A0ACD4DAU9	Found in neurons, isoform K	33.69	12	33	0	1347709.8079	23	
A0ACD4DAV1	Lethal (1) G0289, isoform D	11.78	7	12	0	111835.07715	10	
A0AQH0	Proteasome subunit beta	37.95	7	12	7	211350.3623	11	
A1Z6F6	FI18602p1	16.42	12	15	0	476263.82846	12	
A1Z6G9	FI18173p1	7.0	2	2	2	19464.2239	2	
A1Z6H4	RE52822p	16.12	8	11	0	309534.6575	10	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.48	9	21	8	103581.85829999999	8	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	4.09	2	2	2	12468.2994	2	
A1Z6P3	Eb1, isoform F	46.46	12	36	3	326451.53214	9	
A1Z6Q0	Klaroid, isoform D	35.86	13	35	0	812605.9875	32	
A1Z6R7	FI21445p1	51.79	12	20	12	501298.13872	20	
A1Z6V5	FI01422p	44.02	15	36	15	1347181.9742	30	
A1Z6X6	Lactoylglutathione lyase	52.84	7	12	7	480447.5279	10	
A1Z729	NADP-retinol dehydrogenase	22.42	7	12	4	271818.9657	11	
A1Z759	Uncharacterized protein, isoform A	5.1	3	3	0	58617.882	3	
A1Z765	Uncharacterized protein, isoform A	23.76	3	4	0	20351.699800000002	3	
A1Z784	Acetyl-CoA carboxylase, isoform A	1.69	4	4	0	5571.5881	2	
A1Z7B8	GEO08456p1	21.52	3	10	3	344533.26154	10	
A1Z7G2	MIP13653p	13.39	2	8	2	3093318.5190000003	8	
A1Z7H7	Phenoloxidase-activating factor 2	18.24	7	13	7	347494.2691	12	
A1Z7H8	Phenoloxidase-activating factor 2	9.8	4	4	4	25720.9133	4	
A1Z7K6	FI20236p1	10.06	4	4	4	40902.5144	4	
A1Z7K8	AaRS-interacting multifunctional protein 1	37.77	9	11	9	348020.1868	10	
A1Z7P1	Phosphoglucomutase 2a	6.58	4	4	4	151041.6613	4	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	20.53	7	11	1	204606.3683	8	
A1Z7S3	Rab32, isoform B	37.61	22	43	8	1885259.39915	41	
A1Z7V9	FI20020p1	6.93	4	6	1	85715.136	5	
A1Z7X7	Glutathione S transferase T2	15.79	3	3	3	19289.8573	3	
A1Z7X8	FI02944p	18.53	7	7	7	173546.9063	6	
A1Z803	FI02892p	32.35	12	17	12	664338.38	17	
A1Z843	Nodal modulator 3	13.26	15	17	15	470730.8482	16	
A1Z847	Uncharacterized protein, isoform B	24.39	15	42	3	2039795.27853	36	
A1Z871	CAP, isoform B	14.53	25	34	0	396909.984	6	
A1Z893	1-Cys peroxiredoxin	50.0	9	54	1	6589002.0115	50	
A1Z8D3	(S)-2-hydroxy-acid oxidase	14.48	5	9	5	558671.6963	7	
A1Z8G0	Menage a trois, isoform A	38.99	19	32	0	286066.5781	4	
A1Z8G7	FI09243p	16.53	2	4	2	4396.826	1	
A1Z8H1	Cuticular protein 47Ea	73.33	6	53	6	24635589.6182	47	
A1Z8H6	Cuticular protein 47Ee	40.38	7	19	7	227656.23758	16	
A1Z8I8	Uncharacterized protein, isoform E	15.71	2	3	2	34080.8008	3	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	5	2	31161.27408	4	
A1Z8Z3	Cuticular protein 49Ag	64.18	4	21	4	2170782.3533	19	
A1Z8Z7	Cuticular protein 49Ah	37.89	7	17	7	422469.355	15	
A1Z933	GEO02273p1	25.58	2	4	2	215923.985	4	
A1Z934	SD19268p	39.46	11	28	11	1335885.4766	25	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	7.42	4	5	0	85207.978	4	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	15.86	21	25	8	266380.0146	20	
A1Z992	1,4-alpha-glucan branching enzyme	6.28	4	4	4	13458.2448	4	
A1Z9B5	IP16508p	15.06	3	3	3	56337.3191	3	
A1Z9E3	Elongation factor Tu	56.03	21	56	21	6617088.38813	49	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	32.8	13	24	13	1634865.1289	22	
A1Z9J3	Short stop, isoform H	4.83	42	45	4	328616.127	42	
A1Z9M2	Receptor expression-enhancing protein	12.92	3	10	1	497334.4597	9	
A1Z9M5	SAXO downstream of blistered	4.51	9	10	9	60849.968799999995	8	
A1Z9U2	Jet fuel, isoform A	4.46	2	7	2	759600.3378	7	
A1Z9X4	Hibris, isoform B	2.35	2	2	0	7594.9	2	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	20091.449999999997	2	
A1ZA23	FI18007p1	29.23	9	23	9	578631.1609	21	
A1ZA73	Stretchin-Mlck, isoform R	2.82	5	5	2	558.96576	1	
A1ZA83	ER membrane protein complex subunit 7	23.67	5	10	5	363020.7165	9	
A1ZAA9	Uncharacterized protein, isoform B	17.73	4	6	4	156453.8414	6	
A1ZAC7	Coiled-coil domain-containing protein 93	8.91	6	6	6	61738.113	4	
A1ZAH3	FI16515p1	4.82	2	2	0	810.77313	1	
A1ZAK3	Protein DEK	4.05	3	4	0	30207.0963	3	
A1ZAL1	lysozyme	30.43	5	7	5	231374.753	7	
A1ZAP8	Uncharacterized protein, isoform C	0.48	1	1	0	469.83432	1	
A1ZAU4	RH39096p	50.48	18	44	0	4240548.1596	42	
A1ZB23	IP19117p	10.88	2	2	2	28178.1904	2	
A1ZB61	Bomanin bicipital 2, isoform A	8.44	1	1	1	6873.407	1	
A1ZB68	FI01423p	47.27	11	25	11	1130915.46026	24	
A1ZB69	Glutathione S transferase E4	45.95	11	30	11	6187715.52282	27	
A1ZB70	Glutathione S transferase E5	13.51	3	5	3	309415.913	5	
A1ZB71	Glutathione S transferase E6	31.53	8	23	8	1896089.8222999999	22	
A1ZB72	Glutathione S transferase E7	18.39	4	19	3	108379.64300000001	2	
A1ZB73	Glutathione S transferase E8, isoform A	14.41	3	4	3	17269.1679	4	
A1ZB79	Uncharacterized protein, isoform M	76.73	13	42	3	4128366.7506999997	38	
A1ZBA5	FI07234p	4.64	2	2	2	89739.133	2	
A1ZBB4	Uncharacterized protein, isoform B	7.63	6	7	0	68560.74799999999	6	
A1ZBD8	Mucin-5AC	6.1	7	9	7	66554.30584	7	
A1ZBE9	Methionine--tRNA ligase, cytoplasmic	4.01	3	4	3	6259.067800000001	2	
A1ZBJ2	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	35.25	20	52	20	2800401.0679	47	
A1ZBK7	Crammer	27.85	2	11	2	344679.96869999997	10	
A1ZBL7	MAP/microtubule affinity-regulating kinase 3	21.15	18	21	0	88021.6776	3	
A1ZBM2	Tubulin-binding cofactor B	33.2	9	13	9	669400.6975	13	
A1ZBQ3	Odorant-binding protein 56g, isoform A	48.09	7	14	0	633915.9856	14	
A1ZBU5	GNBP-like 3	41.45	4	4	4	84580.013	4	
A1ZBU6	Uncharacterized protein	19.15	3	4	3	44851.3654	4	
A1ZBU8	Uncharacterized protein, isoform A	54.29	11	60	11	3899650.85257	51	
A1ZBV5	BLOC-1-related complex subunit 7	20.0	2	3	2	10642.0044	2	
A1ZBW0	Heterogeneous nuclear ribonucleoprotein K, isoform C	30.88	16	47	0	1029441.09556	44	
A1ZBX6	lysozyme	14.53	3	4	3	37524.2316	4	
A1ZBY3	Defective proboscis extension response 1, isoform A	6.27	2	3	2	1438.9677	2	
A2VEG3	IP16294p	1.06	1	1	0	2422.8835	1	
A4UZL3	Eps15 homology domain containing protein-binding protein 1, isoform F	1.93	2	2	0	4171.8965	1	
A4V0U4	Leukotriene A(4) hydrolase	7.83	5	5	0	338673.123	5	
A4V2A4	Mushroom-body expressed, isoform G	39.28	13	33	0	1133598.8258	29	
A4V2C3	calcium/calmodulin-dependent protein kinase	10.95	7	8	0	59409.757	3	
A4V3J6	Heterogeneous nuclear ribonucleoprotein at 98DE, isoform F	25.48	9	21	0	1314989.3106	19	
A4V4F2	Flotillin 2, isoform F	54.82	25	77	0	5979246.55436	72	
A4V4U5	Proline dehydrogenase	46.19	38	103	0	11105582.10706	99	
A4V4V2	DISCO interacting protein 1, isoform B	11.98	3	4	0	9615.1832	2	
A8DRW0	Cuticular protein 49Aa	62.5	5	41	5	8258608.40944	37	
A8DY78	Protein-serine/threonine kinase	20.38	8	13	1	432748.9728	11	
A8DY95	Uncharacterized protein, isoform C	8.96	8	11	0	202090.40879999998	10	
A8DYC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	38.36	4	14	2	2297842.7828	14	
A8DYD1	Combgap, isoform L	11.11	9	11	0	116994.8701	11	
A8DYI6	Prohibitin	69.53	23	83	3	9354899.5658	75	
A8DYJ6	Sidestep VIII, isoform B	12.99	14	33	0	686186.2424999999	27	
A8DYK6	Rad, Gem/Kir family member 3, isoform C	15.37	8	10	2	136694.32843	9	
A8DYL2	Uncharacterized protein, isoform G	2.21	2	2	2	1906.2137	1	
A8DYW2	Uncharacterized protein, isoform B	3.09	5	5	0	61649.770599999996	5	
A8DYZ9	Uncharacterized protein, isoform G	4.35	4	4	0	10618.9107	3	
A8DZ06	Stolid, isoform J	11.43	13	22	0	520041.5929	17	
A8DZ14	FI17828p1	24.09	13	28	7	2028244.6402	25	
A8DZ20	Rho-type guanine nucleotide exchange factor, isoform D	3.49	4	4	0	48652.899	4	
A8DZ27	Defective proboscis extension response 7, isoform F	6.73	2	2	0	24801.739999999998	2	
A8DZ29	Eukaryotic translation initiation factor 4G1, isoform B	19.85	30	41	0	772254.83637	39	
A8E6W0	IP19808p	28.28	5	8	5	99895.2375	8	
A8JNG6	Kazal-like domain-containing protein	27.82	3	3	3	177835.787	3	
A8JNJ6	Karst, isoform E	2.12	9	9	0	38756.54865	8	
A8JNJ8	Uncharacterized protein, isoform M	3.56	3	4	0	10182.0823	3	
A8JNM0	Target of wingless, isoform C	4.93	3	3	0	57006.604	3	
A8JNP2	arginine kinase	73.87	45	492	2	7242572.702	21	
A8JNP7	Inhibitor-2, isoform B	47.1	10	14	0	117295.48076	14	
A8JNS4	Starvin, isoform E	10.08	5	6	0	54839.3481	5	
A8JNT1	Uncharacterized protein, isoform B	14.22	3	4	0	34171.487	4	
A8JNT7	Heat shock protein cognate 20	22.92	6	7	6	161937.9725	7	
A8JNX0	ADP-ribosylation factor GTPase activating protein 3, isoform H	15.37	7	8	0	73410.5268	6	
A8JQT5	Moesin/ezrin/radixin homolog 1	0.7	2	2	2	464.9521	1	
A8JQV2	Nuclear protein MDM1	24.91	19	30	1	14231.252	1	
A8JQW3	Pinin, isoform B	17.26	5	5	0	38635.779500000004	5	
A8JQY2	Uncharacterized protein, isoform C	5.34	2	2	0	79996.424	2	
A8JR01	Kramer, isoform I	1.39	5	5	0	18878.38403	4	
A8JR25	Fasciclin 1, isoform D	49.55	30	166	1	169300.777	3	
A8JR57	Uncharacterized protein, isoform D	11.92	6	8	0	256994.76170000003	8	
A8JR58	Hadley, isoform B	11.24	3	3	2	20720.97968	2	
A8JRB8	Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma, isoform C	57.65	17	93	0	10625363.78827	81	
A8JRH3	FI20012p1	71.29	30	91	1	5771080.42919	83	
A8JTM7	Megalin, isoform A	4.74	23	27	23	367803.4509	25	
A8JUQ2	Dual specificity protein phosphatase	28.32	6	7	0	89951.1115	7	
A8JUU1	Secretory 16, isoform E	2.82	4	4	0	14948.734	3	
A8JUZ6	MIP03678p	13.29	4	5	0	275145.13800000004	5	
A8JUZ7	Uncharacterized protein, isoform B	1.06	2	2	0	3861.3633	1	
A8JV09	Coronin	0.64	1	1	0	9115.937	1	
A8JV25	Uncharacterized protein, isoform D	26.78	16	43	0	1230768.48939	37	
A8WH76	GEO10024p1	51.85	5	19	5	822874.2673	13	
A8Y4V5	FI20903p1	8.21	2	2	2	18841.3355	2	
A8Y527	Homeobox protein ceh-24	5.21	1	3	0	3358.6794	1	
A8Y535	Cytochrome b-c1 complex subunit 6	41.18	4	22	2	5323759.96977	20	
A8Y589	Programmed cell death protein 6	15.73	3	3	3	58548.198000000004	3	
B6IDV6	PDGF- and VEGF-receptor related, isoform G	1.29	2	3	0	15114.753	1	
B7YZH1	FI20143p1	5.74	3	3	0	22368.82264	3	
B7YZN0	Syndecan	13.56	7	9	0	178303.739	7	
B7YZN4	GH02741p3	38.46	3	3	3	113685.32	3	
B7YZN8	GH02741p1	10.53	1	1	1	25912.357	1	
B7YZQ1	Sterile20-like kinase, isoform F	5.2	8	8	0	51328.27508	8	
B7YZQ7	Inorganic pyrophosphatase	60.0	16	89	0	10753631.29491	83	
B7YZQ9	Neuropeptide-like 1, isoform C	10.27	3	3	1	9781.5193	2	
B7YZV2	Phosphodiesterase	10.49	9	10	0	170405.01	10	
B7YZX0	Hig-anchoring scaffold protein, isoform G	15.21	21	35	0	843515.23183	31	
B7Z001	Fatty acid synthase	18.78	43	71	0	2977028.8066	67	
B7Z002	Kismet, isoform C	1.2	4	4	1	7200.2505	1	
B7Z005	Drongo, isoform I	13.62	6	7	0	27314.1567	5	
B7Z010	Cappuccino, isoform E	1.95	3	3	0	15912.0458	3	
B7Z060	TBP-associated factor 4, isoform E	7.44	8	8	0	49770.077600000004	6	
B7Z078	E3 ubiquitin-protein ligase	7.81	3	3	1	37020.7768	3	
B7Z0B2	Uncharacterized protein, isoform E	17.53	7	7	0	111784.8872	7	
B7Z0B9	Farmer, isoform H	1.78	2	5	0	30757.05316	4	
B7Z0C9	GH15104p1	23.16	3	5	3	135700.075	4	
B7Z0E0	Isocitrate dehydrogenase [NADP]	70.35	37	137	0	32504260.5033	129	
B7Z0M0	FI17308p1	21.31	2	2	1	4558.8384	1	
B7Z0N0	Uncharacterized protein, isoform B	6.2	2	2	2	31098.048	2	
B7Z0P8	uridine/cytidine kinase	24.92	7	9	1	303739.14650000003	9	
B7Z0Q1	inositol-polyphosphate 5-phosphatase	25.36	11	20	3	501976.47547	20	
B7Z0T5	Metastasis-associated protein MTA3	5.63	5	6	0	64562.734200000006	5	
B7Z107	GH09380p1	43.48	4	7	4	343699.6803	6	
B7Z126	non-specific serine/threonine protein kinase	1.21	2	2	1	25253.947	1	
B7Z143	Protein interacting with Ttk69 and Sin3A, isoform D	10.32	4	4	0	27460.735	4	
C0HDP4	MIP05618p	5.36	2	2	0	27692.3205	2	
C0PDF4	palmitoyl-protein hydrolase	57.92	9	47	0	2834098.82596	44	
C7LAG1	CoRest, isoform G	6.67	5	5	1	15706.68507	4	
C7LAH9	Moesin/ezrin/radixin homolog 1	39.47	31	75	1	4005419.68991	68	
C9QP70	MIP12608p	25.61	4	4	4	41201.4667	3	
C9QPE7	Trehalose 6-phosphate phosphatase	43.92	12	27	0	1791690.893	24	
D0IQJ8	Cysteine string protein, isoform F	32.53	9	12	0	134602.16646	10	
D0UGE6	Tenectin isoform 1	2.31	7	8	7	50758.409100000004	5	
D0Z756	MIP14966p	31.93	16	55	0	4168900.53295	53	
D1YSG0	Bent, isoform F	4.91	37	40	0	593291.15153	38	
D3DML3	Connector of kinase to AP-1, isoform E	11.75	8	14	0	741914.9171	13	
D3DMM0	MIP15702p	23.27	9	24	0	1325039.568	23	
D3DMM4	MIP15217p	36.68	27	74	0	5828284.5884	66	
D3DMP0	Peptide-methionine (R)-S-oxide reductase	29.17	6	10	3	273412.89355000004	10	
D5SHT6	MIP21537p	7.48	3	3	0	20175.7514	2	
E1JGK8	Uncharacterized protein, isoform A	12.94	1	2	1	9530.6304	2	
E1JGL5	Uncharacterized protein, isoform L	76.08	11	38	1	236755.4596	6	
E1JGN0	MAP/microtubule affinity-regulating kinase 3	19.46	19	23	0	464484.17527	22	
E1JGP2	RIC3 acetylcholine receptor chaperone, isoform N	26.58	10	21	0	374730.4325	20	
E1JGR3	GEO02620p1	24.62	3	4	3	5422.6443	2	
E1JGY6	Hulk, isoform F	16.85	27	41	0	1375219.2649	40	
E1JH26	Superoxide dismutase [Cu-Zn]	53.41	13	21	1	379520.9515	16	
E1JH43	Deneddylase 1, isoform C	6.83	2	2	0	20892.773	2	
E1JH79	Myelodysplasia/myeloid leukemia factor, isoform E	7.74	3	3	0	11147.8583	2	
