Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127C, Sample, n/a, SF1g_F1	Abundances Count: F5: 127C, Sample, n/a, SF1g_F1	Modifications
A0A0B4KGF5	Uncharacterized protein, isoform C	9.33	5	7	0	42395.7546	7	
A0A0B4KGF7	beta-mannosidase	2.65	3	4	0	1680.363	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	22	0	220711.96006	20	
A0A0B4KGI5	Carboxylic ester hydrolase	13.05	8	25	0	843468.79482	21	
A0A0B4KGK8	Syncrip, isoform R	29.0	15	48	0	484635.98289	44	
A0A0B4KGQ4	Easter, isoform B	12.26	3	3	1	40149.9962	3	
A0A0B4KGS4	non-specific serine/threonine protein kinase	4.46	2	3	0	1649.013	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	11.23	10	21	1	151402.93778	11	
A0A0B4KGW3	Uncharacterized protein, isoform B	1.68	1	1	0	669.9483	1	
A0A0B4KH03	Tetraspanin	20.77	6	13	1	36798.41661	10	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	3	0	10289.363	2	
A0A0B4KH34	Annexin	67.9	22	147	2	7882693.76377	127	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.97	2	2	0	11628.502	1	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	3.05	3	4	0	11979.46285	4	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	29.75	10	25	0	261896.7107	22	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	17.18	14	30	0	106913.8167	17	
A0A0B4KHE1	Uncharacterized protein, isoform B	10.93	4	7	0	46271.2412	5	
A0A0B4KHF0	Ferritin	77.97	20	130	1	8271337.43439	106	
A0A0B4KHJ9	Tropomyosin 2, isoform E	79.23	37	254	5	13560019.04992	202	
A0A0B4KHL4	non-specific serine/threonine protein kinase	11.92	7	10	1	150694.966	8	
A0A0B4KHN1	Cheerio, isoform O	26.89	63	126	1	9328.77215	2	
A0A0B4KHN3	Scribble, isoform S	10.17	18	29	2	22692.78923	6	
A0A0B4KHP4	Couch potato, isoform P	4.28	3	13	0	108028.62006	12	
A0A0B4KHS1	Crumbs, isoform D	6.08	12	31	0	136228.11428	20	
A0A0B4KHT5	Syncrip, isoform J	20.89	15	48	0	110425.3933	4	
A0A0B4KHT8	Julius seizure, isoform E	5.14	3	7	0	16707.850300000002	5	
A0A0B4KHV1	Ecdysone-induced protein 93F, isoform C	6.14	4	4	0	26687.0019	2	
A0A0B4KHW3	Aralar1, isoform F	6.48	5	8	1	32529.676850000003	7	
A0A0B4KHW7	Uncharacterized protein, isoform P	2.81	1	1	0	959.5469	1	
A0A0B4KHZ0	Without children, isoform E	1.76	3	3	0	1829.6893	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	49.63	17	58	1	1496366.10527	47	
A0A0B4KI23	Uncharacterized protein	28.46	5	32	5	1146411.88565	28	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	3.95	1	1	0	13997.563	1	
A0A0B4LEH1	Sticks and stones, isoform C	2.01	4	4	0	2627.73375	2	
A0A0B4LES9	Phosphatidylinositol-glycan biosynthesis class X protein	3.7	1	1	0	509.56314	1	
A0A0B4LEW1	Bloated, isoform E	2.31	3	4	0	6691.8452	2	
A0A0B4LEY1	Protein transport protein Sec31A	1.91	3	3	0	6309.2818	2	
A0A0B4LF49	Menage a trois, isoform D	21.79	12	30	0	335096.66588	25	
A0A0B4LF88	Tripeptidyl-peptidase 2	20.51	30	47	0	380827.28898	37	
A0A0B4LF95	glutaminase	7.29	4	9	0	70673.2015	7	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	51.65	15	39	2	603195.87477	33	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.27	15	21	0	174170.57091	17	
A0A0B4LFE1	Uncharacterized protein, isoform B	18.1	4	9	0	47081.4377	8	
A0A0B4LFH2	Caspar, isoform C	5.51	4	6	0	19120.25057	5	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	3.16	2	2	0	4248.81924	2	
A0A0B4LFU6	Beta-glucuronidase	1.77	1	2	0	2014.1926	1	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	21	0	239027.42106	19	
A0A0B4LG34	Liprin-gamma, isoform E	2.4	3	3	0	411.0491	1	
A0A0B4LG88	Quaking related 58E-1, isoform D	18.21	7	9	0	28999.05665	8	
A0A0B4LG95	Lethal (2) k09913, isoform F	4.9	2	4	0	36580.70985	4	
A0A0B4LGB0	Gp150, isoform E	10.44	13	14	0	41565.06647	9	
A0A0B4LGB7	Calcium-transporting ATPase	25.63	24	67	0	822187.77879	55	
A0A0B4LGD3	Kazachoc, isoform G	6.31	8	15	0	129310.19514	12	
A0A0B4LGH8	Oxysterol-binding protein	5.91	3	5	0	12552.3991	4	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	48.43	15	42	1	474577.46624	28	
A0A0B4LGM0	Prominin, isoform E	7.16	8	10	0	41834.41691	9	
A0A0B4LGQ1	Superoxide dismutase	38.25	9	60	0	2479884.90045	50	
A0A0B4LGT9	Uncharacterized protein, isoform B	2.65	1	2	0	7578.211	1	
A0A0B4LGV6	Insulator binding factor 1, isoform B	17.72	4	8	0	37298.77605	7	
A0A0B4LGY1	Uncoordinated 115a, isoform G	24.76	21	59	0	540815.0418	51	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	62.82	20	141	0	3559.4298	2	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	6.06	2	5	0	8703.4518	3	
A0A0B4LHH8	Argus, isoform C	2.62	3	4	0	32075.0811	3	
A0A0B4LHL1	Uncharacterized protein, isoform C	1.96	1	2	0	773.6438	1	
A0A0B4LHR8	Uncharacterized protein, isoform G	9.01	8	13	0	79439.68334	13	
A0A0B4LHS0	Lnk, isoform E	3.26	2	2	0	5080.513	1	
A0A0B4LI09	Uncharacterized protein, isoform C	6.2	3	5	0	17495.741739999998	5	
A0A0B4LIA3	non-specific serine/threonine protein kinase	7.92	3	4	1	13136.0433	2	
A0A0B4LIC4	Uncharacterized protein, isoform C	3.41	3	3	0	3166.267	1	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	23.71	14	27	0	138312.57168	25	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	2.2	1	1	0	12247.718	1	
A0A0C4DH96	Sidestep V, isoform B	2.73	4	4	0	4353.3952	2	
A0A0C4DHA8	Nuclear protein MDM1	30.66	23	55	1	305339.92191	44	
A0A0C4DHF6	Dystroglycan 1	2.54	3	5	0	9382.6953	3	
A0A0C4DHN4	Defective proboscis extension response 21	9.22	3	5	2	33184.5433	5	
A0A0C4FEI8	Granny smith, isoform F	7.79	5	12	0	89116.30354	11	
A0A0S0WGZ0	Still life, isoform Q	0.86	2	2	0	400.25568	1	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	25.36	7	16	0	188351.883	14	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	7.84	5	9	0	13407.16307	6	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.94	25	140	0	10276786.89303	119	
A0A126GV06	Uncharacterized protein, isoform B	20.95	7	15	0	100579.10944	13	
A0A126GV33	Uncharacterized protein, isoform F	9.17	3	4	0	49230.6682	4	
A0A1W5PXH3	Uncharacterized protein, isoform E	1.46	2	3	0	6813.3957	3	
A0A1Z1CH25	AT27361p	7.62	4	4	3	8619.35212	3	
A0A4D6K1L3	8 kDa dynein light chain	19.85	4	13	0	215073.59167	11	
A0A4D6K4X9	Axundead, isoform F	2.92	2	3	0	2385.0738	2	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	45.92	25	155	0	5088136.16405	134	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	11.71	16	23	0	30964.299329999998	16	
A0A4P1SA55	alpha-glucosidase	13.72	9	13	0	110071.56210000001	13	
A0A4P1SAA7	IP07559p	11.17	2	3	0	15194.5396	3	
A0A4P7V9T9	polynucleotide adenylyltransferase	5.82	4	6	0	2586.02017	3	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	22.45	39	90	0	280801.0166	48	
A0A6H2EDG9	Uncharacterized protein, isoform G	12.75	10	15	0	65403.73117	9	
A0A6H2EEJ8	Uncharacterized protein, isoform C	3.44	3	3	0	457.81403	1	
A0A6H2EEL7	Uncharacterized protein, isoform A	8.46	3	3	3	17188.3186	3	
A0A6H2EEU5	Nuak family kinase, isoform J	2.71	5	5	1	2935.87145	3	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	32.93	106	406	0	6559249.36283	320	
A0A6H2EG45	Uncharacterized protein, isoform D	5.13	2	3	0	3766.8773600000004	2	
A0A6H2EG56	Tropomyosin 1, isoform T	75.89	29	269	2	1227091.2255	22	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	25.0	3	6	3	14422.43508	4	
A0A6H2EIE0	Amino acid transporter	7.93	4	6	0	5944.233749999999	2	
A0A6M3Q7Q7	Hu li tai shao, isoform T	58.96	36	151	1	18003.184	1	
A0A6M3Q951	CAP, isoform AA	20.98	18	36	0	13801.1308	3	
A0ACA5YM07	Uncharacterized protein, isoform I	2.41	2	2	0	3274.5608	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	10.17	7	9	0	25684.995600000002	6	
A0ACD4DAP6	Bruchpilot, isoform N	41.24	109	369	0	4734110.3860599995	300	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	21.58	19	48	0	682395.5532900001	40	
A0ACD4DAT6	Glorund, isoform D	24.06	13	40	0	976002.2933199999	35	
A0ACD4DAU9	Found in neurons, isoform K	24.8	9	36	0	178307.29336	20	
A0ACD4DAV1	Lethal (1) G0289, isoform D	12.26	8	20	1	248179.29461	16	
A0AQH0	Proteasome subunit beta	29.02	5	13	5	105893.0695	7	
A1Z6F6	FI18602p1	9.08	8	14	0	140956.88476000002	12	
A1Z6G9	FI18173p1	9.04	3	5	3	17154.3658	5	
A1Z6H4	RE52822p	6.86	4	9	0	24301.26224	6	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.34	10	18	9	25804.23255	12	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	1.82	1	1	1	4807.1797	1	
A1Z6P3	Eb1, isoform F	45.45	13	44	3	96184.70062	10	
A1Z6Q0	Klaroid, isoform D	25.84	9	24	0	217143.90072	19	
A1Z6R7	FI21445p1	33.57	9	21	9	62759.93196	16	
A1Z6V5	FI01422p	37.15	14	45	14	679035.27169	40	
A1Z6X6	Lactoylglutathione lyase	31.82	5	10	5	343552.79746000003	10	
A1Z729	NADP-retinol dehydrogenase	10.0	4	11	2	47262.5643	9	
A1Z759	Uncharacterized protein, isoform A	10.92	6	7	0	28748.788800000002	6	
A1Z765	Uncharacterized protein, isoform A	8.91	2	3	0	1476.5658	1	
A1Z784	Acetyl-CoA carboxylase, isoform A	3.34	8	10	0	9162.09388	7	
A1Z7B8	GEO08456p1	12.66	2	6	2	54840.4633	5	
A1Z7G2	MIP13653p	13.39	2	8	2	318058.24600000004	5	
A1Z7H7	Phenoloxidase-activating factor 2	13.74	8	22	8	194922.53606	17	
A1Z7H8	Phenoloxidase-activating factor 2	6.97	4	6	4	28860.1525	5	
A1Z7K6	FI20236p1	5.61	3	7	3	43195.478	7	
A1Z7K8	AaRS-interacting multifunctional protein 1	27.24	8	17	8	109222.4077	15	
A1Z7P1	Phosphoglucomutase 2a	4.49	3	4	3	4645.0505	2	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	16.72	7	15	2	56654.456600000005	9	
A1Z7S3	Rab32, isoform B	26.53	18	67	9	628972.51722	55	
A1Z7V9	FI20020p1	2.74	2	4	1	15875.57404	4	
A1Z7X7	Glutathione S transferase T2	4.39	1	1	1	17185.488	1	
A1Z7X8	FI02944p	15.34	6	12	6	158737.2499	10	
A1Z803	FI02892p	31.76	12	29	12	430269.21326	26	
A1Z843	Nodal modulator 3	9.17	12	20	12	131394.8438	17	
A1Z847	Uncharacterized protein, isoform B	21.97	15	35	3	694533.82098	30	
A1Z871	CAP, isoform B	10.27	19	36	0	89947.98024	6	
A1Z893	1-Cys peroxiredoxin	56.36	11	68	1	3407042.43829	57	
A1Z8D3	(S)-2-hydroxy-acid oxidase	10.66	4	5	4	19046.8163	4	
A1Z8G7	FI09243p	16.53	2	4	2	2803.7635400000004	2	
A1Z8H1	Cuticular protein 47Ea	73.33	7	69	7	5328265.27905	62	
A1Z8H6	Cuticular protein 47Ee	20.87	4	5	4	57323.22637	5	
A1Z8I8	Uncharacterized protein, isoform E	9.29	1	2	1	7046.9895	2	
A1Z8J3	No mechanoreceptor potential A, isoform C	3.16	5	5	0	4968.10847	3	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	4	2	41280.53798	3	
A1Z8Z3	Cuticular protein 49Ag	37.31	3	10	3	652127.5025000001	10	
A1Z8Z7	Cuticular protein 49Ah	24.21	6	14	6	702711.43575	13	
A1Z933	GEO02273p1	22.09	2	3	2	14878.717499999999	3	
A1Z934	SD19268p	36.45	11	34	11	324291.79024	26	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	1.21	1	1	0	10997.695	1	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	18.15	26	42	12	145974.92853	26	
A1Z992	1,4-alpha-glucan branching enzyme	5.4	4	8	4	38383.6558	7	
A1Z9B5	IP16508p	15.06	3	7	3	50120.206999999995	7	
A1Z9E3	Elongation factor Tu	57.26	23	57	23	3436332.32007	56	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	25.74	13	24	13	363663.8415	22	
A1Z9J3	Short stop, isoform H	5.25	48	57	6	170541.06419	41	
A1Z9M2	Receptor expression-enhancing protein	13.48	4	10	1	211201.3035	8	
A1Z9M5	SAXO downstream of blistered	4.71	10	17	10	58297.471560000005	12	
A1Z9U2	Jet fuel, isoform A	4.46	2	3	2	409393.152	3	
A1Z9X4	Hibris, isoform B	2.67	4	5	0	16591.506699999998	4	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	8050.00826	2	
A1ZA23	FI18007p1	26.91	10	31	10	234140.67117	27	
A1ZA73	Stretchin-Mlck, isoform R	3.65	8	12	3	4732.8517600000005	2	
A1ZA83	ER membrane protein complex subunit 7	10.2	2	8	2	70045.7621	7	
A1ZAA9	Uncharacterized protein, isoform B	21.18	5	12	5	139977.4309	12	
A1ZAC7	Coiled-coil domain-containing protein 93	1.85	1	4	1	10660.8316	3	
A1ZAH3	FI16515p1	3.28	2	4	0	3576.68416	3	
A1ZAK3	Protein DEK	5.4	3	5	0	14928.1524	4	
A1ZAL1	lysozyme	30.43	5	6	5	57761.1182	4	
A1ZAP8	Uncharacterized protein, isoform C	1.93	3	4	0	711.9509	1	
A1ZAU4	RH39096p	50.95	16	45	0	2756966.6316	40	
A1ZB23	IP19117p	16.06	4	12	4	108912.29964	10	
A1ZB61	Bomanin bicipital 2, isoform A	6.49	1	3	1	1709.1704100000002	2	
A1ZB68	FI01423p	33.18	8	25	8	345225.68105	19	
A1ZB69	Glutathione S transferase E4	45.05	9	39	9	801807.348	32	
A1ZB70	Glutathione S transferase E5	18.02	4	5	4	9667.48328	2	
A1ZB71	Glutathione S transferase E6	22.07	5	17	5	212001.93818	14	
A1ZB73	Glutathione S transferase E8, isoform A	17.57	4	6	4	3775.97274	4	
A1ZB79	Uncharacterized protein, isoform M	56.44	11	40	2	1226053.20606	36	
A1ZBA5	FI07234p	7.22	2	3	2	34613.569	3	
A1ZBB4	Uncharacterized protein, isoform B	4.8	5	5	0	22490.70433	4	
A1ZBD8	Mucin-5AC	3.57	5	9	5	4312.41398	6	
A1ZBJ2	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	31.9	15	32	15	319029.51436	27	
A1ZBK7	Crammer	58.23	4	13	4	241596.5108	11	
A1ZBL7	MAP/microtubule affinity-regulating kinase 3	15.81	16	30	0	704.89453	1	
A1ZBM2	Tubulin-binding cofactor B	26.64	8	20	8	215075.26514	12	
A1ZBQ3	Odorant-binding protein 56g, isoform A	46.56	7	22	0	161415.02972	21	
A1ZBU5	GNBP-like 3	27.63	3	9	3	102974.2978	8	
A1ZBU6	Uncharacterized protein	9.22	2	3	2	33233.793699999995	3	
A1ZBU8	Uncharacterized protein, isoform A	36.73	8	46	8	1463893.22348	38	
A1ZBV5	BLOC-1-related complex subunit 7	20.0	2	5	2	4101.00853	3	
A1ZBW0	Heterogeneous nuclear ribonucleoprotein K, isoform C	32.27	16	51	0	302116.08011	43	
A1ZBX6	lysozyme	3.91	1	2	1	660.6334	1	
A1ZBY3	Defective proboscis extension response 1, isoform A	3.0	1	3	1	1204.8597399999999	2	
A2VEG3	IP16294p	3.06	3	5	0	10385.509399999999	4	
A4V0U4	Leukotriene A(4) hydrolase	7.67	5	9	0	97908.82876	9	
A4V2A4	Mushroom-body expressed, isoform G	37.33	14	43	0	465381.31978	37	
A4V2C3	calcium/calmodulin-dependent protein kinase	11.24	8	11	0	37521.71791	7	
A4V3J6	Heterogeneous nuclear ribonucleoprotein at 98DE, isoform F	26.04	9	27	0	314848.48656	23	
A4V4F2	Flotillin 2, isoform F	54.35	22	86	0	1823842.742	68	
A4V4U5	Proline dehydrogenase	49.03	34	133	0	2374561.87283	119	
A8DRW0	Cuticular protein 49Aa	47.22	5	62	5	1713101.03858	51	
A8DY78	Protein-serine/threonine kinase	16.82	7	10	2	79836.65589	9	
A8DY95	Uncharacterized protein, isoform C	7.45	6	8	0	33490.85654	8	
A8DYC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	46.58	4	12	1	1312990.9849	12	
A8DYD1	Combgap, isoform L	13.26	10	20	0	126147.21418	14	
A8DYI6	Prohibitin	66.27	22	89	3	2697522.61112	70	
A8DYJ6	Sidestep VIII, isoform B	9.99	12	32	0	216017.76859	24	
A8DYK6	Rad, Gem/Kir family member 3, isoform C	14.48	7	17	2	52971.177990000004	16	
A8DYW2	Uncharacterized protein, isoform B	6.06	10	12	0	41685.70384	10	
A8DYZ9	Uncharacterized protein, isoform G	3.18	3	5	0	15776.290070000001	5	
A8DZ06	Stolid, isoform J	10.24	13	34	0	285174.41324	27	
A8DZ14	FI17828p1	20.1	9	32	3	281288.16468	23	
A8DZ20	Rho-type guanine nucleotide exchange factor, isoform D	7.19	8	10	0	98812.526	7	
A8DZ27	Defective proboscis extension response 7, isoform F	5.13	2	2	0	6568.3164	1	
A8DZ29	Eukaryotic translation initiation factor 4G1, isoform B	10.21	21	42	0	189456.25021	36	
A8E6W0	IP19808p	25.25	5	9	5	64458.8282	9	
A8JNG6	Kazal-like domain-containing protein	27.82	3	4	3	18215.9678	4	
A8JNJ6	Karst, isoform E	1.54	8	8	0	7624.3929	2	
A8JNJ8	Uncharacterized protein, isoform M	4.31	4	5	0	7951.17587	3	
A8JNM0	Target of wingless, isoform C	8.52	5	8	0	43344.546200000004	6	
A8JNP2	arginine kinase	72.53	37	429	2	921613.62121	16	
A8JNP7	Inhibitor-2, isoform B	26.13	5	9	0	25223.69498	5	
A8JNS4	Starvin, isoform E	11.81	7	10	0	26654.03225	8	
A8JNT1	Uncharacterized protein, isoform B	10.78	2	4	0	13931.18044	4	
A8JNT7	Heat shock protein cognate 20	10.42	3	7	3	68829.36869999999	6	
A8JNX0	ADP-ribosylation factor GTPase activating protein 3, isoform H	9.22	5	11	0	37975.244060000005	9	
A8JQT5	Moesin/ezrin/radixin homolog 1	2.86	11	11	9	7416.096410000001	3	
A8JQV2	Nuclear protein MDM1	31.93	28	60	3	22312.2573	5	
A8JQW3	Pinin, isoform B	20.2	7	10	0	65636.4715	9	
A8JQY2	Uncharacterized protein, isoform C	1.38	1	1	0	2170.042	1	
A8JR01	Kramer, isoform I	3.4	9	12	0	16623.14702	8	
A8JR25	Fasciclin 1, isoform D	43.66	30	147	2	86827.7855	6	
A8JR57	Uncharacterized protein, isoform D	12.12	7	15	0	59896.50078	14	
A8JR58	Hadley, isoform B	2.02	1	1	0	5884.4404	1	
A8JRB8	Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma, isoform C	63.78	19	113	0	3262886.46343	92	
A8JRH3	FI20012p1	60.08	25	75	1	2398096.74829	65	
A8JTM7	Megalin, isoform A	4.53	24	37	24	160198.67145	27	
A8JUQ2	Dual specificity protein phosphatase	19.03	5	12	0	70835.32176	10	
A8JUU1	Secretory 16, isoform E	1.14	2	3	0	8024.30174	3	
A8JUZ6	MIP03678p	7.28	3	4	0	33689.8029	4	
A8JUZ7	Uncharacterized protein, isoform B	4.82	7	9	0	14050.07332	6	
A8JV09	Coronin	1.67	2	2	0	4091.9216	1	
A8JV25	Uncharacterized protein, isoform D	18.34	12	31	0	601884.80453	25	
A8WH76	GEO10024p1	51.85	4	15	4	509725.4473	13	
A8Y4V5	FI20903p1	8.21	2	3	2	3324.45934	2	
A8Y527	Homeobox protein ceh-24	10.42	4	7	0	32836.1581	3	
A8Y535	Cytochrome b-c1 complex subunit 6	55.29	4	19	3	3336840.27548	18	
B6IDV6	PDGF- and VEGF-receptor related, isoform G	2.04	3	5	0	3761.1816	1	
B7YZH1	FI20143p1	6.47	4	6	0	10519.04545	5	
B7YZN0	Syndecan	17.81	10	24	0	72124.49877	20	
B7YZN4	GH02741p3	49.23	4	6	4	15895.9008	6	
B7YZN8	GH02741p1	22.37	2	5	2	28251.9145	5	
B7YZQ1	Sterile20-like kinase, isoform F	5.99	10	14	0	64997.44105	12	
B7YZQ7	Inorganic pyrophosphatase	71.03	16	70	0	4848069.84011	58	
B7YZV2	Phosphodiesterase	6.31	7	15	0	27847.28341	10	
B7YZX0	Hig-anchoring scaffold protein, isoform G	9.42	16	27	0	166501.38594	22	
B7Z001	Fatty acid synthase	21.46	50	93	0	844637.1124399999	77	
B7Z002	Kismet, isoform C	0.6	2	2	0	1173.74604	2	
B7Z005	Drongo, isoform I	9.14	5	11	0	27427.19717	7	
B7Z010	Cappuccino, isoform E	3.83	4	4	0	3827.63835	2	
B7Z060	TBP-associated factor 4, isoform E	4.69	5	7	0	5298.0643	4	
B7Z078	E3 ubiquitin-protein ligase	6.03	3	5	2	13093.0798	3	
B7Z0B2	Uncharacterized protein, isoform E	7.22	3	4	0	7892.085440000001	4	
B7Z0B9	Farmer, isoform H	2.46	3	8	0	71877.18936	5	
B7Z0C9	GH15104p1	41.05	4	6	4	31815.470260000002	5	
B7Z0E0	Isocitrate dehydrogenase [NADP]	67.22	34	156	0	8574134.61944	137	
B7Z0M0	FI17308p1	18.85	2	3	2	14656.9157	2	
B7Z0N0	Uncharacterized protein, isoform B	7.89	3	5	3	4717.13797	3	
B7Z0P8	uridine/cytidine kinase	25.9	8	18	0	83064.59469	17	
B7Z0Q1	inositol-polyphosphate 5-phosphatase	14.85	7	13	3	102123.72236	12	
B7Z0T5	Metastasis-associated protein MTA3	6.33	6	8	0	14309.31914	6	
B7Z107	GH09380p1	52.17	5	7	5	24824.46155	6	
B7Z143	Protein interacting with Ttk69 and Sin3A, isoform D	7.78	5	8	0	10308.404989999999	5	
C0HDP4	MIP05618p	3.77	2	2	0	15309.1295	2	
C0PDF4	palmitoyl-protein hydrolase	47.51	8	42	0	1155248.87547	32	
C7LAG1	CoRest, isoform G	3.76	3	4	1	521.72046	1	
C7LAH9	Moesin/ezrin/radixin homolog 1	30.96	27	67	1	902827.7518600001	57	
C9QP70	MIP12608p	15.85	2	3	2	38476.9973	3	
C9QPE7	Trehalose 6-phosphate phosphatase	33.78	11	32	0	747939.19184	28	
D0IQJ8	Cysteine string protein, isoform F	32.13	8	20	0	302259.92532	17	
D0UGE6	Tenectin isoform 1	2.52	8	10	8	20437.92247	8	
D0Z756	MIP14966p	32.93	13	33	0	1540224.19896	28	
D1YSG0	Bent, isoform F	6.65	59	74	0	385405.15443	61	
D3DML3	Connector of kinase to AP-1, isoform E	9.21	7	17	0	135838.97095	12	
D3DMM0	MIP15702p	15.28	8	15	0	113524.6525	12	
D3DMM4	MIP15217p	30.28	24	95	0	1490953.61356	80	
D3DMP0	Peptide-methionine (R)-S-oxide reductase	27.6	4	9	1	135894.22384000002	8	
D5SHT6	MIP21537p	4.99	3	4	0	29623.999300000003	4	
E1JGK8	Uncharacterized protein, isoform A	21.18	2	3	2	24645.908799999997	3	
E1JGL5	Uncharacterized protein, isoform L	64.59	9	40	1	24659.99813	7	
E1JGN0	MAP/microtubule affinity-regulating kinase 3	13.41	16	32	0	314040.24038	31	
E1JGP2	RIC3 acetylcholine receptor chaperone, isoform N	14.56	6	15	0	93028.60202	12	
E1JGR3	GEO02620p1	24.62	3	5	3	5494.9475	2	
E1JGY6	Hulk, isoform F	13.33	23	31	1	564966.4333500001	28	
E1JH26	Superoxide dismutase [Cu-Zn]	43.94	12	20	0	109131.27927	17	
E1JH43	Deneddylase 1, isoform C	6.43	2	2	0	22268.001500000002	2	
E1JH79	Myelodysplasia/myeloid leukemia factor, isoform E	10.03	3	3	1	2247.2903	1	
E1JH90	Patronin, isoform F	1.38	2	2	0	361.799	1	
E1JHA6	Uninflatable, isoform C	13.32	48	90	0	590314.94793	73	
E1JHE4	long-chain-fatty-acid--CoA ligase	7.64	6	6	0	44792.4891	6	
E1JHJ2	Uncharacterized protein, isoform C	8.46	3	4	0	7282.63	1	
E1JHJ5	Myosin heavy chain, isoform P	51.92	121	527	0	21395.129	1	
E1JHK2	Dorsal-related immunity factor, isoform C	5.78	6	10	0	52891.959	8	
E1JHN2	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	17.99	5	8	0	46217.87965	7	
E1JHP3	No long nerve cord, isoform D	8.86	12	18	0	126530.64814	18	
E1JHP9	Galectin	4.06	2	4	0	11862.532360000001	3	
E1JHT6	Reticulon-like protein	18.12	11	35	0	957757.07595	30	
E1JHT9	Reticulon-like protein	24.77	6	24	0	6358.1312	2	
E1JI40	Vermiform, isoform I	13.51	7	15	0	211749.9812	15	
E1JI59	Schizo, isoform D	2.87	4	5	0	2999.79087	3	
E1JIC5	Uncharacterized protein, isoform G	7.46	3	6	0	48888.458900000005	6	
E1JID9	Multiplexin, isoform G	2.83	3	3	0	21510.487139999997	3	
E1JIE5	Wurmchen 1, isoform B	10.83	2	5	0	48597.7768	4	
E1JIK9	Myofilin, isoform I	83.48	24	234	1	26392.629	1	
E1JIR1	Pseudouridylate synthase 1 homolog	4.98	2	3	0	16861.6759	3	
E1JIS1	Spermathreecae, isoform D	4.67	5	5	0	13553.760900000001	4	
E1JIY8	L antigen family member 3	20.72	3	8	3	64267.7561	6	
E1JJ33	Complexin, isoform U	65.73	9	79	1	4134225.1163500003	72	
E1JJ60	Uncharacterized protein, isoform M	28.44	5	18	1	453.63098	1	
E1JJA4	Dynamin	27.41	28	73	0	617757.04425	64	
E1JJE4	protein-tyrosine-phosphatase	0.93	2	3	0	888.676	1	
E1JJE6	Otopetrin-like a, isoform C	4.44	5	5	0	3550.0128999999997	2	
E1JJG5	Phospholipase A2	13.81	3	3	1	3883.3532	2	
E1JJH5	Discs large 1, isoform M	25.05	25	109	6	1305680.13823	84	
E1JJK6	Retinal degeneration B, isoform H	4.91	7	9	0	18642.42493	7	
E2QCN9	pseudouridine 5'-phosphatase	29.44	8	18	5	141786.8083	13	
E2QCY2	Long-chain-fatty-acid--CoA ligase	1.07	1	1	0	8255.593	1	
E2QCY9	Synapsin, isoform D	29.97	30	73	0	555051.61262	57	
E2QCZ0	Synapsin, isoform E	42.71	24	64	1	4237.8296	1	
E2QD54	Natalisin, isoform D	4.7	3	5	0	5472.4086	4	
