Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128N, Sample, n/a, SF1g_M3	Abundances Count: F8: 128N, Sample, n/a, SF1g_M3	Modifications
A0A0B4K7X5	glycogenin glucosyltransferase	19.27	10	31	0	810718.77055	28	
A0A0B4K885	Kenny, isoform B	20.57	6	6	1	200294.298	4	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	21.54	9	10	0	307505.2456	9	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	3	0	65705.258	3	
A0A0B4KEE1	Aldehyde dehydrogenase	26.16	12	21	0	643890.0192999999	14	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	22.09	37	89	0	757912.1888	19	
A0A0B4KEH7	CAP, isoform Y	15.82	36	48	0	1606386.68807	44	
A0A0B4KEI5	Serrate RNA effector molecule homolog	7.91	7	7	0	75869.27	6	
A0A0B4KEJ7	Coronin	14.21	7	8	0	95769.6594	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.03	4	4	0	22756.8273	3	
A0A0B4KER0	Relative of woc, isoform C	2.69	3	3	0	19221.5245	3	
A0A0B4KEW6	Amphiphysin, isoform B	43.82	22	66	1	67966.366	4	
A0A0B4KEX6	Jitterbug, isoform M	8.63	24	27	0	436660.76401	27	
A0A0B4KF06	Valine--tRNA ligase	1.99	2	2	0	4406.525	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	11.42	3	3	0	30143.012	3	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	4	4	0	29388.1215	4	
A0A0B4KF46	E1 ubiquitin-activating enzyme	19.64	18	23	0	296512.44430000003	21	
A0A0B4KF84	Stretchin-Mlck, isoform S	3.13	8	8	0	100814.7433	8	
A0A0B4KFA3	Uncharacterized protein, isoform F	1.9	3	4	0	42537.7869	3	
A0A0B4KFA6	alpha-glucosidase	35.27	17	46	0	2247023.1202000002	43	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.86	4	4	0	58082.681	4	
A0A0B4KFE2	Like-AP180, isoform I	30.15	24	115	0	10241104.49354	94	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.64	10	15	0	146751.65949	12	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	46.53	13	25	1	928314.2075	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	22.54	10	18	0	1004459.5823	16	
A0A0B4KFK4	Uncharacterized protein, isoform E	11.56	5	6	0	414173.049	6	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	6.21	2	2	0	6092.2543000000005	2	
A0A0B4KFT3	Protein kinase C	14.33	11	13	0	216715.68795999998	10	
A0A0B4KFT9	Quaking related 54B, isoform E	10.37	6	8	0	92394.4178	8	
A0A0B4KFX8	Flapper, isoform C	3.79	2	3	0	23003.352	2	
A0A0B4KFY9	Lamin C, isoform B	63.12	45	133	2	1003.7618	1	
A0A0B4KFZ2	Uncharacterized protein, isoform G	2.41	3	3	0	7778.3203	2	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	7.88	2	2	0	30060.5113	2	
A0A0B4KG94	Uncharacterized protein, isoform B	12.53	6	8	0	416338.16589999996	8	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	4.36	3	3	0	46804.539000000004	3	
A0A0B4KGE5	Bonus, isoform C	6.46	7	7	0	70230.76299999999	6	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	1	0	8520.435	1	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.9	6	7	0	129939.4627	7	
A0A0B4KGF7	beta-mannosidase	0.77	1	1	0	33920.168	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	22.98	10	18	0	393521.12080000003	18	
A0A0B4KGI5	Carboxylic ester hydrolase	20.91	12	28	0	1783750.6813	23	
A0A0B4KGK8	Syncrip, isoform R	34.8	18	45	0	3510329.9634	42	
A0A0B4KGM5	Uncharacterized protein, isoform B	2.63	3	3	0	3720.1976	2	
A0A0B4KGP4	Beaten path IV, isoform B	1.79	1	2	0	10497.5102	2	
A0A0B4KGQ4	Easter, isoform B	6.51	2	2	1	8756.2767	2	
A0A0B4KGS4	non-specific serine/threonine protein kinase	2.74	1	1	0	29769.639	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	33.1	23	41	0	1624102.0271299998	38	
A0A0B4KGW3	Uncharacterized protein, isoform B	4.05	3	3	0	26095.951999999997	3	
A0A0B4KGY2	Uncharacterized protein, isoform E	2.64	3	3	0	9137.034	3	
A0A0B4KH03	Tetraspanin	14.44	4	7	1	59589.745500000005	5	
A0A0B4KH14	Ras modification protein ERF4	33.54	4	6	0	90034.76533	6	
A0A0B4KH34	Annexin	57.41	23	123	4	16362868.06885	113	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.86	2	2	0	11935.6297	2	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	1.2	1	2	0	11361.7286	2	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	32.78	10	18	0	1166589.08415	15	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	27.23	18	31	0	311631.11546	25	
A0A0B4KHE1	Uncharacterized protein, isoform B	12.58	4	4	0	74961.36	4	
A0A0B4KHF0	Ferritin	77.97	21	133	1	36284705.61259	107	
A0A0B4KHJ9	Tropomyosin 2, isoform E	82.39	41	309	4	61911989.75277	276	
A0A0B4KHL4	non-specific serine/threonine protein kinase	17.88	9	10	2	177166.80647	9	
A0A0B4KHN1	Cheerio, isoform O	32.63	70	122	0	5915.1245	1	
A0A0B4KHN3	Scribble, isoform S	11.19	17	27	0	37286.6793	5	
A0A0B4KHP4	Couch potato, isoform P	5.11	5	16	0	647184.2	16	
A0A0B4KHS1	Crumbs, isoform D	9.8	20	31	1	633682.68774	28	
A0A0B4KHT5	Syncrip, isoform J	26.02	18	40	0	305289.49	3	
A0A0B4KHT8	Julius seizure, isoform E	12.85	7	11	0	182797.2113	9	
A0A0B4KHW3	Aralar1, isoform F	7.64	5	6	1	16104.4041	5	
A0A0B4KHW7	Uncharacterized protein, isoform P	16.29	5	6	0	240781.90957000002	6	
A0A0B4KHZ0	Without children, isoform E	0.53	1	1	0	645.1301	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	41.73	15	44	1	2028338.5125	40	
A0A0B4KI23	Uncharacterized protein	27.64	4	29	4	2104292.4588	28	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	18.42	4	5	0	72122.3276	5	
A0A0B4LEH1	Sticks and stones, isoform C	0.47	1	1	0	17944.69	1	
A0A0B4LES9	Phosphatidylinositol-glycan biosynthesis class X protein	13.99	4	7	0	58270.453	7	
A0A0B4LEW1	Bloated, isoform E	2.94	3	4	0	2263.0136	2	
A0A0B4LEY1	Protein transport protein Sec31A	3.57	4	4	0	19915.241739999998	4	
A0A0B4LF49	Menage a trois, isoform D	38.64	18	29	0	1836863.36999	27	
A0A0B4LF88	Tripeptidyl-peptidase 2	16.65	22	35	0	846570.5724000001	31	
A0A0B4LF95	glutaminase	18.84	10	11	0	246227.3473	11	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	47.17	15	27	2	1565201.5788	22	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.7	15	18	0	315262.8148	18	
A0A0B4LFE1	Uncharacterized protein, isoform B	14.29	3	5	0	71677.648	4	
A0A0B4LFH2	Caspar, isoform C	3.62	3	3	0	28364.6814	3	
A0A0B4LFL6	Double hit, isoform C	18.45	5	5	0	76752.52317	5	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	5.06	3	3	0	17426.2977	3	
A0A0B4LFU6	Beta-glucuronidase	4.82	3	4	0	29102.4024	4	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	9	0	93129.22589999999	9	
A0A0B4LG34	Liprin-gamma, isoform E	1.57	2	2	0	49842.833600000005	2	
A0A0B4LG88	Quaking related 58E-1, isoform D	22.69	10	15	0	403803.31984	13	
A0A0B4LG95	Lethal (2) k09913, isoform F	11.08	3	3	0	24218.244	2	
A0A0B4LGB0	Gp150, isoform E	9.48	11	14	0	216100.55719999998	11	
A0A0B4LGB7	Calcium-transporting ATPase	35.04	33	52	1	1436291.77775	47	
A0A0B4LGD3	Kazachoc, isoform G	9.38	10	11	0	242215.94543000002	10	
A0A0B4LGH8	Oxysterol-binding protein	6.35	3	3	0	39187.817	3	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	46.6	15	33	1	739265.7361	22	
A0A0B4LGM0	Prominin, isoform E	7.93	9	9	0	49081.0689	8	
A0A0B4LGQ1	Superoxide dismutase	53.92	11	62	0	10503906.8941	58	
A0A0B4LGT9	Uncharacterized protein, isoform B	10.61	3	3	0	56354.341	3	
A0A0B4LGV6	Insulator binding factor 1, isoform B	38.4	7	10	0	90130.3028	9	
A0A0B4LGY1	Uncoordinated 115a, isoform G	27.29	20	41	0	1628442.23687	37	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	72.05	20	145	0	27272.776	5	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	11.52	4	7	0	183773.8586	7	
A0A0B4LHH8	Argus, isoform C	0.81	1	1	0	19438.152	1	
A0A0B4LHL1	Uncharacterized protein, isoform C	4.09	2	2	0	10030.5144	2	
A0A0B4LHR8	Uncharacterized protein, isoform G	11.63	8	9	0	92577.3083	9	
A0A0B4LHS0	Lnk, isoform E	1.14	1	1	0	27559.807	1	
A0A0B4LI09	Uncharacterized protein, isoform C	4.3	2	2	0	16869.975	1	
A0A0B4LIA3	non-specific serine/threonine protein kinase	3.21	2	2	0	16001.458	2	
A0A0B4LIC4	Uncharacterized protein, isoform C	1.14	1	1	0	6098.7656	1	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	28.42	14	18	0	303413.96075	18	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	8.52	2	2	0	18275.65095	2	
A0A0C4DH96	Sidestep V, isoform B	1.7	2	3	0	43107.721999999994	3	
A0A0C4DHA8	Nuclear protein MDM1	33.43	21	33	1	248591.24798	29	
A0A0C4DHF6	Dystroglycan 1	5.63	8	9	0	136180.759	9	
A0A0C4DHN4	Defective proboscis extension response 21	20.57	5	6	5	82114.6584	6	
A0A0C4FEI8	Granny smith, isoform F	16.95	9	13	0	416244.29544	12	
A0A0S0WGZ0	Still life, isoform Q	1.01	3	3	0	11143.15215	2	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	32.36	9	16	0	543270.21765	15	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	9.09	6	6	0	73877.8701	6	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.15	27	176	0	31076985.0557	160	
A0A126GV06	Uncharacterized protein, isoform B	17.23	6	9	0	197824.1481	9	
A0A126GV33	Uncharacterized protein, isoform F	7.4	2	3	0	65405.443	3	
A0A1W5PXH3	Uncharacterized protein, isoform E	0.81	1	1	0	4119.6963	1	
A0A4D6K1L3	8 kDa dynein light chain	22.85	5	17	1	5005680.30272	17	
A0A4D6K4X9	Axundead, isoform F	3.44	2	2	0	499.56378	1	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	43.74	22	141	0	15227989.61703	130	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	15.2	19	20	0	134557.11171	18	
A0A4P1SA55	alpha-glucosidase	12.35	8	10	0	86348.1403	9	
A0A4P1SAA7	IP07559p	11.17	2	3	1	37004.320999999996	3	
A0A4P7V9T9	polynucleotide adenylyltransferase	2.78	1	2	0	574.7313	1	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	31.59	53	97	1	923596.92114	63	
A0A6H2EDG9	Uncharacterized protein, isoform G	18.84	14	16	0	310386.069	16	
A0A6H2EEJ8	Uncharacterized protein, isoform C	2.43	2	2	0	2089.988	1	
A0A6H2EEL7	Uncharacterized protein, isoform A	7.35	2	2	2	16649.24	1	
A0A6H2EEU5	Nuak family kinase, isoform J	0.99	2	2	0	6454.8257	1	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	39.02	125	332	0	17942030.15147	288	
A0A6H2EG45	Uncharacterized protein, isoform D	2.82	1	1	0	7915.839	1	
A0A6H2EG56	Tropomyosin 1, isoform T	82.27	34	244	3	4621138.8364	21	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	45.19	5	9	4	205412.789	8	
A0A6H2EIE0	Amino acid transporter	6.91	3	7	0	55719.9927	5	
A0A6M3Q7Q7	Hu li tai shao, isoform T	65.78	41	137	1	28207.909	2	
A0A6M3Q951	CAP, isoform AA	33.33	26	35	0	50760.8857	2	
A0ACA5YM07	Uncharacterized protein, isoform I	3.3	2	2	0	11869.564999999999	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	14.07	9	9	0	99724.8595	8	
A0ACD4DAP6	Bruchpilot, isoform N	44.32	115	345	0	9664633.3293	301	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	32.62	24	44	0	1396052.1740599999	41	
A0ACD4DAT6	Glorund, isoform D	37.03	17	39	0	2487422.63642	35	
A0ACD4DAU9	Found in neurons, isoform K	33.69	12	33	0	1639215.136	23	
A0ACD4DAV1	Lethal (1) G0289, isoform D	11.78	7	12	0	67790.94129999999	10	
A0AQH0	Proteasome subunit beta	37.95	7	12	7	170827.9313	11	
A1Z6F6	FI18602p1	16.42	12	15	0	431698.407	11	
A1Z6G9	FI18173p1	7.0	2	2	2	26289.2282	2	
A1Z6H4	RE52822p	16.12	8	11	0	293802.69019999995	10	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.48	9	21	8	64398.870330000005	8	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	4.09	2	2	2	9565.5632	2	
A1Z6P3	Eb1, isoform F	46.46	12	36	3	377042.108	9	
A1Z6Q0	Klaroid, isoform D	35.86	13	35	0	716943.21548	34	
A1Z6R7	FI21445p1	51.79	12	20	12	533451.2594699999	20	
A1Z6V5	FI01422p	44.02	15	36	15	1527575.7046	30	
A1Z6X6	Lactoylglutathione lyase	52.84	7	12	7	536014.0449	10	
A1Z729	NADP-retinol dehydrogenase	22.42	7	12	4	224355.58955	11	
A1Z759	Uncharacterized protein, isoform A	5.1	3	3	0	53847.087	3	
A1Z765	Uncharacterized protein, isoform A	23.76	3	4	0	22058.653100000003	3	
A1Z784	Acetyl-CoA carboxylase, isoform A	1.69	4	4	0	6472.60866	3	
A1Z7B8	GEO08456p1	21.52	3	10	3	273842.857	10	
A1Z7G2	MIP13653p	13.39	2	8	2	2912679.489	8	
A1Z7H7	Phenoloxidase-activating factor 2	18.24	7	13	7	347402.81126	12	
A1Z7H8	Phenoloxidase-activating factor 2	9.8	4	4	4	23264.5154	4	
A1Z7K6	FI20236p1	10.06	4	4	4	44385.8315	4	
A1Z7K8	AaRS-interacting multifunctional protein 1	37.77	9	11	9	342492.81495	10	
A1Z7P1	Phosphoglucomutase 2a	6.58	4	4	4	137522.6686	4	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	20.53	7	11	1	198885.77920000002	9	
A1Z7S3	Rab32, isoform B	37.61	22	43	8	1450477.1871	41	
A1Z7V9	FI20020p1	6.93	4	6	1	46112.523	5	
A1Z7X7	Glutathione S transferase T2	15.79	3	3	3	11681.871	3	
A1Z7X8	FI02944p	18.53	7	7	7	158375.0793	6	
A1Z803	FI02892p	32.35	12	17	12	517694.01560000004	17	
A1Z843	Nodal modulator 3	13.26	15	17	15	340227.9008	16	
A1Z847	Uncharacterized protein, isoform B	24.39	15	42	3	1898495.4287100001	36	
A1Z871	CAP, isoform B	14.53	25	34	0	382491.819	6	
A1Z893	1-Cys peroxiredoxin	50.0	9	54	1	7028919.15757	50	
A1Z8D3	(S)-2-hydroxy-acid oxidase	14.48	5	9	5	636760.692	7	
A1Z8G0	Menage a trois, isoform A	38.99	19	32	0	230733.03987	4	
A1Z8G7	FI09243p	16.53	2	4	2	1632.73	1	
A1Z8H1	Cuticular protein 47Ea	73.33	6	53	6	18080319.1939	48	
A1Z8H6	Cuticular protein 47Ee	40.38	7	19	7	230747.23415	15	
A1Z8I8	Uncharacterized protein, isoform E	15.71	2	3	2	9799.02526	3	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	5	2	35747.94507	4	
A1Z8Z3	Cuticular protein 49Ag	64.18	4	21	4	1821750.7168700001	19	
A1Z8Z7	Cuticular protein 49Ah	37.89	7	17	7	562693.4624	16	
A1Z933	GEO02273p1	25.58	2	4	2	249279.03999999998	4	
A1Z934	SD19268p	39.46	11	28	11	1181369.4215	25	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	7.42	4	5	0	59648.661	4	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	15.86	21	25	8	247644.3689	20	
A1Z992	1,4-alpha-glucan branching enzyme	6.28	4	4	4	8381.125	4	
A1Z9B5	IP16508p	15.06	3	3	3	73919.5627	3	
A1Z9E3	Elongation factor Tu	56.03	21	56	21	5717821.0835	50	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	32.8	13	24	13	1448762.4466	22	
A1Z9J3	Short stop, isoform H	4.83	42	45	4	256962.44934	42	
A1Z9M2	Receptor expression-enhancing protein	12.92	3	10	1	480708.2813	9	
A1Z9M5	SAXO downstream of blistered	4.51	9	10	9	64185.53792999999	8	
A1Z9U2	Jet fuel, isoform A	4.46	2	7	2	610236.62562	7	
A1Z9X4	Hibris, isoform B	2.35	2	2	0	8012.2508	2	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	17843.525	2	
A1ZA23	FI18007p1	29.23	9	23	9	789567.8008	22	
A1ZA73	Stretchin-Mlck, isoform R	2.82	5	5	2	370.96844	1	
A1ZA83	ER membrane protein complex subunit 7	23.67	5	10	5	362805.7762	9	
A1ZAA9	Uncharacterized protein, isoform B	17.73	4	6	4	120169.13829999999	6	
A1ZAC7	Coiled-coil domain-containing protein 93	8.91	6	6	6	49387.693	4	
A1ZAH3	FI16515p1	4.82	2	2	0	1576.6975	1	
A1ZAK3	Protein DEK	4.05	3	4	0	38454.31	3	
A1ZAL1	lysozyme	30.43	5	7	5	208811.721	7	
A1ZAP8	Uncharacterized protein, isoform C	0.48	1	1	0	608.9408	1	
A1ZAU4	RH39096p	50.48	18	44	0	3821382.74413	42	
A1ZB23	IP19117p	10.88	2	2	2	19973.9273	2	
A1ZB61	Bomanin bicipital 2, isoform A	8.44	1	1	1	6059.481	1	
A1ZB68	FI01423p	47.27	11	25	11	1035265.51	24	
A1ZB69	Glutathione S transferase E4	45.95	11	30	11	5201060.1084	26	
A1ZB70	Glutathione S transferase E5	13.51	3	5	3	335961.828	5	
A1ZB71	Glutathione S transferase E6	31.53	8	23	8	1587469.8768	22	
A1ZB72	Glutathione S transferase E7	18.39	4	19	3	96858.2463	2	
A1ZB73	Glutathione S transferase E8, isoform A	14.41	3	4	3	16538.84114	4	
A1ZB79	Uncharacterized protein, isoform M	76.73	13	42	3	3894880.2434	39	
A1ZBA5	FI07234p	4.64	2	2	2	110422.79999999999	2	
A1ZBB4	Uncharacterized protein, isoform B	7.63	6	7	0	75170.94378	7	
A1ZBD8	Mucin-5AC	6.1	7	9	7	101264.2755	7	
A1ZBE9	Methionine--tRNA ligase, cytoplasmic	4.01	3	4	3	3987.6766	2	
A1ZBJ2	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	35.25	20	52	20	1176818.7534	46	
A1ZBK7	Crammer	27.85	2	11	2	263222.61	10	
A1ZBL7	MAP/microtubule affinity-regulating kinase 3	21.15	18	21	0	40306.574	3	
A1ZBM2	Tubulin-binding cofactor B	33.2	9	13	9	683147.0112000001	13	
A1ZBQ3	Odorant-binding protein 56g, isoform A	48.09	7	14	0	746294.6388000001	14	
A1ZBU5	GNBP-like 3	41.45	4	4	4	75220.1415	4	
A1ZBU6	Uncharacterized protein	19.15	3	4	3	33251.924399999996	4	
A1ZBU8	Uncharacterized protein, isoform A	54.29	11	60	11	2872579.42388	52	
A1ZBV5	BLOC-1-related complex subunit 7	20.0	2	3	2	14376.925	2	
A1ZBW0	Heterogeneous nuclear ribonucleoprotein K, isoform C	30.88	16	47	0	1075877.65366	44	
A1ZBX6	lysozyme	14.53	3	4	3	25386.0317	4	
A1ZBY3	Defective proboscis extension response 1, isoform A	6.27	2	3	2	1199.56026	2	
A2VEG3	IP16294p	1.06	1	1	0	3092.8035	1	
A4UZL3	Eps15 homology domain containing protein-binding protein 1, isoform F	1.93	2	2	0	2701.89	1	
A4V0U4	Leukotriene A(4) hydrolase	7.83	5	5	0	193039.358	5	
A4V2A4	Mushroom-body expressed, isoform G	39.28	13	33	0	1289697.2414	28	
A4V2C3	calcium/calmodulin-dependent protein kinase	10.95	7	8	0	60243.799	3	
A4V3J6	Heterogeneous nuclear ribonucleoprotein at 98DE, isoform F	25.48	9	21	0	1900436.7779	19	
A4V4F2	Flotillin 2, isoform F	54.82	25	77	0	5424966.2657	71	
A4V4U5	Proline dehydrogenase	46.19	38	103	0	6425525.18013	98	
A4V4V2	DISCO interacting protein 1, isoform B	11.98	3	4	0	11086.3106	2	
A8DRW0	Cuticular protein 49Aa	62.5	5	41	5	6196617.4164700005	36	
A8DY78	Protein-serine/threonine kinase	20.38	8	13	1	413155.7651	11	
A8DY95	Uncharacterized protein, isoform C	8.96	8	11	0	142022.4083	10	
A8DYC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	38.36	4	14	2	1985635.7869	14	
A8DYD1	Combgap, isoform L	11.11	9	11	0	108409.1292	11	
A8DYI6	Prohibitin	69.53	23	83	3	8387418.76923	76	
A8DYJ6	Sidestep VIII, isoform B	12.99	14	33	0	666777.7865	27	
A8DYK6	Rad, Gem/Kir family member 3, isoform C	15.37	8	10	2	138315.2774	9	
A8DYL2	Uncharacterized protein, isoform G	2.21	2	2	2	1410.68437	2	
A8DYW2	Uncharacterized protein, isoform B	3.09	5	5	0	58460.455239999996	5	
A8DYZ9	Uncharacterized protein, isoform G	4.35	4	4	0	11354.3365	3	
A8DZ06	Stolid, isoform J	11.43	13	22	0	428938.23449999996	17	
A8DZ14	FI17828p1	24.09	13	28	7	2234483.7874	25	
A8DZ20	Rho-type guanine nucleotide exchange factor, isoform D	3.49	4	4	0	49747.0883	4	
A8DZ27	Defective proboscis extension response 7, isoform F	6.73	2	2	0	42245.832	2	
A8DZ29	Eukaryotic translation initiation factor 4G1, isoform B	19.85	30	41	0	677271.219	39	
A8E6W0	IP19808p	28.28	5	8	5	117361.1069	8	
A8JNG6	Kazal-like domain-containing protein	27.82	3	3	3	125784.034	3	
A8JNJ6	Karst, isoform E	2.12	9	9	0	52714.0003	7	
A8JNJ8	Uncharacterized protein, isoform M	3.56	3	4	0	11662.79996	3	
A8JNM0	Target of wingless, isoform C	4.93	3	3	0	57684.054	3	
A8JNP2	arginine kinase	73.87	45	492	2	6608025.4649	21	
A8JNP7	Inhibitor-2, isoform B	47.1	10	14	0	127207.73194	13	
A8JNS4	Starvin, isoform E	10.08	5	6	0	53301.79556	5	
A8JNT1	Uncharacterized protein, isoform B	14.22	3	4	0	27991.045899999997	4	
A8JNT7	Heat shock protein cognate 20	22.92	6	7	6	167614.994	7	
A8JNX0	ADP-ribosylation factor GTPase activating protein 3, isoform H	15.37	7	8	0	54116.610700000005	6	
A8JQV2	Nuclear protein MDM1	24.91	19	30	1	15681.5254	2	
A8JQW3	Pinin, isoform B	17.26	5	5	0	31644.6894	5	
A8JQY2	Uncharacterized protein, isoform C	5.34	2	2	0	60766.743	2	
A8JR01	Kramer, isoform I	1.39	5	5	0	16604.7382	3	
A8JR25	Fasciclin 1, isoform D	49.55	30	166	1	112729.61200000001	3	
A8JR57	Uncharacterized protein, isoform D	11.92	6	8	0	214918.408	8	
A8JR58	Hadley, isoform B	11.24	3	3	2	17177.217	1	
A8JRB8	Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma, isoform C	57.65	17	93	0	9010417.46184	81	
A8JRH3	FI20012p1	71.29	30	91	1	5055535.2776	83	
A8JTM7	Megalin, isoform A	4.74	23	27	23	315595.18206	25	
A8JUQ2	Dual specificity protein phosphatase	28.32	6	7	0	81333.0277	7	
A8JUU1	Secretory 16, isoform E	2.82	4	4	0	14548.5196	3	
A8JUZ6	MIP03678p	13.29	4	5	0	333859.66599999997	5	
A8JUZ7	Uncharacterized protein, isoform B	1.06	2	2	0	4020.4087	1	
A8JV09	Coronin	0.64	1	1	0	12040.162	1	
A8JV25	Uncharacterized protein, isoform D	26.78	16	43	0	1202651.50053	36	
A8WH76	GEO10024p1	51.85	5	19	5	633012.5883	12	
A8Y4V5	FI20903p1	8.21	2	2	2	23677.5535	2	
A8Y527	Homeobox protein ceh-24	5.21	1	3	0	2853.9749	1	
A8Y535	Cytochrome b-c1 complex subunit 6	41.18	4	22	2	5372342.863	20	
A8Y589	Programmed cell death protein 6	15.73	3	3	3	57059.072	3	
B6IDV6	PDGF- and VEGF-receptor related, isoform G	1.29	2	3	0	15863.991	1	
B7YZH1	FI20143p1	5.74	3	3	0	19749.79	3	
B7YZN0	Syndecan	13.56	7	9	0	123326.7704	6	
B7YZN4	GH02741p3	38.46	3	3	3	104197.478	3	
B7YZN8	GH02741p1	10.53	1	1	1	34128.29	1	
B7YZQ1	Sterile20-like kinase, isoform F	5.2	8	8	0	40349.74804	8	
B7YZQ7	Inorganic pyrophosphatase	60.0	16	89	0	10818056.38278	83	
B7YZQ9	Neuropeptide-like 1, isoform C	10.27	3	3	1	6074.54917	2	
B7YZV2	Phosphodiesterase	10.49	9	10	0	149836.398	10	
B7YZX0	Hig-anchoring scaffold protein, isoform G	15.21	21	35	0	937408.60428	31	
B7Z001	Fatty acid synthase	18.78	43	71	0	2019532.2644	67	
B7Z002	Kismet, isoform C	1.2	4	4	1	5757.323	1	
B7Z005	Drongo, isoform I	13.62	6	7	0	28240.6967	4	
B7Z010	Cappuccino, isoform E	1.95	3	3	0	15704.1112	3	
B7Z060	TBP-associated factor 4, isoform E	7.44	8	8	0	61078.30747	7	
B7Z078	E3 ubiquitin-protein ligase	7.81	3	3	1	38751.0221	3	
B7Z0B2	Uncharacterized protein, isoform E	17.53	7	7	0	89359.46011	7	
B7Z0B9	Farmer, isoform H	1.78	2	5	0	31378.885000000002	4	
B7Z0C9	GH15104p1	23.16	3	5	3	165857.536	4	
B7Z0E0	Isocitrate dehydrogenase [NADP]	70.35	37	137	0	29689565.2343	129	
B7Z0M0	FI17308p1	21.31	2	2	1	4209.151	1	
B7Z0N0	Uncharacterized protein, isoform B	6.2	2	2	2	27386.532	2	
B7Z0P8	uridine/cytidine kinase	24.92	7	9	1	303795.31594	9	
B7Z0Q1	inositol-polyphosphate 5-phosphatase	25.36	11	20	3	456837.4338	19	
B7Z0T5	Metastasis-associated protein MTA3	5.63	5	6	0	67825.2999	5	
B7Z107	GH09380p1	43.48	4	7	4	313344.8162	6	
B7Z126	non-specific serine/threonine protein kinase	1.21	2	2	1	24792.092	1	
B7Z143	Protein interacting with Ttk69 and Sin3A, isoform D	10.32	4	4	0	27602.0274	4	
C0HDP4	MIP05618p	5.36	2	2	0	25155.474499999997	2	
C0PDF4	palmitoyl-protein hydrolase	57.92	9	47	0	2362662.67534	44	
C7LAG1	CoRest, isoform G	6.67	5	5	1	16755.1128	4	
C7LAH9	Moesin/ezrin/radixin homolog 1	39.47	31	75	1	3266088.7468	67	
C9QP70	MIP12608p	25.61	4	4	4	28710.466	3	
C9QPE7	Trehalose 6-phosphate phosphatase	43.92	12	27	0	1144052.2989	23	
