Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
A0A0B4K7A5	Hu li tai shao, isoform Q	53.59	36	151	0	4126022.17168	3049511.96356	
A0A0B4K7B0	Smooth, isoform O	19.03	8	23	0	134968.89645	74944.57023	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	3.86	4	6	0	34377.9891	29014.8361	
A0A0B4K7D8	Uncharacterized protein, isoform B	4.31	2	3	0	15693.2081	14070.183	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.72	4	7	0	14889.10885	8505.1777	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	3.29	3	3	0	9917.228	10525.779	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	43	2	3285385.33474	2460634.6335	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.62	5	6	0	30523.3228	22110.2902	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	2.19	5	5	0	824.7734	405.666	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	8.12	19	54	0	926928.39076	701486.46875	
A0A0B4K7V8	Bruchpilot, isoform K	51.55	104	349	1	22409.07082	10980.697540000001	
A0A0B4K7X5	glycogenin glucosyltransferase	13.58	7	31	0	226082.5438	184559.21136	
A0A0B4K885	Kenny, isoform B	17.48	7	9	2	39071.558899999996	28211.5978	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	16.15	8	14	0	78537.32699	27261.41217	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	4	0	15938.9323	13269.30587	
A0A0B4KEE1	Aldehyde dehydrogenase	23.34	11	18	0	168873.54499999998	128230.58655	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	12.46	23	62	0	234279.58440000002	151285.9043	
A0A0B4KEH7	CAP, isoform Y	12.79	32	56	0	226785.57134	161560.77399000002	
A0A0B4KEI5	Serrate RNA effector molecule homolog	8.34	9	11	1	27177.85627	22884.780710000003	
A0A0B4KEJ7	Coronin	17.01	9	17	0	85378.83409	58633.7304	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.5	5	7	0	14017.680980000001	9026.27533	
A0A0B4KEP4	Myocyte enhancer factor 2, isoform G	2.35	1	1	0	2977.2764	2473.665	
A0A0B4KER0	Relative of woc, isoform C	3.23	3	3	0	10396.4532	6687.6056	
A0A0B4KEW6	Amphiphysin, isoform B	47.41	25	90	1	38336.06	29805.338	
A0A0B4KEX6	Jitterbug, isoform M	8.52	25	39	0	98515.73016	74508.96194000001	
A0A0B4KF06	Valine--tRNA ligase	1.52	2	2	0	3383.5233	3118.5368	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	10.63	3	4	0	10401.22121	6295.71564	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	5	8	0	12971.856749999999	11886.34913	
A0A0B4KF46	E1 ubiquitin-activating enzyme	8.93	10	20	0	250602.38016	196340.13222	
A0A0B4KF84	Stretchin-Mlck, isoform S	1.17	10	13	0	18281.6451	8502.031649999999	
A0A0B4KFA3	Uncharacterized protein, isoform F	3.66	5	6	0	6196.0854	5335.519200000001	
A0A0B4KFA6	alpha-glucosidase	31.75	16	39	0	1264095.6429	1118509.304	
A0A0B4KFD1	LDL receptor protein 1, isoform F	1.22	6	8	0	36334.37483	20721.35875	
A0A0B4KFE2	Like-AP180, isoform I	25.26	20	101	0	2947706.8792	2542569.97579	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.91	10	15	0	109366.785	68598.01552	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	22.44	9	22	1	173473.49119	124947.35376	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	13.88	7	20	0	460420.9655	366289.29296	
A0A0B4KFK4	Uncharacterized protein, isoform E	9.98	5	10	0	64121.447199999995	50863.65942	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	15.03	4	7	0	15213.918940000001	10972.13133	
A0A0B4KFT3	Protein kinase C	11.94	9	12	0	113374.12005	79704.3274	
A0A0B4KFT9	Quaking related 54B, isoform E	8.1	5	12	0	68056.8042	54206.56088	
A0A0B4KFX8	Flapper, isoform C	3.46	3	5	0	15032.824700000001	10575.1829	
A0A0B4KFZ2	Uncharacterized protein, isoform G	4.13	4	5	0	19434.45244	14122.34767	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	3.42	1	2	0	14111.7116	9823.4971	
A0A0B4KG94	Uncharacterized protein, isoform B	7.71	4	8	0	67394.24256	36029.8518	
A0A0B4KGE5	Bonus, isoform C	8.86	10	13	0	32002.4753	28279.82582	
A0A0B4KGF0	Protein kinase D, isoform H	18.87	3	3	0	13274.8188	11297.991699999999	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.33	5	7	0	43397.051100000004	27043.50973	
A0A0B4KGF7	beta-mannosidase	2.65	3	4	0	841.7553	517.6498	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	22	0	117887.47073999999	91384.40421000001	
A0A0B4KGI5	Carboxylic ester hydrolase	13.05	8	25	0	960107.2361	744977.14086	
A0A0B4KGK8	Syncrip, isoform R	29.0	15	48	0	290866.90429	209724.55122	
A0A0B4KGP4	Beaten path IV, isoform B	1.57	1	2	0	0.0	722.04535	
A0A0B4KGQ4	Easter, isoform B	12.26	3	3	1	21462.716	16578.4774	
A0A0B4KGS4	non-specific serine/threonine protein kinase	4.46	2	3	0	2541.0234	2193.9206	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	11.23	10	21	1	133846.63693	89994.5921	
A0A0B4KGW3	Uncharacterized protein, isoform B	1.68	1	1	0	659.8354	468.88354	
A0A0B4KH03	Tetraspanin	20.77	6	13	1	63810.9905	53608.96441	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	3	0	8555.24	7441.007100000001	
A0A0B4KH34	Annexin	67.9	22	147	2	6794883.851100001	6193185.5	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.97	2	2	0	7959.2363	7032.342	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	3.05	3	4	0	11068.1351	7723.45424	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	29.75	10	25	0	162062.79356	110505.39679	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	17.18	14	30	0	119226.59543	105103.85557	
A0A0B4KHE1	Uncharacterized protein, isoform B	10.93	4	7	0	64312.2249	46943.78127000001	
A0A0B4KHF0	Ferritin	77.97	20	130	1	3458632.38245	2880822.49395	
A0A0B4KHJ9	Tropomyosin 2, isoform E	79.23	37	254	5	14616797.27801	11822444.19077	
A0A0B4KHL4	non-specific serine/threonine protein kinase	11.92	7	10	1	138589.30808000002	103067.9877	
A0A0B4KHN1	Cheerio, isoform O	26.89	63	126	1	10439.4274	6684.29705	
A0A0B4KHN3	Scribble, isoform S	10.17	18	29	2	29491.13628	22359.7912	
A0A0B4KHP4	Couch potato, isoform P	4.28	3	13	0	106962.83736	84815.81332999999	
A0A0B4KHS1	Crumbs, isoform D	6.08	12	31	0	129340.6431	95381.53881	
A0A0B4KHT5	Syncrip, isoform J	20.89	15	48	0	54940.4001	65454.46168	
A0A0B4KHT8	Julius seizure, isoform E	5.14	3	7	0	21494.316	16664.668400000002	
A0A0B4KHV1	Ecdysone-induced protein 93F, isoform C	6.14	4	4	0	29244.31464	28781.074620000003	
A0A0B4KHW3	Aralar1, isoform F	6.48	5	8	1	79779.85459999999	61359.66186	
A0A0B4KHZ0	Without children, isoform E	1.76	3	3	0	908.349	563.2432	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	49.63	17	58	1	1259866.372	939399.781	
A0A0B4KI23	Uncharacterized protein	28.46	5	32	5	2077159.5112	1322816.51923	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	3.95	1	1	0	12142.595	9199.533	
A0A0B4LEH1	Sticks and stones, isoform C	2.01	4	4	0	1572.2353699999999	2765.77344	
A0A0B4LES9	Phosphatidylinositol-glycan biosynthesis class X protein	3.7	1	1	0	362.93292	0.0	
A0A0B4LEW1	Bloated, isoform E	2.31	3	4	0	11897.24763	8454.13155	
A0A0B4LEY1	Protein transport protein Sec31A	1.91	3	3	0	5456.620800000001	5183.90805	
A0A0B4LF49	Menage a trois, isoform D	21.79	12	30	0	239470.49912	185094.51712	
A0A0B4LF88	Tripeptidyl-peptidase 2	20.51	30	47	0	446342.48855999997	346180.01019	
A0A0B4LF95	glutaminase	7.29	4	9	0	38726.4802	41665.417199999996	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	51.65	15	39	2	599576.26346	459559.65082	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.27	15	21	0	234492.2471	197614.53317	
A0A0B4LFE1	Uncharacterized protein, isoform B	18.1	4	9	0	52712.16292	46301.03964	
A0A0B4LFH2	Caspar, isoform C	5.51	4	6	0	15674.533350000002	7924.88305	
A0A0B4LFL6	Double hit, isoform C	8.12	2	2	0	443.15628	0.0	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	3.16	2	2	0	3970.9010000000003	3082.99842	
A0A0B4LFU6	Beta-glucuronidase	1.77	1	2	0	2524.9624	2170.2817	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	21	0	241076.54080000002	180142.24626	
A0A0B4LG34	Liprin-gamma, isoform E	2.4	3	3	0	958.615	493.96234	
A0A0B4LG88	Quaking related 58E-1, isoform D	18.21	7	9	0	41513.060000000005	33219.231120000004	
A0A0B4LG95	Lethal (2) k09913, isoform F	4.9	2	4	0	58526.5555	54290.7196	
A0A0B4LGB0	Gp150, isoform E	10.44	13	14	0	44717.62593	36356.58345	
A0A0B4LGB7	Calcium-transporting ATPase	25.63	24	67	0	581568.63558	503796.37152	
A0A0B4LGD3	Kazachoc, isoform G	6.31	8	15	0	188062.04299000002	146403.23141	
A0A0B4LGH8	Oxysterol-binding protein	5.91	3	5	0	13828.368	10722.3415	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	48.43	15	42	1	240571.68113	209205.55776	
A0A0B4LGM0	Prominin, isoform E	7.16	8	10	0	54267.75727	41511.56844	
A0A0B4LGQ1	Superoxide dismutase	38.25	9	60	0	1786857.64015	1481145.05679	
A0A0B4LGT9	Uncharacterized protein, isoform B	2.65	1	2	0	10110.387	6379.1787	
A0A0B4LGV6	Insulator binding factor 1, isoform B	17.72	4	8	0	45052.387	33304.25065	
A0A0B4LGY1	Uncoordinated 115a, isoform G	24.76	21	59	0	669707.18791	489981.05928	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	62.82	20	141	0	1709.3402	4074.6164	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	6.06	2	5	0	13838.85812	12482.629180000002	
A0A0B4LHH8	Argus, isoform C	2.62	3	4	0	32047.8284	28933.336000000003	
A0A0B4LHL1	Uncharacterized protein, isoform C	1.96	1	2	0	433.70767	485.7587	
A0A0B4LHR8	Uncharacterized protein, isoform G	9.01	8	13	0	90811.92225999999	60772.27906	
A0A0B4LHS0	Lnk, isoform E	3.26	2	2	0	1397.8726	2054.2397	
A0A0B4LI09	Uncharacterized protein, isoform C	6.2	3	5	0	16052.8614	14196.156799999999	
A0A0B4LIA3	non-specific serine/threonine protein kinase	7.92	3	4	1	11751.820199999998	9315.8396	
A0A0B4LIC4	Uncharacterized protein, isoform C	3.41	3	3	0	3096.70205	2103.53118	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	23.71	14	27	0	136678.44065	107824.73822	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	2.2	1	1	0	10655.349	7758.495	
A0A0C4DH96	Sidestep V, isoform B	2.73	4	4	0	2869.2142	1116.355	
A0A0C4DHA8	Nuclear protein MDM1	30.66	23	55	1	666161.03703	445009.66249	
A0A0C4DHF6	Dystroglycan 1	2.54	3	5	0	7933.09844	5971.0936	
A0A0C4DHN4	Defective proboscis extension response 21	9.22	3	5	2	30991.370899999998	24898.5376	
A0A0C4FEI8	Granny smith, isoform F	7.79	5	12	0	79379.7779	58034.24978	
A0A0S0WGZ0	Still life, isoform Q	0.86	2	2	0	739.7926	503.51532	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	25.36	7	16	0	196966.58107000001	155900.03571	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	7.84	5	9	0	17942.320209999998	13814.49084	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.94	25	140	0	9499520.23141	8515041.01193	
A0A126GV06	Uncharacterized protein, isoform B	20.95	7	15	0	69044.8441	53388.3724	
A0A126GV33	Uncharacterized protein, isoform F	9.17	3	4	0	94343.7304	71465.6533	
A0A1W5PXH3	Uncharacterized protein, isoform E	1.46	2	3	0	10151.55607	6186.2976	
A0A1Z1CH25	AT27361p	7.62	4	4	3	11496.196899999999	8074.5085	
A0A4D6K1L3	8 kDa dynein light chain	19.85	4	13	0	241364.66613000003	171333.48154	
A0A4D6K4X9	Axundead, isoform F	2.92	2	3	0	2739.4057	725.32214	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	45.92	25	155	0	7137825.1342400005	5792840.78656	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	11.71	16	23	0	52235.85256	36412.25467	
A0A4P1SA55	alpha-glucosidase	13.72	9	13	0	129821.62109999999	112521.5447	
A0A4P1SAA7	IP07559p	11.17	2	3	0	18828.7336	15761.0165	
A0A4P7V9T9	polynucleotide adenylyltransferase	5.82	4	6	0	4397.1594000000005	3608.58242	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	22.45	39	90	0	524900.80962	389106.70928999997	
A0A6H2EDG9	Uncharacterized protein, isoform G	12.75	10	15	0	60064.15717	42965.68204	
A0A6H2EEJ8	Uncharacterized protein, isoform C	3.44	3	3	0	2764.7554	1979.2317	
A0A6H2EEL7	Uncharacterized protein, isoform A	8.46	3	3	3	16973.806800000002	12525.4797	
A0A6H2EEU5	Nuak family kinase, isoform J	2.71	5	5	1	3424.2189000000003	2126.42817	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	32.93	106	406	0	4052897.61223	3017611.76829	
A0A6H2EG45	Uncharacterized protein, isoform D	5.13	2	3	0	4110.64864	2230.078	
A0A6H2EG56	Tropomyosin 1, isoform T	75.89	29	269	2	1321076.5803	1127530.2765100002	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	25.0	3	6	3	18907.6836	14032.956	
A0A6H2EIE0	Amino acid transporter	7.93	4	6	0	17783.792680000002	12325.454300000001	
A0A6M3Q7Q7	Hu li tai shao, isoform T	58.96	36	151	1	16074.044	9582.179	
A0A6M3Q951	CAP, isoform AA	20.98	18	36	0	13924.73088	8848.5337	
A0ACA5YM07	Uncharacterized protein, isoform I	2.41	2	2	0	5883.3396	2747.2077	
A0ACD4DAN3	Uncharacterized protein, isoform Y	10.17	7	9	0	29339.42747	20489.754399999998	
A0ACD4DAP6	Bruchpilot, isoform N	41.24	109	369	0	11134227.05968	8180290.52316	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	21.58	19	48	0	556628.41351	460307.31744	
A0ACD4DAT6	Glorund, isoform D	24.06	13	40	0	821415.4519	636371.66736	
A0ACD4DAU9	Found in neurons, isoform K	24.8	9	36	0	185928.2584	122591.18786	
A0ACD4DAV1	Lethal (1) G0289, isoform D	12.26	8	20	1	247567.34845	214427.36408	
A0AQH0	Proteasome subunit beta	29.02	5	13	5	74485.1297	62211.8814	
A1Z6F6	FI18602p1	9.08	8	14	0	88972.92167	66369.91917	
A1Z6G9	FI18173p1	9.04	3	5	3	14267.0901	9854.556700000001	
A1Z6H4	RE52822p	6.86	4	9	0	39193.383700000006	32210.56567	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.34	10	18	9	20355.00174	14774.7427	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	1.82	1	1	1	5880.0654	4997.672	
A1Z6P3	Eb1, isoform F	45.45	13	44	3	115928.34006000002	88363.7909	
A1Z6Q0	Klaroid, isoform D	25.84	9	24	0	265662.1266	205218.6131	
A1Z6R7	FI21445p1	33.57	9	21	9	63706.450860000004	50703.142139999996	
A1Z6V5	FI01422p	37.15	14	45	14	449084.60516000004	321271.38413	
A1Z6X6	Lactoylglutathione lyase	31.82	5	10	5	242910.0499	230773.31253	
A1Z729	NADP-retinol dehydrogenase	10.0	4	11	2	30223.25292	21037.4374	
A1Z759	Uncharacterized protein, isoform A	10.92	6	7	0	29199.9735	24737.8835	
A1Z765	Uncharacterized protein, isoform A	8.91	2	3	0	1636.17028	3760.2507	
A1Z784	Acetyl-CoA carboxylase, isoform A	3.34	8	10	0	16824.31948	16194.88264	
A1Z7B8	GEO08456p1	12.66	2	6	2	58797.5735	50208.807100000005	
A1Z7G2	MIP13653p	13.39	2	8	2	214161.93720000001	173005.0582	
A1Z7H7	Phenoloxidase-activating factor 2	13.74	8	22	8	121554.29233	90336.53004	
A1Z7H8	Phenoloxidase-activating factor 2	6.97	4	6	4	17635.43175	16502.85325	
A1Z7K6	FI20236p1	5.61	3	7	3	42713.686	33667.61885	
A1Z7K8	AaRS-interacting multifunctional protein 1	27.24	8	17	8	134368.148	103947.47645	
A1Z7P1	Phosphoglucomutase 2a	4.49	3	4	3	4389.18013	2450.9029	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	16.72	7	15	2	52085.8958	36838.11942	
A1Z7S3	Rab32, isoform B	26.53	18	67	9	603969.474	499210.21589	
A1Z7V9	FI20020p1	2.74	2	4	1	23159.53114	18179.7535	
A1Z7X7	Glutathione S transferase T2	4.39	1	1	1	26168.395	21012.182	
A1Z7X8	FI02944p	15.34	6	12	6	102905.4457	95580.06445	
A1Z803	FI02892p	31.76	12	29	12	291856.03578	203946.52493	
A1Z843	Nodal modulator 3	9.17	12	20	12	111803.13663	103310.52621	
A1Z847	Uncharacterized protein, isoform B	21.97	15	35	3	858413.88532	611694.04597	
A1Z871	CAP, isoform B	10.27	19	36	0	59516.7205	47153.527	
A1Z893	1-Cys peroxiredoxin	56.36	11	68	1	3265883.19047	2556350.67254	
A1Z8D3	(S)-2-hydroxy-acid oxidase	10.66	4	5	4	34878.2787	23063.01426	
A1Z8G0	Menage a trois, isoform A	20.17	12	26	0	527.1165	0.0	
A1Z8G7	FI09243p	16.53	2	4	2	3757.72646	802.61835	
A1Z8H1	Cuticular protein 47Ea	73.33	7	69	7	6233038.61509	4763726.00949	
A1Z8H6	Cuticular protein 47Ee	20.87	4	5	4	78977.75054	63904.3218	
A1Z8I8	Uncharacterized protein, isoform E	9.29	1	2	1	10709.3833	7407.7444000000005	
A1Z8J3	No mechanoreceptor potential A, isoform C	3.16	5	5	0	6425.54967	2668.98585	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	4	2	23952.874	17103.6801	
A1Z8Z3	Cuticular protein 49Ag	37.31	3	10	3	974296.5355	820878.10234	
A1Z8Z7	Cuticular protein 49Ah	24.21	6	14	6	640501.5192099999	526444.93076	
A1Z933	GEO02273p1	22.09	2	3	2	20147.4804	13418.251800000002	
A1Z934	SD19268p	36.45	11	34	11	349930.8914	431940.20132	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	1.21	1	1	0	12114.786	10553.26	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	18.15	26	42	12	197939.48828	153662.29809	
A1Z992	1,4-alpha-glucan branching enzyme	5.4	4	8	4	139595.1763	118973.77044	
A1Z9B5	IP16508p	15.06	3	7	3	96158.19510000001	48700.62767	
A1Z9E3	Elongation factor Tu	57.26	23	57	23	2127817.42975	1846370.60533	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	25.74	13	24	13	509357.6135	437972.04269000003	
A1Z9J3	Short stop, isoform H	5.25	48	57	6	143832.08439	106811.91915999999	
A1Z9M2	Receptor expression-enhancing protein	13.48	4	10	1	231692.1986	207833.58336	
A1Z9M5	SAXO downstream of blistered	4.71	10	17	10	31021.3044	25901.298160000002	
A1Z9U2	Jet fuel, isoform A	4.46	2	3	2	470660.98600000003	380340.478	
A1Z9X4	Hibris, isoform B	2.67	4	5	0	17438.992299999998	7518.1703	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	6600.3318	5507.4941	
A1ZA23	FI18007p1	26.91	10	31	10	204730.60763	147986.17258	
A1ZA73	Stretchin-Mlck, isoform R	3.65	8	12	3	4336.4261	1643.64912	
A1ZA83	ER membrane protein complex subunit 7	10.2	2	8	2	100964.8553	59211.87955	
A1ZAA9	Uncharacterized protein, isoform B	21.18	5	12	5	109786.9068	87389.84625	
A1ZAC7	Coiled-coil domain-containing protein 93	1.85	1	4	1	16607.358	15709.480899999999	
A1ZAH3	FI16515p1	3.28	2	4	0	3342.23799	1245.72347	
A1ZAK3	Protein DEK	5.4	3	5	0	20036.58754	14569.6138	
A1ZAL1	lysozyme	30.43	5	6	5	67869.1494	65598.9743	
A1ZAP8	Uncharacterized protein, isoform C	1.93	3	4	0	2474.5366	1971.7865	
A1ZAU4	RH39096p	50.95	16	45	0	2820998.11534	2587606.8222	
A1ZB23	IP19117p	16.06	4	12	4	141068.7716	86915.47592	
A1ZB61	Bomanin bicipital 2, isoform A	6.49	1	3	1	3133.0974	3249.4547000000002	
A1ZB68	FI01423p	33.18	8	25	8	301454.333	288417.68295	
A1ZB69	Glutathione S transferase E4	45.05	9	39	9	351130.24742	322662.37198	
A1ZB70	Glutathione S transferase E5	18.02	4	5	4	6887.743659999999	7149.705639999999	
A1ZB71	Glutathione S transferase E6	22.07	5	17	5	126605.00763000001	103625.20521	
A1ZB73	Glutathione S transferase E8, isoform A	17.57	4	6	4	4661.6733	2990.07243	
A1ZB79	Uncharacterized protein, isoform M	56.44	11	40	2	1382731.97467	1096667.35188	
A1ZBA5	FI07234p	7.22	2	3	2	29286.447	25889.1033	
A1ZBB4	Uncharacterized protein, isoform B	4.8	5	5	0	49485.048899999994	38444.62593	
A1ZBD8	Mucin-5AC	3.57	5	9	5	3103.83082	2140.49601	
A1ZBJ2	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	31.9	15	32	15	397765.27573	325873.86246	
A1ZBK7	Crammer	58.23	4	13	4	298034.5262	205173.88450000001	
A1ZBL7	MAP/microtubule affinity-regulating kinase 3	15.81	16	30	0	2367.1677	1568.5079	
A1ZBM2	Tubulin-binding cofactor B	26.64	8	20	8	214331.67038	170662.6379	
A1ZBQ3	Odorant-binding protein 56g, isoform A	46.56	7	22	0	220752.12975	147831.8437	
A1ZBU5	GNBP-like 3	27.63	3	9	3	121028.408	86626.06617	
A1ZBU6	Uncharacterized protein	9.22	2	3	2	24664.7998	19176.2514	
A1ZBU8	Uncharacterized protein, isoform A	36.73	8	46	8	1380295.74216	1053552.3973	
A1ZBV5	BLOC-1-related complex subunit 7	20.0	2	5	2	4160.21267	2456.93066	
A1ZBW0	Heterogeneous nuclear ribonucleoprotein K, isoform C	32.27	16	51	0	345766.11578	282481.41152	
A1ZBX6	lysozyme	3.91	1	2	1	0.0	359.73364	
A1ZBY3	Defective proboscis extension response 1, isoform A	3.0	1	3	1	2028.1022	964.79183	
A2VEG3	IP16294p	3.06	3	5	0	15435.00254	8880.8421	
A4V0U4	Leukotriene A(4) hydrolase	7.67	5	9	0	108382.47733	88185.7574	
A4V2A4	Mushroom-body expressed, isoform G	37.33	14	43	0	426700.58433	304214.90642	
A4V2C3	calcium/calmodulin-dependent protein kinase	11.24	8	11	0	22476.55704	15533.308649999999	
A4V3J6	Heterogeneous nuclear ribonucleoprotein at 98DE, isoform F	26.04	9	27	0	183815.29760999998	166112.07314	
A4V4F2	Flotillin 2, isoform F	54.35	22	86	0	1671321.5964	1366243.75517	
A4V4U5	Proline dehydrogenase	49.03	34	133	0	1763052.34231	1588106.69651	
A8DRW0	Cuticular protein 49Aa	47.22	5	62	5	2966769.51891	2068588.1099	
A8DY78	Protein-serine/threonine kinase	16.82	7	10	2	38416.3069	26648.53577	
A8DY95	Uncharacterized protein, isoform C	7.45	6	8	0	38363.26915	26229.41375	
A8DYC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	46.58	4	12	1	1942198.5032000002	1430294.8466999999	
A8DYD1	Combgap, isoform L	13.26	10	20	0	149801.5681	119997.52679	
A8DYI6	Prohibitin	66.27	22	89	3	1909696.4678	1654062.72258	
A8DYJ6	Sidestep VIII, isoform B	9.99	12	32	0	239958.68746	177290.46469	
A8DYK6	Rad, Gem/Kir family member 3, isoform C	14.48	7	17	2	47060.02024	34717.60984	
A8DYW2	Uncharacterized protein, isoform B	6.06	10	12	0	48887.04596	36327.008160000005	
A8DYZ9	Uncharacterized protein, isoform G	3.18	3	5	0	21248.831469999997	15404.98475	
A8DZ06	Stolid, isoform J	10.24	13	34	0	415021.7442	347288.56698	
A8DZ14	FI17828p1	20.1	9	32	3	246719.91376	183609.94452	
A8DZ20	Rho-type guanine nucleotide exchange factor, isoform D	7.19	8	10	0	73443.20467	63442.73042	
A8DZ27	Defective proboscis extension response 7, isoform F	5.13	2	2	0	5425.0977	4291.4795	
A8DZ29	Eukaryotic translation initiation factor 4G1, isoform B	10.21	21	42	0	159025.72699999998	110858.64035999999	
A8E6W0	IP19808p	25.25	5	9	5	59128.2235	43664.5665	
A8JNG6	Kazal-like domain-containing protein	27.82	3	4	3	28391.2665	21009.6422	
A8JNJ6	Karst, isoform E	1.54	8	8	0	10937.9093	7444.8611599999995	
A8JNJ8	Uncharacterized protein, isoform M	4.31	4	5	0	11407.25533	8741.09794	
A8JNM0	Target of wingless, isoform C	8.52	5	8	0	50858.01936	39461.22316	
A8JNP2	arginine kinase	72.53	37	429	2	629858.72445	623772.6634	
A8JNP7	Inhibitor-2, isoform B	26.13	5	9	0	42522.73351	28949.33051	
A8JNS4	Starvin, isoform E	11.81	7	10	0	37494.53	33343.319	
A8JNT1	Uncharacterized protein, isoform B	10.78	2	4	0	14160.420740000001	11877.99283	
A8JNT7	Heat shock protein cognate 20	10.42	3	7	3	75422.0144	66963.4451	
