Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127C, Sample, n/a, SF1g_F3	Abundances Count: F8: 127C, Sample, n/a, SF1g_F3	Modifications
A0A0B4KEH7	CAP, isoform Y	15.82	36	48	0	1728525.0152	44	
A0A0B4KEI5	Serrate RNA effector molecule homolog	7.91	7	7	0	61235.9202	6	
A0A0B4KEJ7	Coronin	14.21	7	8	0	123944.6542	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.03	4	4	0	26216.5893	3	
A0A0B4KER0	Relative of woc, isoform C	2.69	3	3	0	19269.362999999998	3	
A0A0B4KEW6	Amphiphysin, isoform B	43.82	22	66	1	75571.534	4	
A0A0B4KEX6	Jitterbug, isoform M	8.63	24	27	0	407415.7702	27	
A0A0B4KF06	Valine--tRNA ligase	1.99	2	2	0	4780.8145	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	11.42	3	3	0	27073.212	3	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	4	4	0	34306.64	4	
A0A0B4KF46	E1 ubiquitin-activating enzyme	19.64	18	23	0	386404.51560000004	21	
A0A0B4KF84	Stretchin-Mlck, isoform S	3.13	8	8	0	94209.93643999999	8	
A0A0B4KFA3	Uncharacterized protein, isoform F	1.9	3	4	0	41505.6253	2	
A0A0B4KFA6	alpha-glucosidase	35.27	17	46	0	2037761.26825	44	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.86	4	4	0	53378.377	4	
A0A0B4KFE2	Like-AP180, isoform I	30.15	24	115	0	9090589.546160001	93	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.64	10	15	0	216010.63603999998	13	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	46.53	13	25	1	879715.42	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	22.54	10	18	0	851986.02535	16	
A0A0B4KFK4	Uncharacterized protein, isoform E	11.56	5	6	0	397373.7282	6	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	6.21	2	2	0	6251.2192	2	
A0A0B4KFT3	Protein kinase C	14.33	11	13	0	182019.60467	10	
A0A0B4KFT9	Quaking related 54B, isoform E	10.37	6	8	0	90086.9572	8	
A0A0B4KFX8	Flapper, isoform C	3.79	2	3	0	28993.548499999997	2	
A0A0B4KFY9	Lamin C, isoform B	63.12	45	133	2	2563.5242	1	
A0A0B4KFZ2	Uncharacterized protein, isoform G	2.41	3	3	0	7777.7507	2	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	7.88	2	2	0	20037.8283	2	
A0A0B4KG94	Uncharacterized protein, isoform B	12.53	6	8	0	441616.7647	8	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	4.36	3	3	0	34781.29	3	
A0A0B4KGE5	Bonus, isoform C	6.46	7	7	0	61417.3474	6	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	1	0	6635.811	1	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.9	6	7	0	101575.5269	7	
A0A0B4KGF7	beta-mannosidase	0.77	1	1	0	43363.453	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	22.98	10	18	0	379119.4585	18	
A0A0B4KGI5	Carboxylic ester hydrolase	20.91	12	28	0	1523490.6184	23	
A0A0B4KGK8	Syncrip, isoform R	34.8	18	45	0	2875937.4008	42	
A0A0B4KGM5	Uncharacterized protein, isoform B	2.63	3	3	0	3266.57714	2	
A0A0B4KGP4	Beaten path IV, isoform B	1.79	1	2	0	9101.3174	2	
A0A0B4KGQ4	Easter, isoform B	6.51	2	2	1	9595.4872	2	
A0A0B4KGS4	non-specific serine/threonine protein kinase	2.74	1	1	0	34587.0	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	33.1	23	41	0	1863655.0629699999	38	
A0A0B4KGW3	Uncharacterized protein, isoform B	4.05	3	3	0	26578.637300000002	3	
A0A0B4KGY2	Uncharacterized protein, isoform E	2.64	3	3	0	9527.428	3	
A0A0B4KH03	Tetraspanin	14.44	4	7	1	76956.4602	5	
A0A0B4KH14	Ras modification protein ERF4	33.54	4	6	0	69616.6413	6	
A0A0B4KH34	Annexin	57.41	23	123	4	14886385.012769999	114	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.86	2	2	0	7965.9468	2	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	1.2	1	2	0	11826.5815	2	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	32.78	10	18	0	1088147.00514	15	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	27.23	18	31	0	396746.9707	25	
A0A0B4KHE1	Uncharacterized protein, isoform B	12.58	4	4	0	82419.834	4	
A0A0B4KHF0	Ferritin	77.97	21	133	1	41103176.71064	104	
A0A0B4KHJ9	Tropomyosin 2, isoform E	82.39	41	309	4	78490715.43983	277	
A0A0B4KHL4	non-specific serine/threonine protein kinase	17.88	9	10	2	191128.83529999998	10	
A0A0B4KHN1	Cheerio, isoform O	32.63	70	122	0	5263.0586	1	
A0A0B4KHN3	Scribble, isoform S	11.19	17	27	0	57123.2487	5	
A0A0B4KHP4	Couch potato, isoform P	5.11	5	16	0	613652.061	16	
A0A0B4KHS1	Crumbs, isoform D	9.8	20	31	1	644144.8323	28	
A0A0B4KHT5	Syncrip, isoform J	26.02	18	40	0	334247.893	3	
A0A0B4KHT8	Julius seizure, isoform E	12.85	7	11	0	150964.34470000002	9	
A0A0B4KHW3	Aralar1, isoform F	7.64	5	6	1	29014.44946	5	
A0A0B4KHW7	Uncharacterized protein, isoform P	16.29	5	6	0	248505.8404	6	
A0A0B4KHZ0	Without children, isoform E	0.53	1	1	0	488.94016	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	41.73	15	44	1	3998090.29523	41	
A0A0B4KI23	Uncharacterized protein	27.64	4	29	4	2528064.4007	28	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	18.42	4	5	0	70694.811	5	
A0A0B4LEH1	Sticks and stones, isoform C	0.47	1	1	0	9811.453	1	
A0A0B4LES9	Phosphatidylinositol-glycan biosynthesis class X protein	13.99	4	7	0	41648.0554	7	
A0A0B4LEW1	Bloated, isoform E	2.94	3	4	0	3452.6641	2	
A0A0B4LEY1	Protein transport protein Sec31A	3.57	4	4	0	19222.2727	3	
A0A0B4LF49	Menage a trois, isoform D	38.64	18	29	0	1507461.6285799998	26	
A0A0B4LF88	Tripeptidyl-peptidase 2	16.65	22	35	0	919454.9317	31	
A0A0B4LF95	glutaminase	18.84	10	11	0	290600.33869999996	10	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	47.17	15	27	2	1637869.66286	22	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.7	15	18	0	447152.1757	18	
A0A0B4LFE1	Uncharacterized protein, isoform B	14.29	3	5	0	69970.144	4	
A0A0B4LFH2	Caspar, isoform C	3.62	3	3	0	21052.9135	3	
A0A0B4LFL6	Double hit, isoform C	18.45	5	5	0	67392.84923	5	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	5.06	3	3	0	18895.260000000002	3	
A0A0B4LFU6	Beta-glucuronidase	4.82	3	4	0	26477.12522	4	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	9	0	344531.3692	9	
A0A0B4LG34	Liprin-gamma, isoform E	1.57	2	2	0	54746.555629999995	2	
A0A0B4LG88	Quaking related 58E-1, isoform D	22.69	10	15	0	374758.11416	14	
A0A0B4LG95	Lethal (2) k09913, isoform F	11.08	3	3	0	29558.490999999998	2	
A0A0B4LGB0	Gp150, isoform E	9.48	11	14	0	181747.1909	11	
A0A0B4LGB7	Calcium-transporting ATPase	35.04	33	52	1	1892362.23478	47	
A0A0B4LGD3	Kazachoc, isoform G	9.38	10	11	0	291947.3805	10	
A0A0B4LGH8	Oxysterol-binding protein	6.35	3	3	0	39567.578499999996	3	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	46.6	15	33	1	659164.92646	21	
A0A0B4LGM0	Prominin, isoform E	7.93	9	9	0	41403.9967	8	
A0A0B4LGQ1	Superoxide dismutase	53.92	11	62	0	8014564.4359	58	
A0A0B4LGT9	Uncharacterized protein, isoform B	10.61	3	3	0	80520.4663	3	
A0A0B4LGV6	Insulator binding factor 1, isoform B	38.4	7	10	0	98278.16859999999	9	
A0A0B4LGY1	Uncoordinated 115a, isoform G	27.29	20	41	0	1756507.63685	38	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	72.05	20	145	0	32000.0869	5	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	11.52	4	7	0	218918.6266	7	
A0A0B4LHH8	Argus, isoform C	0.81	1	1	0	18262.25	1	
A0A0B4LHL1	Uncharacterized protein, isoform C	4.09	2	2	0	10993.1831	2	
A0A0B4LHR8	Uncharacterized protein, isoform G	11.63	8	9	0	110707.78847	9	
A0A0B4LHS0	Lnk, isoform E	1.14	1	1	0	24324.541	1	
A0A0B4LI09	Uncharacterized protein, isoform C	4.3	2	2	0	14638.256	1	
A0A0B4LIA3	non-specific serine/threonine protein kinase	3.21	2	2	0	12831.98	2	
A0A0B4LIC4	Uncharacterized protein, isoform C	1.14	1	1	0	7103.704	1	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	28.42	14	18	0	252733.35716	18	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	8.52	2	2	0	22170.5331	2	
A0A0C4DH96	Sidestep V, isoform B	1.7	2	3	0	34916.6683	3	
A0A0C4DHA8	Nuclear protein MDM1	33.43	21	33	1	299836.67042	29	
A0A0C4DHF6	Dystroglycan 1	5.63	8	9	0	144132.1589	9	
A0A0C4DHN4	Defective proboscis extension response 21	20.57	5	6	5	71434.0847	6	
A0A0C4FEI8	Granny smith, isoform F	16.95	9	13	0	500317.96050000004	12	
A0A0S0WGZ0	Still life, isoform Q	1.01	3	3	0	4529.008	1	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	32.36	9	16	0	675410.1504	15	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	9.09	6	6	0	81235.3834	6	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.15	27	176	0	28981729.86519	157	
A0A126GV06	Uncharacterized protein, isoform B	17.23	6	9	0	256802.4664	9	
A0A126GV33	Uncharacterized protein, isoform F	7.4	2	3	0	50987.6408	3	
A0A1W5PXH3	Uncharacterized protein, isoform E	0.81	1	1	0	3917.7903	1	
A0A4D6K1L3	8 kDa dynein light chain	22.85	5	17	1	4719149.85194	17	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	43.74	22	141	0	15985571.13964	131	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	15.2	19	20	0	150270.11428	19	
A0A4P1SA55	alpha-glucosidase	12.35	8	10	0	110555.2139	9	
A0A4P1SAA7	IP07559p	11.17	2	3	1	35627.388999999996	3	
A0A4P7V9T9	polynucleotide adenylyltransferase	2.78	1	2	0	398.33896	1	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	31.59	53	97	1	1263642.31259	64	
A0A6H2EDG9	Uncharacterized protein, isoform G	18.84	14	16	0	301645.5044	16	
A0A6H2EEJ8	Uncharacterized protein, isoform C	2.43	2	2	0	2335.1675	1	
A0A6H2EEL7	Uncharacterized protein, isoform A	7.35	2	2	2	14323.142	1	
A0A6H2EEU5	Nuak family kinase, isoform J	0.99	2	2	0	11478.14978	2	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	39.02	125	332	0	21001811.84955	291	
A0A6H2EG45	Uncharacterized protein, isoform D	2.82	1	1	0	6372.4844	1	
A0A6H2EG56	Tropomyosin 1, isoform T	82.27	34	244	3	5433319.3675	21	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	45.19	5	9	4	177098.4606	8	
A0A6H2EIE0	Amino acid transporter	6.91	3	7	0	17729.7647	5	
A0A6M3Q7Q7	Hu li tai shao, isoform T	65.78	41	137	1	25555.209	2	
A0A6M3Q951	CAP, isoform AA	33.33	26	35	0	42935.4974	2	
A0ACA5YM07	Uncharacterized protein, isoform I	3.3	2	2	0	8539.2807	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	14.07	9	9	0	114897.4646	8	
A0ACD4DAP6	Bruchpilot, isoform N	44.32	115	345	0	13507182.05384	309	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	32.62	24	44	0	1241298.0655	40	
A0ACD4DAT6	Glorund, isoform D	37.03	17	39	0	2039705.30166	35	
A0ACD4DAU9	Found in neurons, isoform K	33.69	12	33	0	1353164.39774	24	
A0ACD4DAV1	Lethal (1) G0289, isoform D	11.78	7	12	0	67923.9365	9	
A0AQH0	Proteasome subunit beta	37.95	7	12	7	177966.0833	11	
A1Z6F6	FI18602p1	16.42	12	15	0	430592.6092	12	
A1Z6G9	FI18173p1	7.0	2	2	2	20868.57515	2	
A1Z6H4	RE52822p	16.12	8	11	0	283140.6244	10	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.48	9	21	8	69394.09400000001	8	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	4.09	2	2	2	7386.4216	2	
A1Z6P3	Eb1, isoform F	46.46	12	36	3	320770.04240000003	9	
A1Z6Q0	Klaroid, isoform D	35.86	13	35	0	806560.5165500001	32	
A1Z6R7	FI21445p1	51.79	12	20	12	446106.48677	20	
A1Z6V5	FI01422p	44.02	15	36	15	1462736.32888	30	
A1Z6X6	Lactoylglutathione lyase	52.84	7	12	7	509774.0309	10	
A1Z729	NADP-retinol dehydrogenase	22.42	7	12	4	234214.44379999998	11	
A1Z759	Uncharacterized protein, isoform A	5.1	3	3	0	43081.055	3	
A1Z765	Uncharacterized protein, isoform A	23.76	3	4	0	19580.341	3	
A1Z784	Acetyl-CoA carboxylase, isoform A	1.69	4	4	0	5609.8760999999995	3	
A1Z7B8	GEO08456p1	21.52	3	10	3	300304.99866	10	
A1Z7G2	MIP13653p	13.39	2	8	2	2922904.224	8	
A1Z7H7	Phenoloxidase-activating factor 2	18.24	7	13	7	379929.38523	12	
A1Z7H8	Phenoloxidase-activating factor 2	9.8	4	4	4	26249.9832	4	
A1Z7K6	FI20236p1	10.06	4	4	4	47599.645000000004	4	
A1Z7K8	AaRS-interacting multifunctional protein 1	37.77	9	11	9	356953.9793	10	
A1Z7P1	Phosphoglucomutase 2a	6.58	4	4	4	131935.3947	4	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	20.53	7	11	1	207172.9367	8	
A1Z7S3	Rab32, isoform B	37.61	22	43	8	1424426.1121	41	
A1Z7V9	FI20020p1	6.93	4	6	1	60914.3155	5	
A1Z7X7	Glutathione S transferase T2	15.79	3	3	3	16722.933	3	
A1Z7X8	FI02944p	18.53	7	7	7	139380.71409999998	6	
A1Z803	FI02892p	32.35	12	17	12	542355.97	17	
A1Z843	Nodal modulator 3	13.26	15	17	15	329561.7662	16	
A1Z847	Uncharacterized protein, isoform B	24.39	15	42	3	1905761.98895	38	
A1Z871	CAP, isoform B	14.53	25	34	0	407095.8808	6	
A1Z893	1-Cys peroxiredoxin	50.0	9	54	1	7291474.1479	49	
A1Z8D3	(S)-2-hydroxy-acid oxidase	14.48	5	9	5	383043.6751	7	
A1Z8G0	Menage a trois, isoform A	38.99	19	32	0	268308.4707	3	
A1Z8G7	FI09243p	16.53	2	4	2	1569.8118	1	
A1Z8H1	Cuticular protein 47Ea	73.33	6	53	6	22742576.9336	47	
A1Z8H6	Cuticular protein 47Ee	40.38	7	19	7	243021.25137	15	
A1Z8I8	Uncharacterized protein, isoform E	15.71	2	3	2	41862.644199999995	3	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	5	2	40793.94579	4	
A1Z8Z3	Cuticular protein 49Ag	64.18	4	21	4	2182289.16926	19	
A1Z8Z7	Cuticular protein 49Ah	37.89	7	17	7	482639.09946	16	
A1Z933	GEO02273p1	25.58	2	4	2	254887.011	4	
A1Z934	SD19268p	39.46	11	28	11	1267606.4578	25	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	7.42	4	5	0	60178.066	4	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	15.86	21	25	8	252746.6593	22	
A1Z992	1,4-alpha-glucan branching enzyme	6.28	4	4	4	13542.8386	4	
A1Z9B5	IP16508p	15.06	3	3	3	52420.138000000006	3	
A1Z9E3	Elongation factor Tu	56.03	21	56	21	5601490.0476	50	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	32.8	13	24	13	1769049.8346	22	
A1Z9J3	Short stop, isoform H	4.83	42	45	4	333686.12506	43	
A1Z9M2	Receptor expression-enhancing protein	12.92	3	10	1	400558.053	9	
A1Z9M5	SAXO downstream of blistered	4.51	9	10	9	66008.24759	8	
A1Z9U2	Jet fuel, isoform A	4.46	2	7	2	589401.4084000001	6	
A1Z9X4	Hibris, isoform B	2.35	2	2	0	5772.8174	2	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	18991.142	2	
A1ZA23	FI18007p1	29.23	9	23	9	693589.79641	22	
A1ZA73	Stretchin-Mlck, isoform R	2.82	5	5	2	510.66486	1	
A1ZA83	ER membrane protein complex subunit 7	23.67	5	10	5	295382.86919999996	9	
A1ZAA9	Uncharacterized protein, isoform B	17.73	4	6	4	99844.582	6	
A1ZAC7	Coiled-coil domain-containing protein 93	8.91	6	6	6	50626.207	4	
A1ZAH3	FI16515p1	4.82	2	2	0	625.2504	1	
A1ZAK3	Protein DEK	4.05	3	4	0	40649.323000000004	3	
A1ZAL1	lysozyme	30.43	5	7	5	210201.21	7	
A1ZAP8	Uncharacterized protein, isoform C	0.48	1	1	0	679.7697	1	
A1ZAU4	RH39096p	50.48	18	44	0	4237324.95105	42	
A1ZB23	IP19117p	10.88	2	2	2	25156.2978	2	
A1ZB61	Bomanin bicipital 2, isoform A	8.44	1	1	1	8856.791	1	
A1ZB68	FI01423p	47.27	11	25	11	938180.14	23	
A1ZB69	Glutathione S transferase E4	45.95	11	30	11	5983555.8762	26	
A1ZB70	Glutathione S transferase E5	13.51	3	5	3	354015.787	5	
A1ZB71	Glutathione S transferase E6	31.53	8	23	8	1488303.7367	22	
A1ZB72	Glutathione S transferase E7	18.39	4	19	3	85045.147	2	
A1ZB73	Glutathione S transferase E8, isoform A	14.41	3	4	3	16486.6016	4	
A1ZB79	Uncharacterized protein, isoform M	76.73	13	42	3	4117244.5132	39	
A1ZBA5	FI07234p	4.64	2	2	2	95186.283	2	
A1ZBB4	Uncharacterized protein, isoform B	7.63	6	7	0	70576.4934	6	
A1ZBD8	Mucin-5AC	6.1	7	9	7	84040.8567	7	
A1ZBE9	Methionine--tRNA ligase, cytoplasmic	4.01	3	4	3	6961.5784	2	
A1ZBJ2	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	35.25	20	52	20	1493253.0106	47	
A1ZBK7	Crammer	27.85	2	11	2	348405.365	10	
A1ZBL7	MAP/microtubule affinity-regulating kinase 3	21.15	18	21	0	57342.846999999994	3	
A1ZBM2	Tubulin-binding cofactor B	33.2	9	13	9	664766.5752	13	
A1ZBQ3	Odorant-binding protein 56g, isoform A	48.09	7	14	0	448231.8604	14	
A1ZBU5	GNBP-like 3	41.45	4	4	4	98059.345	4	
A1ZBU6	Uncharacterized protein	19.15	3	4	3	54268.074	4	
A1ZBU8	Uncharacterized protein, isoform A	54.29	11	60	11	4441206.5047	51	
A1ZBV5	BLOC-1-related complex subunit 7	20.0	2	3	2	10418.2602	2	
A1ZBW0	Heterogeneous nuclear ribonucleoprotein K, isoform C	30.88	16	47	0	986472.0251	43	
A1ZBX6	lysozyme	14.53	3	4	3	45601.557499999995	4	
A1ZBY3	Defective proboscis extension response 1, isoform A	6.27	2	3	2	804.84537	2	
A2VEG3	IP16294p	1.06	1	1	0	2087.4622	1	
A4UZL3	Eps15 homology domain containing protein-binding protein 1, isoform F	1.93	2	2	0	4642.589	1	
A4V0U4	Leukotriene A(4) hydrolase	7.83	5	5	0	241110.622	5	
A4V2A4	Mushroom-body expressed, isoform G	39.28	13	33	0	1037652.07784	29	
A4V2C3	calcium/calmodulin-dependent protein kinase	10.95	7	8	0	53648.78377	4	
A4V3J6	Heterogeneous nuclear ribonucleoprotein at 98DE, isoform F	25.48	9	21	0	1650894.7599	19	
A4V4F2	Flotillin 2, isoform F	54.82	25	77	0	5773850.0432	72	
A4V4U5	Proline dehydrogenase	46.19	38	103	0	7112113.19781	99	
A4V4V2	DISCO interacting protein 1, isoform B	11.98	3	4	0	11040.266599999999	2	
A8DRW0	Cuticular protein 49Aa	62.5	5	41	5	7580396.65896	37	
A8DY78	Protein-serine/threonine kinase	20.38	8	13	1	342197.58126	11	
A8DY95	Uncharacterized protein, isoform C	8.96	8	11	0	133447.86932	9	
A8DYC5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	38.36	4	14	2	2275799.4942	14	
A8DYD1	Combgap, isoform L	11.11	9	11	0	118412.50825	11	
A8DYI6	Prohibitin	69.53	23	83	3	8441668.91366	76	
A8DYJ6	Sidestep VIII, isoform B	12.99	14	33	0	576760.63654	27	
A8DYK6	Rad, Gem/Kir family member 3, isoform C	15.37	8	10	2	110178.3597	9	
A8DYL2	Uncharacterized protein, isoform G	2.21	2	2	2	1883.667	1	
A8DYW2	Uncharacterized protein, isoform B	3.09	5	5	0	54575.090200000006	5	
A8DYZ9	Uncharacterized protein, isoform G	4.35	4	4	0	15039.1934	3	
A8DZ06	Stolid, isoform J	11.43	13	22	0	450729.76409	18	
A8DZ14	FI17828p1	24.09	13	28	7	2112810.6405	25	
A8DZ20	Rho-type guanine nucleotide exchange factor, isoform D	3.49	4	4	0	36746.263	4	
A8DZ27	Defective proboscis extension response 7, isoform F	6.73	2	2	0	22196.7484	2	
A8DZ29	Eukaryotic translation initiation factor 4G1, isoform B	19.85	30	41	0	812479.9328600001	39	
A8E6W0	IP19808p	28.28	5	8	5	99467.9113	8	
A8JNG6	Kazal-like domain-containing protein	27.82	3	3	3	199483.36	3	
A8JNJ6	Karst, isoform E	2.12	9	9	0	42416.0916	8	
A8JNJ8	Uncharacterized protein, isoform M	3.56	3	4	0	12537.52417	3	
A8JNM0	Target of wingless, isoform C	4.93	3	3	0	49121.189	3	
A8JNP2	arginine kinase	73.87	45	492	2	6137526.9772	21	
A8JNP7	Inhibitor-2, isoform B	47.1	10	14	0	128365.55004	13	
A8JNS4	Starvin, isoform E	10.08	5	6	0	57740.6424	5	
A8JNT1	Uncharacterized protein, isoform B	14.22	3	4	0	21471.2467	4	
A8JNT7	Heat shock protein cognate 20	22.92	6	7	6	166470.94650000002	7	
A8JNX0	ADP-ribosylation factor GTPase activating protein 3, isoform H	15.37	7	8	0	65702.1115	6	
A8JQT5	Moesin/ezrin/radixin homolog 1	0.7	2	2	2	379.26004	1	
A8JQV2	Nuclear protein MDM1	24.91	19	30	1	16649.6285	2	
A8JQW3	Pinin, isoform B	17.26	5	5	0	32417.759400000003	5	
A8JQY2	Uncharacterized protein, isoform C	5.34	2	2	0	77232.424	2	
A8JR01	Kramer, isoform I	1.39	5	5	0	14796.57788	3	
A8JR25	Fasciclin 1, isoform D	49.55	30	166	1	117813.4223	3	
A8JR57	Uncharacterized protein, isoform D	11.92	6	8	0	212781.1212	8	
A8JR58	Hadley, isoform B	11.24	3	3	2	21828.8647	3	
A8JRB8	Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma, isoform C	57.65	17	93	0	9403791.0632	80	
A8JRH3	FI20012p1	71.29	30	91	1	5623993.1924	83	
A8JTM7	Megalin, isoform A	4.74	23	27	23	313774.70235	25	
A8JUQ2	Dual specificity protein phosphatase	28.32	6	7	0	88580.1219	7	
A8JUU1	Secretory 16, isoform E	2.82	4	4	0	14694.63588	3	
A8JUZ6	MIP03678p	13.29	4	5	0	296878.709	5	
A8JUZ7	Uncharacterized protein, isoform B	1.06	2	2	0	5396.684	1	
A8JV09	Coronin	0.64	1	1	0	10583.456	1	
A8JV25	Uncharacterized protein, isoform D	26.78	16	43	0	1116808.69515	38	
A8WH76	GEO10024p1	51.85	5	19	5	673992.4114999999	12	
A8Y4V5	FI20903p1	8.21	2	2	2	15408.08093	2	
A8Y527	Homeobox protein ceh-24	5.21	1	3	0	4196.5665	2	
A8Y535	Cytochrome b-c1 complex subunit 6	41.18	4	22	2	5746515.7344	20	
A8Y589	Programmed cell death protein 6	15.73	3	3	3	55929.787800000006	3	
B6IDV6	PDGF- and VEGF-receptor related, isoform G	1.29	2	3	0	13039.968	1	
B7YZH1	FI20143p1	5.74	3	3	0	21694.139199999998	3	
B7YZN0	Syndecan	13.56	7	9	0	124032.4002	7	
B7YZN4	GH02741p3	38.46	3	3	3	95937.11899999999	3	
B7YZN8	GH02741p1	10.53	1	1	1	32434.453	1	
B7YZQ1	Sterile20-like kinase, isoform F	5.2	8	8	0	45054.43183	8	
B7YZQ7	Inorganic pyrophosphatase	60.0	16	89	0	10111240.004519999	83	
B7YZQ9	Neuropeptide-like 1, isoform C	10.27	3	3	1	5605.336	1	
B7YZV2	Phosphodiesterase	10.49	9	10	0	138965.60439999998	10	
B7YZX0	Hig-anchoring scaffold protein, isoform G	15.21	21	35	0	755913.15703	30	
B7Z001	Fatty acid synthase	18.78	43	71	0	3958971.51273	69	
B7Z002	Kismet, isoform C	1.2	4	4	1	8389.192	1	
B7Z005	Drongo, isoform I	13.62	6	7	0	24885.04095	5	
B7Z010	Cappuccino, isoform E	1.95	3	3	0	12696.894699999999	3	
B7Z060	TBP-associated factor 4, isoform E	7.44	8	8	0	62618.4338	7	
B7Z078	E3 ubiquitin-protein ligase	7.81	3	3	1	30342.3488	3	
B7Z0B2	Uncharacterized protein, isoform E	17.53	7	7	0	86901.8934	7	
B7Z0B9	Farmer, isoform H	1.78	2	5	0	30407.9129	4	
B7Z0C9	GH15104p1	23.16	3	5	3	113066.05799999999	4	
B7Z0E0	Isocitrate dehydrogenase [NADP]	70.35	37	137	0	27840330.12133	129	
B7Z0M0	FI17308p1	21.31	2	2	1	4138.846	1	
B7Z0N0	Uncharacterized protein, isoform B	6.2	2	2	2	24398.3864	2	
B7Z0P8	uridine/cytidine kinase	24.92	7	9	1	256816.98343999998	9	
B7Z0Q1	inositol-polyphosphate 5-phosphatase	25.36	11	20	3	435277.2164	19	
B7Z0T5	Metastasis-associated protein MTA3	5.63	5	6	0	62199.2938	5	
B7Z107	GH09380p1	43.48	4	7	4	329869.836	6	
B7Z126	non-specific serine/threonine protein kinase	1.21	2	2	1	23953.791	1	
B7Z143	Protein interacting with Ttk69 and Sin3A, isoform D	10.32	4	4	0	31992.1588	4	
C0HDP4	MIP05618p	5.36	2	2	0	24883.896200000003	2	
C0PDF4	palmitoyl-protein hydrolase	57.92	9	47	0	2395121.13316	44	
C7LAG1	CoRest, isoform G	6.67	5	5	1	16961.3474	4	
C7LAH9	Moesin/ezrin/radixin homolog 1	39.47	31	75	1	3346655.15905	68	
C9QP70	MIP12608p	25.61	4	4	4	45868.8443	3	
C9QPE7	Trehalose 6-phosphate phosphatase	43.92	12	27	0	1653730.57454	24	
D0IQJ8	Cysteine string protein, isoform F	32.53	9	12	0	130599.9571	10	
D0UGE6	Tenectin isoform 1	2.31	7	8	7	60585.72456	6	
D0Z756	MIP14966p	31.93	16	55	0	3716515.31858	53	
D1YSG0	Bent, isoform F	4.91	37	40	0	592967.5494	38	
D3DML3	Connector of kinase to AP-1, isoform E	11.75	8	14	0	546640.488	13	
D3DMM0	MIP15702p	23.27	9	24	0	1410278.908	23	
D3DMM4	MIP15217p	36.68	27	74	0	5640480.53273	66	
