Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M2	Abundances Count: F5: 127N, Sample, n/a, SFug_M2	Modifications
Q9W0H3	Lipid droplet-associated hydrolase	23.13	7	10	7	58817.6798	9	
Q9W0P5	UDP-glucose 4-epimerase	25.71	11	12	0	292796.4364	11	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	12.53	11	13	11	98011.29797	13	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	20	2	78364.92285	16	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	10.19	2	2	0	6103.1166	2	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	42	6	821473.7834	36	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	17.55	6	9	6	111984.35184999999	7	
Q9W1A4	Protein tamozhennic	2.51	2	2	0	5654.0061000000005	2	
Q9W1C9	Ejaculatory bulb-specific protein 3	42.86	8	79	0	4119250.36636	69	
Q9W1G0	Probable transaldolase	44.71	16	52	16	1140549.94792	44	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	7.14	2	2	2	32105.962	2	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	4	0	21417.3164	3	
Q9W1K5	Sestrin homolog	1.41	1	1	0	9929.578	1	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	6.69	2	3	2	12020.762799999999	3	
Q9W1X4	Nuclear pore complex protein Nup214	2.92	5	5	5	44027.01514	5	
Q9W1X8	Probable GDP-L-fucose synthase	22.74	6	6	6	36860.223	5	
Q9W1X9	OCIA domain-containing protein 1	21.79	5	8	0	41724.785	6	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	33.5	6	9	6	165522.1538	9	
Q9W237	Small ribosomal subunit protein uS9	69.59	14	59	0	1014647.91524	48	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	9.91	5	6	5	46127.6435	6	
Q9W266	Protein windpipe	8.12	5	11	5	161840.3151	11	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	13	5	256955.6698	11	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	32.43	6	10	6	127022.88764	8	
Q9W2E7	Protein Rae1	29.48	9	14	9	271251.59697	12	
Q9W2M2	Trehalase	33.56	19	38	0	399850.16607000004	33	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	5	3	51458.3247	5	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	0.88	1	1	1	5163.147	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	8.54	5	5	0	20767.4727	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	24.78	5	5	5	83387.95135999999	5	
Q9W303	Chitinase-like protein Idgf4	54.52	23	99	0	1583653.66439	67	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	19	0	224537.353	11	
Q9W358	Chaperone Ric-8	12.22	7	7	0	39667.145	7	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	52.97	19	85	19	2293851.58205	78	
Q9W379	Zinc finger protein ZPR1	15.97	6	7	6	33127.99755	6	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	6	2	216731.727	5	
Q9W385	Frataxin homolog, mitochondrial	10.53	2	4	2	61169.5224	4	
Q9W3C7	Palmitoyl-protein thioesterase 1	11.46	4	4	0	39195.3623	4	
Q9W3E2	Protein PIP82	19.58	20	31	20	76797.14818	23	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	7.43	4	5	4	25756.2929	5	
Q9W3K5	Glutamate--cysteine ligase	4.74	4	4	0	23709.02076	4	
Q9W3N6	General vesicular transport factor p115	9.93	6	6	6	36732.421969999996	6	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	3	2	102271.275	3	
Q9W3W8	Large ribosomal subunit protein uL22	20.97	4	7	0	41702.9639	4	
Q9W3Y0	Zinc finger protein 593 homolog	8.64	1	1	1	728.6922	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.66	2	2	2	1635.9402	1	
Q9W3Z3	Alanine--glyoxylate aminotransferase	1.78	1	1	1	3062.1558	1	
Q9W401	Probable citrate synthase, mitochondrial	55.17	23	206	23	6466492.4399	165	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	20.52	7	10	7	149392.9029	7	
Q9W436	Neprilysin-1	2.59	2	2	2	6018.3128	2	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	6	3	61100.9139	5	
Q9W4D2	RNA-binding protein 4F	1.59	1	1	0	20017.258	1	
Q9W4K2	Uncharacterized protein CG3556	7.9	5	11	0	59735.41496	9	
Q9W4P5	V-type proton ATPase subunit d 1	21.43	7	14	7	220967.62563999998	14	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.67	11	14	0	70667.40329999999	11	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	25.0	9	14	0	142890.7124	14	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	28.62	9	19	8	220570.6646	14	
Q9W552	Vacuolar protein sorting-associated protein 26	19.04	5	8	5	42996.3781	5	
Q9W596	Microtubule-associated protein futsch	23.75	79	122	0	716339.41857	104	
Q9W5E1	RING-box protein 1A	7.41	1	1	0	17561.15	1	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	36.47	10	17	0	216935.127	14	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	10	0	175912.4787	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	27.46	3	4	3	25872.2577	3	
Q9W5R8	Large ribosomal subunit protein uL18	20.74	8	10	0	224814.8375	10	
Q9W5Y0	Neprilysin-3	5.22	4	4	4	18409.3663	4	
Q9XTL9	Glycogen phosphorylase	33.29	31	64	0	292510.49838	50	
Q9XTM1	Exocyst complex component 5	1.13	1	1	1	1691.9469	1	
Q9XTN2	Insulin receptor substrate 1	2.17	2	2	0	2632.5527	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	11	2	200842.42134	8	
Q9XYM0	Adapter molecule Crk	31.37	9	30	0	467203.77086	30	
Q9XYZ5	DNA damage-binding protein 1	6.84	7	7	7	34124.7786	6	
Q9XZ58	COP9 signalosome complex subunit 5	22.32	6	10	1	86630.8471	9	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	27.17	8	17	8	202398.7912	16	
Q9XZH6	V-type proton ATPase subunit G	27.35	3	14	0	397615.97864	14	
Q9XZJ4	Proteasome subunit alpha type-6	45.49	11	36	0	684768.6165	33	
Q9XZL8	Protein sarah	32.53	7	14	0	92125.75215	12	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	4.29	2	2	0	3969.5837	1	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	18.4	5	6	0	27808.81	4	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	50.43	5	5	5	23751.2285	5	
Q9Y0Y2	Adenylosuccinate synthetase	22.82	9	16	9	261924.0247	16	
Q9Y105	Probable glutamine--tRNA ligase	1.93	2	3	2	26704.5856	2	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	80.68	7	23	0	493924.70433	23	
X2JAU8	Protein nervous wreck	28.19	30	88	30	1285069.59123	77	
A0A021WW32	Verthandi, isoform B	3.48	2	2	0	6146.564	1	
A0A023GPM5	Diacylglycerol kinase	7.57	6	8	0	15323.535039999999	8	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	7.45	3	3	0	19655.2307	2	
A0A0B4JCT7	Jabba, isoform F	17.5	8	13	0	89216.51315	12	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	62.97	24	141	0	413332.1383	5	
A0A0B4JCX2	RIM-binding protein, isoform G	4.02	6	6	0	51929.2799	6	
A0A0B4JCY6	Cheerio, isoform I	35.09	66	105	0	1734023.1343699999	98	
A0A0B4JCZ0	Oxysterol-binding protein	2.93	3	3	0	4489.2714	2	
A0A0B4JD57	Zipper, isoform F	5.41	10	12	0	673.6923	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	11.5	15	15	0	108559.84987	14	
A0A0B4K615	Smallish, isoform O	8.11	10	13	0	31817.59212	8	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	4.94	4	4	0	20262.892200000002	4	
A0A0B4K620	Oxidation resistance protein 1	13.32	16	21	0	134269.58786	18	
A0A0B4K661	Tropomyosin 1, isoform Q	78.4	35	201	0	3375589.83234	151	
A0A0B4K663	Non-specific lethal 1, isoform N	1.98	2	3	0	8599.32574	2	
A0A0B4K6C8	Uncharacterized protein, isoform G	1.71	2	3	0	13705.685	1	
A0A0B4K6I1	Scribble, isoform N	10.69	22	27	0	144795.37927	24	
A0A0B4K6K8	Musashi, isoform D	5.62	3	4	0	86022.082	4	
A0A0B4K6P4	Hephaestus, isoform W	3.0	3	3	0	52420.3128	3	
A0A0B4K6Z2	Dystrobrevin	10.34	6	8	0	39778.7598	8	
A0A0B4K709	Uncharacterized protein, isoform E	6.62	4	4	0	18630.1806	3	
A0A0B4K716	Diacylglycerol kinase	4.67	7	7	0	89603.1579	7	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	3864.0436	2	
A0A0B4K774	Abelson interacting protein, isoform D	23.27	9	12	0	62432.091369999995	10	
A0A0B4K7A5	Hu li tai shao, isoform Q	67.39	41	134	1	2891656.31683	113	
A0A0B4K7B0	Smooth, isoform O	14.37	6	10	0	103148.587	7	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	7.22	6	7	0	45845.253600000004	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	7.76	3	3	0	14405.6346	3	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.98	4	4	0	13706.506	4	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	4.47	4	4	0	2362.6975700000003	2	
A0A0B4K7H3	Eucalyptus, isoform B	54.46	6	49	1	1152309.36204	42	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.33	5	5	0	17820.712099999997	3	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	0.86	2	2	0	448.9927	1	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.64	24	57	0	486142.75026	52	
A0A0B4K7V8	Bruchpilot, isoform K	52.37	92	259	1	4942.5275	3	
A0A0B4K7X5	glycogenin glucosyltransferase	14.86	7	30	0	238172.82346	23	
A0A0B4K885	Kenny, isoform B	4.63	2	2	0	13776.127400000001	2	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	11.35	5	7	0	17239.14566	6	
A0A0B4KEE1	Aldehyde dehydrogenase	27.57	14	19	0	228672.2971	16	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	20.05	31	70	0	128629.62819999999	12	
A0A0B4KEH7	CAP, isoform Y	13.91	30	46	0	302392.94926	40	
A0A0B4KEI5	Serrate RNA effector molecule homolog	11.12	11	11	0	28614.78354	10	
A0A0B4KEJ7	Coronin	12.71	7	7	0	57373.7749	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	3.85	4	4	0	8210.3466	3	
A0A0B4KEW6	Amphiphysin, isoform B	51.59	24	73	1	6492.3362	5	
A0A0B4KEX6	Jitterbug, isoform M	6.16	17	19	0	123351.2813	17	
A0A0B4KF06	Valine--tRNA ligase	1.04	1	1	0	5698.631	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	6.3	2	2	0	31795.464	2	
A0A0B4KF34	Uncharacterized protein, isoform D	4.31	2	3	0	2327.7185	1	
A0A0B4KF46	E1 ubiquitin-activating enzyme	16.87	17	25	0	128751.9576	22	
A0A0B4KF84	Stretchin-Mlck, isoform S	2.13	3	3	0	374.3697	1	
A0A0B4KFA6	alpha-glucosidase	34.04	16	46	0	660089.85814	41	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.99	4	4	0	3106.701	2	
A0A0B4KFE2	Like-AP180, isoform I	30.03	21	90	0	1905349.97623	77	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	9.34	7	10	0	11290.86278	7	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	52.81	15	24	1	347985.24633	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	16.1	8	15	0	261491.75285999998	10	
A0A0B4KFK4	Uncharacterized protein, isoform E	3.85	2	2	0	68415.359	2	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	9.8	2	2	0	2643.0857	1	
A0A0B4KFT3	Protein kinase C	11.34	9	10	0	36147.0395	7	
A0A0B4KFT9	Quaking related 54B, isoform E	9.56	6	7	0	42211.09942	7	
A0A0B4KFX8	Flapper, isoform C	3.24	2	2	0	359.49625	1	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	4.45	1	1	0	421.56552	1	
A0A0B4KG94	Uncharacterized protein, isoform B	10.6	5	5	0	70371.7654	5	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	2.38	1	1	0	572.59283	1	
A0A0B4KGE5	Bonus, isoform C	6.21	7	7	0	37197.618539999996	7	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	2	0	885.1227	1	
A0A0B4KGF5	Uncharacterized protein, isoform C	12.0	7	7	0	42180.5068	7	
A0A0B4KGF7	beta-mannosidase	1.66	2	2	0	8373.5545	2	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	17	0	125642.43405	15	
A0A0B4KGI5	Carboxylic ester hydrolase	18.08	10	26	0	494794.58593	22	
A0A0B4KGK8	Syncrip, isoform R	30.58	17	32	0	491275.16885	28	
A0A0B4KGP4	Beaten path IV, isoform B	4.04	2	2	0	4468.2085	1	
A0A0B4KGS4	non-specific serine/threonine protein kinase	3.77	2	2	0	7708.2068	2	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	25.41	18	24	1	286999.492	22	
A0A0B4KGW3	Uncharacterized protein, isoform B	3.49	2	2	0	5565.3358	2	
A0A0B4KH03	Tetraspanin	15.85	5	8	1	21774.02583	7	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	2	0	7653.845	1	
A0A0B4KH34	Annexin	55.56	21	164	3	5251734.15066	135	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	2.09	2	2	0	2626.3823	1	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	1.2	1	1	0	2961.8508	1	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	39.39	11	19	0	219712.76747999998	17	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	18.72	12	21	0	96989.08764	17	
A0A0B4KHF0	Ferritin	75.42	20	121	1	9536318.24406	92	
A0A0B4KHJ9	Tropomyosin 2, isoform E	72.54	30	248	4	10087251.51906	206	
A0A0B4KHL4	non-specific serine/threonine protein kinase	15.08	8	8	1	116860.1555	6	
A0A0B4KHN1	Cheerio, isoform O	31.04	67	106	0	8467.129	1	
A0A0B4KHN3	Scribble, isoform S	6.19	9	12	0	3697.288	2	
A0A0B4KHP4	Couch potato, isoform P	5.11	4	8	0	85089.2781	8	
A0A0B4KHS1	Crumbs, isoform D	8.35	15	25	0	186642.04412	20	
A0A0B4KHT5	Syncrip, isoform J	25.36	19	34	0	76931.92	2	
A0A0B4KHT8	Julius seizure, isoform E	11.46	5	7	0	32247.2791	7	
A0A0B4KHW3	Aralar1, isoform F	7.49	5	6	1	15625.44384	6	
A0A0B4KHW7	Uncharacterized protein, isoform P	16.01	4	6	0	47587.4149	6	
A0A0B4KHZ0	Without children, isoform E	0.76	1	1	0	3301.2515	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	50.86	17	48	1	431999.42721	42	
A0A0B4KI23	Uncharacterized protein	27.64	4	24	4	665119.2522999999	23	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	13.16	3	3	0	61970.562	3	
A0A0B4LEH1	Sticks and stones, isoform C	1.07	2	2	0	15645.359	2	
A0A0B4LEW1	Bloated, isoform E	1.91	2	2	0	2886.8136000000004	2	
A0A0B4LEY1	Protein transport protein Sec31A	2.3	2	2	0	1679.0217	1	
A0A0B4LF49	Menage a trois, isoform D	30.04	14	26	0	401504.42025	23	
A0A0B4LF88	Tripeptidyl-peptidase 2	18.33	22	31	0	269785.5169	30	
A0A0B4LF95	glutaminase	11.14	7	11	0	53451.30556	9	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	46.93	16	27	2	262034.42116	23	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	20.32	21	23	0	123640.3121	19	
A0A0B4LFE1	Uncharacterized protein, isoform B	18.1	4	6	0	23489.4317	5	
A0A0B4LFH2	Caspar, isoform C	2.9	2	2	0	2171.9106	1	
A0A0B4LFL6	Double hit, isoform C	5.17	2	3	0	8525.289	1	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	3.79	2	2	0	6077.7798	2	
A0A0B4LFU6	Beta-glucuronidase	1.77	1	1	0	920.6375	1	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	28.24	4	6	0	48429.2521	6	
A0A0B4LG34	Liprin-gamma, isoform E	1.48	2	2	0	11309.446	2	
A0A0B4LG88	Quaking related 58E-1, isoform D	19.0	8	13	0	84791.1067	13	
A0A0B4LG95	Lethal (2) k09913, isoform F	2.84	1	2	0	10013.671	2	
A0A0B4LGB0	Gp150, isoform E	10.25	12	14	0	83013.3517	13	
A0A0B4LGB7	Calcium-transporting ATPase	29.73	28	50	0	702409.03669	46	
A0A0B4LGD3	Kazachoc, isoform G	8.26	10	12	0	89522.2758	10	
A0A0B4LGH8	Oxysterol-binding protein	1.97	1	1	0	5225.005	1	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	39.27	13	28	1	286008.98179	18	
A0A0B4LGM0	Prominin, isoform E	4.6	5	6	0	12071.44406	5	
A0A0B4LGQ1	Superoxide dismutase	53.92	11	55	0	1901452.24101	53	
A0A0B4LGV6	Insulator binding factor 1, isoform B	39.66	7	8	0	62601.1926	8	
A0A0B4LGY1	Uncoordinated 115a, isoform G	27.05	18	39	0	554505.73245	36	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	74.93	20	140	0	48665.9986	4	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	14.24	5	6	0	35888.4551	6	
A0A0B4LHH8	Argus, isoform C	0.63	1	1	0	2630.2227	1	
A0A0B4LHL1	Uncharacterized protein, isoform C	3.6	2	3	0	16351.72215	3	
A0A0B4LHR8	Uncharacterized protein, isoform G	14.03	9	9	0	40420.82035	8	
A0A0B4LHS0	Lnk, isoform E	2.45	2	2	0	11179.3701	2	
A0A0B4LI09	Uncharacterized protein, isoform C	7.23	3	3	0	35343.6894	3	
A0A0B4LIA3	non-specific serine/threonine protein kinase	4.72	3	3	0	20734.6156	3	
A0A0B4LIC4	Uncharacterized protein, isoform C	2.27	2	2	0	1239.9903	2	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	20.47	10	17	0	90911.9301	12	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	8.52	2	3	0	7879.457399999999	3	
A0A0C4DH96	Sidestep V, isoform B	0.77	1	1	0	4673.5596	1	
A0A0C4DHA8	Nuclear protein MDM1	30.22	21	27	1	116351.65906	18	
A0A0C4DHF6	Dystroglycan 1	3.33	4	5	0	8661.15655	4	
A0A0C4DHN4	Defective proboscis extension response 21	6.74	2	2	1	11363.1403	2	
A0A0C4FEI8	Granny smith, isoform F	17.25	10	12	0	123410.34463	11	
A0A0S0WGZ0	Still life, isoform Q	0.71	2	2	0	50918.7647	2	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	18.66	6	12	0	77266.6672	10	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	8.78	6	8	0	29120.733799999998	7	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.05	24	139	0	4488897.22395	118	
A0A126GV06	Uncharacterized protein, isoform B	17.91	6	10	0	56122.41917	8	
A0A126GV33	Uncharacterized protein, isoform F	3.85	1	2	0	7403.8922	2	
A0A1W5PXH3	Uncharacterized protein, isoform E	1.37	2	2	0	8138.7981	2	
A0A4D6K1L3	8 kDa dynein light chain	15.73	4	23	0	335909.08817	16	
A0A4D6K4X9	Axundead, isoform F	6.01	3	4	0	23711.8162	3	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	47.55	22	141	0	4556121.87359	127	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	12.99	14	15	0	42573.22473	13	
A0A4P1SA55	alpha-glucosidase	12.52	8	11	0	48294.9849	11	
A0A4P1SAA7	IP07559p	6.8	1	1	0	8857.502	1	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	28.69	45	76	1	276341.11525	44	
A0A6H2EDG9	Uncharacterized protein, isoform G	7.51	6	7	0	55218.1465	7	
A0A6H2EEL7	Uncharacterized protein, isoform A	2.94	1	1	1	3626.0657	1	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	38.12	123	317	0	4695314.45838	261	
A0A6H2EG45	Uncharacterized protein, isoform D	5.9	2	2	0	7863.2131	2	
A0A6H2EG56	Tropomyosin 1, isoform T	72.34	26	225	3	781368.6821099999	22	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	28.85	4	7	4	42467.6328	7	
A0A6H2EIE0	Amino acid transporter	4.88	2	3	0	52607.7661	3	
A0A6M3Q951	CAP, isoform AA	27.82	19	35	0	16929.3694	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	4.65	3	4	0	5457.0186	1	
A0ACD4DAP6	Bruchpilot, isoform N	42.4	99	280	0	1691961.93513	218	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	22.96	16	32	0	147434.21557	28	
A0ACD4DAT6	Glorund, isoform D	29.52	15	36	0	554712.14072	27	
A0ACD4DAU9	Found in neurons, isoform K	29.92	10	26	0	255555.4267	15	
A0ACD4DAV1	Lethal (1) G0289, isoform D	10.51	6	8	0	80444.85669999999	6	
A0AQH0	Proteasome subunit beta	34.38	5	9	5	60296.95266	8	
A1Z6F6	FI18602p1	9.88	9	10	0	89845.3606	9	
A1Z6G9	FI18173p1	10.5	3	3	3	9032.0126	2	
A1Z6H4	RE52822p	14.24	7	7	0	40940.692800000004	7	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	11.14	7	15	6	19235.47264	7	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	3.64	2	2	2	17420.2395	2	
A1Z6P3	Eb1, isoform F	50.17	13	30	3	55474.9166	5	
A1Z6Q0	Klaroid, isoform D	24.94	9	13	0	63909.56914	10	
A1Z6R7	FI21445p1	40.71	9	20	9	213880.6159	18	
A1Z6V5	FI01422p	40.46	14	31	14	685519.2447	27	
A1Z6X6	Lactoylglutathione lyase	44.89	6	14	6	178547.22175	13	
A1Z729	NADP-retinol dehydrogenase	22.42	7	8	4	55696.7238	8	
A1Z759	Uncharacterized protein, isoform A	3.4	2	2	0	15542.703000000001	2	
A1Z765	Uncharacterized protein, isoform A	9.9	1	1	0	2559.8933	1	
A1Z784	Acetyl-CoA carboxylase, isoform A	1.21	3	3	0	4245.1379	2	
A1Z7B8	GEO08456p1	21.52	3	5	3	83794.22422999999	5	
A1Z7G2	MIP13653p	13.39	2	4	2	336497.93	4	
A1Z7H7	Phenoloxidase-activating factor 2	26.8	11	17	11	126274.6641	15	
A1Z7H8	Phenoloxidase-activating factor 2	5.88	3	3	3	15253.3174	3	
A1Z7K6	FI20236p1	6.38	3	4	3	31122.2801	4	
A1Z7K8	AaRS-interacting multifunctional protein 1	27.55	8	11	8	116059.8921	11	
A1Z7P1	Phosphoglucomutase 2a	4.98	3	3	3	11585.7138	3	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	14.37	5	7	1	36136.64886	5	
A1Z7S3	Rab32, isoform B	33.53	20	44	7	692623.0509	41	
A1Z7V9	FI20020p1	10.04	5	5	0	40405.9961	4	
A1Z7X8	FI02944p	19.81	7	8	7	62752.583620000005	6	
A1Z803	FI02892p	29.12	12	18	12	373272.2296	18	
A1Z843	Nodal modulator 3	9.42	11	14	11	94647.1655	13	
A1Z847	Uncharacterized protein, isoform B	22.48	15	31	3	404104.41022	25	
A1Z871	CAP, isoform B	13.38	20	35	0	42708.6774	4	
A1Z893	1-Cys peroxiredoxin	55.0	11	51	1	1132675.88655	45	
A1Z8D3	(S)-2-hydroxy-acid oxidase	9.29	4	8	4	57340.505999999994	4	
A1Z8G0	Menage a trois, isoform A	28.07	13	24	0	16757.479	1	
A1Z8G7	FI09243p	9.92	1	2	1	450.794	1	
A1Z8H1	Cuticular protein 47Ea	73.33	6	49	6	3182367.6543	41	
A1Z8H6	Cuticular protein 47Ee	29.54	6	13	6	27854.55544	8	
A1Z8I8	Uncharacterized protein, isoform E	12.14	2	2	2	6119.3071	2	
A1Z8J3	No mechanoreceptor potential A, isoform C	1.23	2	2	0	848.61017	1	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	4	2	11976.8894	3	
A1Z8Z3	Cuticular protein 49Ag	64.18	4	21	4	421941.93534	17	
A1Z8Z7	Cuticular protein 49Ah	32.63	6	12	6	229026.45010000002	12	
A1Z933	GEO02273p1	27.91	2	4	2	25333.0649	4	
A1Z934	SD19268p	48.83	13	30	13	342471.35843	25	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	3.79	2	2	0	11910.643	1	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	7.86	10	12	5	50833.28297	7	
A1Z992	1,4-alpha-glucan branching enzyme	3.36	3	3	3	6857.373799999999	2	
A1Z9B5	IP16508p	19.88	3	4	3	34212.383799999996	4	
A1Z9E3	Elongation factor Tu	53.17	21	46	21	1380325.2083	44	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	33.94	13	15	13	276721.53665	15	
A1Z9J3	Short stop, isoform H	3.61	32	35	4	86010.03033	28	
A1Z9M2	Receptor expression-enhancing protein	17.42	5	12	2	216116.26359999998	11	
A1Z9M5	SAXO downstream of blistered	3.81	7	10	7	8957.4922	4	
A1Z9U2	Jet fuel, isoform A	2.36	1	4	1	101155.9438	4	
A1Z9X4	Hibris, isoform B	1.13	1	1	0	1803.9381	1	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.62	2	2	2	11706.3718	2	
A1ZA23	FI18007p1	33.64	10	24	10	145738.87153	22	
A1ZA83	ER membrane protein complex subunit 7	13.88	4	6	4	49862.87332	5	
A1ZAA9	Uncharacterized protein, isoform B	18.23	4	6	4	30797.7507	6	
A1ZAC7	Coiled-coil domain-containing protein 93	6.39	4	5	4	10828.1865	3	
A1ZAH3	FI16515p1	1.93	1	1	0	457.7266	1	
A1ZAK3	Protein DEK	4.05	3	3	0	23428.488	3	
A1ZAL1	lysozyme	30.43	5	7	5	165559.95384	7	
A1ZAP8	Uncharacterized protein, isoform C	0.43	1	1	0	3785.43	1	
A1ZAU4	RH39096p	52.14	16	49	0	1131027.14404	46	
A1ZB23	IP19117p	16.06	4	7	4	50356.447	5	
A1ZB61	Bomanin bicipital 2, isoform A	8.44	1	1	1	3387.6733	1	
A1ZB68	FI01423p	45.91	11	28	11	325844.8785	25	
A1ZB69	Glutathione S transferase E4	45.05	10	25	10	306332.0227	21	
A1ZB70	Glutathione S transferase E5	13.51	3	7	3	42782.6547	6	
A1ZB71	Glutathione S transferase E6	31.53	7	17	7	305354.3834	16	
